target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_cK	pBK	2	2
_d1	Ou1	1	1
_D1	EA1	2	2
_d4	Jm_	1	1
_D4	Pz_	1	1
_D6	IY6	4	4
_D7	I37	2	2
_dH	UgH	4	4
_DH	_wH	8	6
_Dq	PYq	3	3
_e_	fi4	3	3
_e$	pa$	4	4
_e1	hl1	2	2
_E1	b01	2	2
_E7	ST7	2	2
_e9	In9	2	2
_eH	RsH	4	3
_eK	prK	2	2
_EK	pTK	1	1
_f	Af	29	10
_f_	J_4	3	2
_f$	v5$	6	2
_F$	Qm$	6	5
_f1	N71	2	2
_F1	wb1	1	1
_F4	JC_	2	1
_f6	p96	3	3
_F6	ju6	3	1
_F7	Lx7	2	2
_f8	O18	4	4
_F8	iu8	2	2
_f9	__9	2	2
_fK	i4K	1	1
_FK	pxK	2	2
_g$	Qp$	2	2
_G$	X2$	3	3
_g1	wC1	3	3
_G1	yj1	2	2
_g6	jm6	2	2
_g7	Wu7	2	2
_G7	bX7	3	2
_g8	nm8	3	3
_G8	zL8	1	1
_gH	dBH	1	1
_GH	_WH	1	1
_gq	$mq	2	2
_h	hy	10	10
_H$	htH	6	2
_h1	hv1	2	2
_H1	Ii9	2	2
_H6	Ba8	3	3
_h9	rv9	2	1
_hH	KyH	8	2
_HH	Ne	6	4
_hK	gkK	3	3
_HK	_aq	2	2
_hq	$Vq	1	1
_i	Vn	8	1
_I	SS	7	6
_i_	KU4	2	2
_i$	FQ$	1	1
_I$	qh$	1	1
_i1	pF1	2	2
_I1	Nk1	1	1
_I9	rk9	2	2
_iH	glH	3	3
_IH	KSH	6	5
_J	rj	17	11
_J$	DD$	3	3
_j1	Ez1	2	2
_J1	E31	2	2
_j4	P3_	2	2
_J6	yM6	3	3
_j7	CY7	1	1
_J7	RO7	1	1
_j8	OM8	4	3
_jK	gYK	1	1
_JK	UOK	1	1
_K	LK	54	41
_K_	Je_	3	2
_k6	JZ6	3	2
_K6	p$6	4	4
_k7	IG7	1	1
_k8	z08	5	2
_K8	P88	3	3
_K9	fe4	2	2
_kH	qTH	5	4
_KH	kqH	4	3
_kK	gGK	3	2
_l	hQ	5	5
_L	pX	10	10
_l_	KF4	3	3
_l$	Qd$	1	1
_L1	yO1	2	2
_L6	TD6	4	4
_l7	_g7	1	1
_L7	Cw7	2	2
_L8	Yj8	3	3
_L9	qM9	2	2
_lH	FcH	5	4
_LH	HXH	3	3
_LK	gwK	2	2
_m	xu	9	5
_M	sO	16	4
_M$	XY$	4	2
_m1	JS1	3	3
_m7	SI7	1	1
_M7	bA7	2	2
_m8	sb8	4	3
_mH	txH	7	7
_mq	$bq	2	2
_N	pV	1	1
_n_	Kg4	2	2
_n$	dc$	2	2
_n1	oB1	1	1
_N1	CG1	1	1
_N7	S07	1	1
_n9	iF9	1	1
_nH	gQH	3	3
_NH	qVH	3	3
_nK	pUK	2	2
_o	Tr	7	4
_O	cY	14	14
_O_	J54	3	2
_O1	N11	2	2
_O4	w5_	2	2
_O6	uA6	1	1
_O7	bf7	3	3
_o8	Ul8	4	4
_o9	cd9	2	2
_oH	piH	4	3
_OH	OYH	4	4
_OK	UfK	2	2
_P_	Jw4	3	2
_p1	JR1	1	1
_p6	wC6	2	2
_P7	CD7	1	1
_P9	qw9	2	2
_pH	euH	1	1
_pK	BbK	3	3
_PK	gDK	2	2
_q	wq	72	72
_Q_	KB4	1	1
_q$	h8$	2	2
_Q4	JB_	2	2
_q5	ya1	2	2
_q6	BH6	3	3
_q7	QeK	4	4
_Q7	zF7	1	1
_Q8	cg8	5	2
_q9	ft4	2	2
_QH	gdH	2	1
_qq	PHq	2	1
_R_	_N4	2	2
_R$	eh$	2	2
_r1	pg1	1	1
_R1	kV1	2	1
_R4	PN_	3	2
_r8	dQ8	3	2
_rH	pnH	5	3
_s	ZOH	2	2
_S$	Ky$	4	4
_s1	Cc1	1	1
_S1	hT1	2	1
_S7	SV7	2	2
_s8	gi8	3	1
_s9	BQ9	2	2
_S9	rT9	3	3
_SH	qhH	6	5
_sK	pnK	2	2
_T	mv	15	6
_t$	mo$	2	2
_T1	IL1	2	2
_T6	JG6	3	3
_T7	SW7	1	1
_T8	zZ8	2	2
_tH	uaH	4	3
_TK	gWK	3	2
_tq	qrq	2	2
_U	mg	12	5
_u$	rb$	3	3
_u1	Ph1	1	1
_U4	Ju_	2	1
_u6	JI6	3	3
_U6	Pp6	3	1
_u7	SR7	1	1
_U7	Gm7	1	1
_u8	eI8	3	3
_U8	dp8	4	4
_uH	$xH	3	3
_UK	pmK	1	1
_Uq	qpq	2	2
_v	C0	13	7
_V	dk	14	7
_V$	_T$	3	3
_v1	bP1	2	2
_v4	PL_	3	2
_V5	G25	2	2
_v7	MO1	2	2
_V7	SZ7	2	2
_V8	zv8	2	2
_vH	K0H	6	1
_VK	pZK	3	3
_w	eM	26	4
_w$	XO$	3	3
_W$	XL$	6	2
_w1	Nf1	2	2
_w6	b36	4	2
_W6	WX6	1	1
_w7	bz7	3	2
_w8	OY8	3	3
_wH	OMH	8	3
_wK	gzK	3	2
_x	xC	13	9
_X	cJ	12	8
_X_	JO4	3	2
_x$	rI$	5	2
_X$	Dj$	2	2
_X1	EY1	2	2
_X4	PO_	1	1
_x6	JR6	1	1
_X7	CM7	3	2
_XH	$JH	3	1
_XK	gMK	3	3
_y	Qh	10	10
_Y	i3	18	10
_Y_	J14	3	2
_Y$	Pz$	4	2
_y1	CZ1	2	2
_Y1	N91	2	2
_Y6	Rf6	4	2
_y7	Sv7	3	3
_Y7	F57	1	1
_y8	eT8	1	1
_YH	ZvH	2	2
_yK	BvK	3	2
_YK	U5K	1	1
_Yq	Pfq	3	3
_z_	J44	3	2
_z$	Wf$	5	3
_Z$	XW$	3	3
_Z1	CJ1	2	2
_z4	k4_	2	2
_Z7	CP7	1	1
_z8	O58	3	3
_Z8	z28	2	2
_z9	_49	2	2
_Z9	sJ9	2	2
_zH	JAH	8	4
_ZH	_GH	8	4
$_	_4	24	5
$_$	v7$	2	1
$_1	Z$1	2	2
$_4	h8_	1	1
$_6	Iq6	4	3
$_7	B67	1	1
$_8	zK8	2	2
$_9	H89	2	2
$_H	X_H	5	4
$_K	a6K	2	2
$$5	vi1	1	1
$$8	It$	5	5
$$H	THH	10	2
$0$	DG$	5	3
$01	RX1	2	1
$07	SL7	2	2
$08	_W8	3	3
$09	rX9	2	2
$0H	$ZH	2	2
$1$	L4$	6	2
$11	Z61	2	2
$14	Zq_	2	2
$16	I76	2	2
$18	z_8	2	2
$19	Hq9	3	3
$1H	L9H	4	3
$2	xL	9	2
$2_	wD4	3	2
$21	Vw1	2	2
$24	jD_	2	2
$26	LJ6	4	2
$29	tw9	2	2
$2H	KLH	5	4
$3	nz	19	19
$3_	w94	3	2
$36	I56	2	2
$38	Af8	1	1
$39	e49	2	2
$3H	MzH	4	1
$3K	n1K	2	1
$4$	NK$	1	1
$41	hH1	2	2
$46	I66	3	3
$47	B87	1	1
$48	Yq8	2	2
$4A	We5	2	2
$4H	X7H	4	3
$4q	j6q	3	2
$5	s1	40	2
$5$	L9$	6	4
$51	kq1	2	2
$54	ZK_	3	3
$56	I_6	3	3
$57	m77	1	1
$58	f48	2	2
$59	HK9	3	3
$5H	P1H	9	5
$5K	a7K	2	2
$6	t8	69	69
$6$	N$$	3	3
$61	ha9	3	2
$67	gtK	1	1
$68	NH8	3	3
$6H	V8H	7	4
$6K	ttq	2	2
$6q	je6	3	1
$7	w7	16	15
$7$	Nq$	1	1
$74	xH_	2	2
$75	Zt1	1	1
$77	F$7	2	2
$7H	vKH	8	4
$85	vr1	2	2
$86	ut8	3	3
$87	gsK	1	1
$8H	k$H	6	6
$8K	tsq	2	1
$91	Z81	2	2
$98	z78	1	1
$99	H69	3	3
$9H	X4H	7	7
$a	To	7	7
$A$	W1$	5	5
$A1	TK1	1	1
$A7	m_7	3	3
$a8	mn8	4	2
$a9	uc9	1	1
$A9	$79	3	2
$AH	W5H	7	5
$aK	xlK	1	1
$AK	r_K	1	1
$aq	elq	2	2
$b1	GN1	1	1
$B1	OI1	1	1
$b4	jE_	2	2
$B7	WC7	1	1
$bH	tRH	5	4
$BH	nmH	5	1
$BK	xCK	2	2
$C	Ib	5	5
$c_	Hp4	2	2
$C$	nR$	3	3
$c1	zm1	2	2
$c4	wp_	3	2
$c6	jF6	1	1
$C6	wS6	2	1
$c7	LB7	1	1
$c8	UF8	4	2
$CH	HbH	3	1
$CK	phK	2	2
$D	iw	25	2
$d1	Au1	2	2
$D1	kA1	2	2
$d4	wm_	2	2
$D4	jz_	1	1
$D7	h37	2	2
$d8	UB8	3	2
$dH	BgH	4	4
$DH	KwH	8	3
$Dq	jYq	3	3
$E	vE	15	2
$e_	qi4	2	2
$e1	Nl1	1	1
$E5	GZ5	1	1
$E7	ET7	1	1
$e9	hn9	2	2
$eH	ysH	3	2
$eK	xrK	2	2
$eq	$oq	3	3
$f1	T71	2	2
$F1	Yb1	1	1
$f4	Z__	1	1
$F4	wC_	2	1
$f6	x96	4	3
$F6	Mu6	3	2
$F7	Jx7	2	2
$f9	$_9	2	2
$fH	MfH	8	3
$fK	Q4K	2	2
$G$	D2$	3	3
$g4	wx_	2	2
$g6	Mm6	2	1
$G6	XP6	5	3
$g7	Xu7	2	2
$G7	SX7	2	2
$G8	_L8	1	1
$gH	FBH	4	2
$GH	$WH	3	2
$h	BR	7	7
$H$	NtH	6	2
$h1	Nv1	2	2
$H1	hi9	2	2
$h4	jT_	2	2
$h8	aV8	4	1
$H8	xs$	5	2
$hH	HyH	8	2
$HH	Te	10	4
$hq	tkq	2	2
$i	Zn	11	4
$I	yS	7	5
$i_	HU4	2	1
$i$	mQ$	4	4
$I1	Tk1	1	1
$I4	jV_	2	2
$I9	lk9	1	1
$iH	plH	7	2
$IK	pNK	2	2
$J$	OD$	5	3
$j1	kz1	2	2
$J1	k31	1	1
$j4	j3_	2	2
$j6	EO6	3	3
$J6	VM6	4	4
$j7	RY7	2	2
$J7	yO7	2	2
$j8	AM8	4	1
$jH	HDH	5	4
$k	FT	12	8
$k6	wZ6	2	1
$K6	x$6	4	4
$k7	hG7	1	1
$K9	qe4	2	2
$kH	evH	2	2
$KH	ZqH	5	1
$kK	pGK	2	2
$l	yQ	6	6
$l_	HF4	2	2
$l$	Ud$	5	5
$L1	VO1	2	2
$l7	$g7	1	1
$L7	Rw7	2	2
$L9	eO9	2	1
$LH	sJH	2	2
$lK	xgK	2	2
$LK	pwK	1	1
$M_	wf4	1	1
$M$	DY$	5	2
$m6	Ab6	3	2
$M7	SA7	2	2
$m8	rb8	3	3
$mH	axH	7	2
$mK	pIK	2	2
$MK	BAK	2	2
$mq	tIq	3	2
$n_	Hg4	2	2
$n$	Fc$	3	3
$N$	$k$	3	3
$n1	nB1	1	1
$N1	SG1	1	1
$N6	wv6	1	1
$n7	ag7	2	2
$N8	_T8	2	2
$nH	pQH	3	3
$NH	ekH	6	4
$NK	x0K	1	1
$O_	w54	3	2
$o$	mn$	3	3
$O$	j3$	2	2
$O1	T11	2	2
$O6	bA6	1	1
$O7	Sf7	1	1
$o8	Bl8	3	3
$O8	Az8	5	5
$o9	gd9	1	1
$oH	xiH	3	2
$OK	BfK	2	2
$p	Cm	8	6
$P	cW	1	1
$P_	ww4	3	2
$p1	wR1	1	1
$P6	Gj6	4	2
$p7	Gb7	2	2
$P7	RD7	1	1
$P8	_J8	2	2
$P9	eM9	2	2
$pH	suH	1	1
$pK	mbK	3	3
$pq	tbq	2	2
$q$	N8$	2	2
$Q$	UU$	4	4
$Q1	zp1	2	2
$q5	Va1	2	2
$Q7	_F7	1	1
$q8	P$8	3	3
$Q8	gg8	5	2
$q9	qt4	1	1
$QH	pdH	5	3
$qq	jHq	1	1
$R_	$N4	2	1
$R$	sh$	2	2
$r1	xg1	1	1
$R1	ZV1	2	2
$R4	jN_	3	2
$r8	FQ8	1	1
$rH	xnH	5	3
$RK	pEK	2	2
$s	Va	5	5
$S	Sh	15	2
$s_	$l4	2	2
$s$	Cr$	3	2
$S$	Hy$	5	3
$S1	NT1	1	1
$S7	EV7	1	1
$s8	pi8	4	4
$S8	aN8	3	3
$s9	uQ9	2	2
$S9	lT9	3	3
$sH	CoH	3	3
$sK	xnK	1	1
$sq	enq	2	2
$t	Ns	6	6
$T	bv	6	5
$T_	$24	1	1
$t$	Co$	5	2
$T1	hL1	1	1
$T7	EW7	3	3
$t9	ul9	1	1
$tq	eiq	2	1
$u	Ix	1	1
$U	Cg	7	5
$u$	lb$	4	4
$u1	Jh1	2	2
$U4	wu_	2	1
$u6	wI6	3	3
$U6	jp6	3	3
$u7	ER7	1	1
$uf	lNA	1	1
$uH	tCH	7	6
$UH	BFH	5	1
$UK	xmK	2	2
$uq	tRq	3	2
$Uq	tmq	1	1
$v	h0	6	6
$v_	$L4	3	3
$v$	DZ$	2	2
$v1	SP1	2	2
$v4	jL_	3	2
$v7	S27	2	2
$v8	_G8	3	3
$v9	rP9	2	2
$w	oM	23	3
$w_	wA4	2	2
$w$	DO$	3	3
$W$	DL$	3	1
$w1	Tf1	1	1
$W1	VD1	2	2
$w4	jA_	1	1
$w6	S36	4	2
$w7	Sz7	2	1
$W7	RJ7	2	2
$wH	AMH	5	4
$wK	pzK	1	1
$x	IC	6	6
$X	rX	12	12
$X_	wO4	3	2
$x$	lI$	4	4
$X$	Oj$	2	2
$X1	kY1	2	2
$X4	jO_	1	1
$x7	kS7	1	1
$X7	RM7	2	2
$X8	zD8	3	3
$xH	HCH	5	5
$XH	tjH	5	5
$xK	pSK	2	2
$y	EN	6	6
$Y	Q3	16	16
$Y_	w14	3	2
$y1	RZ1	2	2
$Y1	T91	2	2
$y6	wT6	1	1
$y7	Ev7	2	2
$Y8	AA8	2	2
$yH	tVH	5	5
$YH	XvH	4	4
$yK	uvK	1	1
$YK	B5K	2	2
$z	Iz	2	2
$Z	XG	11	10
$z_	w44	3	2
$Z_	$X4	2	1
$Z$	DW$	3	3
$Z1	RJ1	2	2
$z4	Z4_	2	2
$z6	C16	1	1
$z8	A58	3	3
$Z8	_28	3	1
$Z9	rJ9	2	2
$zH	wAH	8	3
a_	i4	44	17
a_1	X81	3	2
A_1	V$1	2	2
a_4	k6_	1	1
A_4	b8_	1	1
a_6	EK6	3	3
A_7	U67	1	1
a_8	q78	2	2
a_9	o89	2	2
A_9	_89	2	2
a_H	M4H	1	1
A_K	HqK	2	2
A$5	Ni1	1	1
a$7	usK	1	1
A$7	BaK	1	1
a$8	ke$	1	1
A$8	ut$	4	4
a$H	W$H	4	4
A0	GZ	10	3
A0_	fP4	2	2
a01	NP1	1	1
a07	V27	1	1
A07	CL7	2	1
A08	YW8	3	3
a09	cP9	1	1
A09	tX9	2	2
A0H	fZH	4	4
a1	i1	26	23
A1	U1	27	27
a1$	D9$	4	4
A1$	v4$	6	3
A11	N61	2	1
a14	XK_	1	1
A14	Vq_	1	1
a16	E_6	3	3
A16	u76	3	3
a17	I77	2	2
A17	gK7	1	1
a19	oq9	2	2
A19	_q9	2	2
A1H	v9H	3	3
a2	P2	7	6
A2	pL	20	3
a2_	Aj4	2	2
a2$	zL$	4	2
A2$	XP$	2	2
a21	GD1	2	2
A21	hw1	2	2
A24	LD_	2	2
A26	vJ6	1	1
a27	NJ7	3	3
A29	qD9	2	2
A2H	YLH	4	1
a3	g3	28	6
A3	az	12	12
a3_	A14	3	2
A3_	X94	3	2
a31	L91	2	2
a36	kf6	4	3
A36	u56	1	1
a37	I57	3	3
A38	Mf8	1	1
A39	K99	1	1
A3H	JzH	5	5
a3K	C5K	1	1
A3K	a1K	3	2
A4	q_	13	3
a4$	P7$	1	1
A4$	RK$	5	3
a41	X$1	3	3
A41	bH1	2	2
a44	k8_	1	1
A44	b$_	1	1
a47	C67	1	1
A47	d87	2	2
a48	qK8	1	1
A48	wq8	3	3
a49	o$9	2	2
A49	q$9	3	2
A4A	Te5	2	2
A4H	G7H	8	3
A4q	L6q	2	2
a5	Q5	32	2
a51	LK1	2	1
A51	yq1	2	2
A54	VK_	1	1
a56	S46	3	3
A56	m_6	2	2
a57	I_7	3	2
A57	g77	2	2
A58	O48	3	2
a59	aK9	3	2
A59	_K9	2	2
a5K	Pt4	1	1
a6	Hq	52	45
A6	f6	70	63
A6$	S$$	5	3
A61	ba9	1	1
A66	Fe8	1	1
a67	meK	2	2
A67	QtK	3	3
a68	w$8	2	2
a69	ss4	2	2
A6H	y8H	4	4
A6K	qeq	2	2
A6q	Le6	1	1
a7	Q7	58	9
a7$	ZK$	1	1
A7$	Sq$	3	3
a71	kH1	2	2
A76	u86	3	3
a77	C87	3	3
A77	c$7	1	1
A79	fH9	2	2
a7A	je5	2	2
a7f	Vtf	1	1
a7H	M7H	5	1
a7K	c8K	3	2
a8	s8	76	71
a81	ka9	2	2
A81	bo9	2	2
a84	Cs7	3	2
a87	utK	3	2
A87	QsK	2	2
a88	ZH8	2	2
a8H	W8H	8	7
A8H	y$H	4	4
A8K	qtq	3	3
a8q	Ye6	3	1
a9$	D4$	6	4
a91	X61	2	2
A91	V81	2	1
a94	Xq_	1	1
a96	E76	2	1
a98	q_8	1	1
A98	w78	4	2
a99	o69	2	2
A99	_69	3	3
A9H	G4H	6	6
a9q	Y7q	3	2
aa	Ga	4	4
aA	Uf	25	11
Aa	Eo	7	6
AA	Oz	18	6
aa_	aQ4	1	1
aA_	A_4	3	2
aa$	hr$	3	3
aA$	D5$	2	2
Aa$	xi$	4	4
AA$	k1$	6	6
aa1	yc1	2	2
aA1	L71	2	2
Aa1	md1	2	2
AA1	EK1	2	2
AA6	B46	4	4
Aa7	aQ7	3	2
AA7	g_7	3	3
aa8	bi8	4	3
aA8	$18	4	4
Aa8	gn8	1	1
AA8	M98	3	2
aa9	RQ9	2	2
Aa9	Fc9	2	2
AA9	f79	3	2
aaH	hoH	6	3
AAH	k5H	3	1
aaK	SnK	2	2
aAK	F4K	3	2
AaK	BlK	1	1
AAK	t_K	2	2
ab	Eb	7	6
aB	yB	9	8
Ab	mI	9	9
AB	Cp	3	3
ab$	UR$	4	3
Ab$	HR$	2	2
AB$	ru$	6	3
AB1	jI1	3	3
Ab4	LE_	2	2
ab6	AS6	2	2
aB7	Ox7	2	2
Ab7	Sy7	2	2
aB8	Bu8	1	1
abH	oIH	5	3
ABH	amH	3	2
ABK	BCK	1	1
aBq	ixq	2	2
ac	vc	7	7
aC	EC	6	6
AC	ub	5	5
Ac_	_p4	1	1
aC$	gI$	1	1
ac1	qp1	2	2
aC1	Zy1	1	1
Ac1	wm1	2	1
Ac4	Xp_	3	2
AC6	XS6	3	1
AC7	Eh7	3	3
acH	bdH	6	2
aCH	obH	1	1
ACK	UhK	2	2
ad	vd	7	6
AD	sw	21	10
ad_	om4	2	2
ad$	mg$	4	4
aD$	zw$	2	2
AD1	yA1	2	2
ad4	Ap_	3	2
AD4	Lz_	1	1
ad6	YF6	1	1
Ad7	Zp7	2	2
AD7	b37	3	2
ad8	mF8	4	4
aD8	$M8	2	2
aDH	owH	4	4
AdH	dgH	4	4
ADH	fwH	6	3
adK	SBK	2	2
aDK	bYK	1	1
AdK	BpK	2	2
ae	Le	5	5
aE	Zy	4	4
Ae	Et	2	2
Ae_	Ai4	2	2
ae$	hs$	2	2
Ae$	Ba$	2	2
ae1	Zn1	1	1
aE1	Zv1	1	1
Ae1	Sl1	1	1
AE1	C01	1	1
aE4	YT_	2	2
ae7	dr7	1	1
aE7	Tk7	1	1
AE8	HV8	1	1
ae9	ki9	2	2
aE9	cv9	1	1
Ae9	bn9	2	2
AeH	IsH	4	3
AEH	fEH	4	4
aEK	bkK	3	3
AEK	BTK	1	1
aeq	aoq	3	1
Af	sf	34	32
AF	mB	10	3
af_	A44	3	2
Af_	X_4	3	2
AF$	lm$	5	2
af1	L_1	2	2
aF1	KC1	2	2
Af1	E71	2	2
AF1	Db1	2	2
aF4	Ax_	3	3
Af4	V__	1	1
AF4	XC_	3	2
af6	S16	1	1
aF6	fm6	3	2
Af6	B96	3	3
AF6	Ju6	3	2
aF7	Mu7	1	1
Af7	g47	2	2
af8	$58	3	3
Af8	M18	4	4
AF8	ru8	2	2
af9	a_9	2	2
Af9	f_9	2	2
afH	AAH	7	5
aFH	xBH	2	2
afK	U9K	2	2
aFK	SuK	2	2
AFq	quq	2	2
ag	hg	5	1
Ag	NR	6	6
aG_	aJ4	2	1
aG$	zW$	3	3
Ag$	lp$	2	2
AG$	P2$	3	3
AG1	hj1	2	2
ag4	Au_	1	1
Ag6	Jm6	2	2
AG6	GP6	4	4
ag7	Mm7	2	2
aG7	NP7	2	2
AG7	CX7	2	2
ag8	xp8	2	2
AG8	YL8	1	1
aG9	lJ9	1	1
AgH	cBH	1	1
AGH	fWH	4	4
agK	SmK	1	1
agq	imq	2	2
ah	Vh	10	10
Ah	Ry	11	4
ah$	oE$	2	2
aH$	veH	5	4
ah1	ZT1	2	2
aH1	kr9	1	1
Ah1	Sv1	1	1
AH1	bi9	2	2
aH5	Pi1	1	1
AH6	Fa8	3	3
ah7	vV7	1	1
aH7	SaK	1	1
AH7	BoK	2	2
aH8	yt$	2	2
AH8	Bs$	1	1
ah9	gT9	3	3
Ah9	ov9	2	1
ahH	oyH	5	3
aHH	XHH	10	2
AhH	_yH	7	2
aHK	iaq	3	2
AhK	UkK	3	3
AHK	faq	2	2
aI	VR	13	13
Ai	Nn	1	1
aI_	aV4	2	2
Ai_	_U4	1	1
ai$	bl$	1	1
aI$	lh$	3	1
Ai$	gQ$	1	1
AI$	Kh$	2	2
aI1	XV1	2	2
Ai1	BF1	2	2
AI1	Ek1	1	1
aI4	YN_	1	1
AI6	XE6	2	2
ai7	ld7	4	4
AI7	SN7	2	2
aI8	ly8	4	2
AI9	ok9	1	1
aiH	SnH	5	5
AiH	UlH	1	1
AIH	_SH	6	5
AIK	UNK	2	2
aIq	iEq	2	2
aJ	mJ	6	5
Aj	tD	7	6
AJ	oj	7	7
aj_	AY4	3	2
Aj_	X34	3	2
aJ$	_j$	2	2
AJ$	jD$	2	2
Aj1	yz1	2	2
AJ1	y31	2	2
aj4	YY_	2	1
aJ4	YO_	1	1
Aj4	L3_	2	2
Aj6	RO6	1	1
aj7	TO7	3	2
aJ7	NM7	3	3
aj8	qw8	4	3
aJ8	qD8	2	2
Aj8	MM8	5	5
AjH	_DH	3	3
ajK	xOK	1	1
aJK	CMK	1	1
AJK	dOK	1	1
Ak	cT	12	5
AK	OK	30	17
AK_	Xe_	3	2
ak$	av$	5	3
Ak$	fv$	3	3
aK4	SH_	3	2
aK6	E86	3	2
AK6	B$6	3	2
aK7	x$7	2	2
Ak7	bG7	1	1
AK7	cH7	1	1
aK8	Y68	2	2
Ak8	Y08	2	2
AK8	L88	3	3
AK9	Ae4	2	2
akH	oTH	5	5
AKH	VqH	5	5
aKK	c$K	1	1
AkK	UGK	2	1
Al	SQ	6	5
AL	BX	21	1
al_	oF4	2	2
Al_	_F4	3	3
al$	mc$	4	4
Al$	ld$	4	4
al1	UB1	2	2
aL1	GM1	2	2
Al1	MB1	2	2
AL1	hO1	2	2
AL4	LM_	1	1
aL6	Jj6	2	2
Al7	fg7	1	1
AL7	xw7	2	1
Al8	dU8	6	3
AL8	Oj8	2	2
al9	FF9	2	2
aL9	rM9	2	2
AL9	KM9	2	2
alH	IQH	3	3
aLH	iXH	3	1
ALH	$XH	2	2
ALK	UwK	2	2
Am	uu	12	12
AM	tO	10	10
AM_	Xf4	1	1
aM$	zO$	3	3
am1	AR1	1	1
aM1	Lf1	2	2
Am1	XS1	2	2
AM5	T15	2	2
am6	KC6	1	1
aM6	V36	4	3
Am6	Mb6	2	2
AM6	xz6	3	3
am7	Jb7	1	1
aM7	Vz7	1	1
Am7	RI7	2	2
AM7	CA7	1	1
am8	dC8	4	4
Am8	tb8	4	3
AM8	M38	3	2
amH	nuH	5	5
AmH	HuH	6	3
AMH	OOH	4	4
amK	IbK	2	2
aMK	bzK	2	2
AmK	UIK	2	2
AMK	dAK	3	3
Amq	qbq	1	1
an	Ln	8	8
aN	N0	5	5
An	s4H	2	1
AN	BV	14	2
an_	og4	2	1
An_	_g4	1	1
an$	CQ$	3	3
An$	cc$	2	2
AN$	fk$	3	3
an1	SF1	1	1
aN1	NZ1	2	2
AN1	uG1	2	2
AN6	Xv6	3	3
AN7	R07	1	1
aN8	lT8	2	2
An8	cd8	1	1
anH	blH	3	3
aNH	iVH	4	4
AnH	UQH	3	3
ANH	KVH	4	3
aNK	RvK	1	1
AnK	BUK	2	2
ao	Po	2	2
aO	cO	2	2
AO	QY	25	8
aO_	Af4	2	1
AO_	X54	3	2
Ao$	gn$	4	4
AO$	P3$	3	2
ao1	yd1	2	2
AO1	E11	2	2
ao7	UQ7	1	1
aO7	VA7	1	1
AO7	Cf7	1	1
ao8	In8	2	2
aO8	$38	2	2
Ao8	dl8	4	4
ao9	Rc9	2	2
Ao9	Qd9	2	2
AoH	BiH	4	4
aoK	SlK	1	1
aOK	CAK	2	2
AOK	dfK	2	2
aoq	rlq	1	1
aP	SL	12	11
aP_	AD4	3	2
ap$	Fu$	2	2
aP$	AP$	4	2
Ap$	rx$	3	3
ap1	_I1	2	2
aP1	Gw1	2	2
AP4	Lw_	2	1
Ap6	DC6	1	1
ap7	jC7	3	3
ap8	dx8	3	2
aP9	iw9	2	2
AP9	Kw9	2	2
apH	UmH	4	1
ApH	HmH	4	4
APH	qPH	8	4
