target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_cH	QdH	3	3
_cK	oQK	3	3
_CK	oSK	3	3
_d	aQ	6	6
_d_	Dg_	2	2
_d$	nQ$	3	3
_D5	fO5	3	3
_d7	Bg7	3	3
_d8	VQ8	3	3
_D9	TO9	2	2
_dH	FQH	5	3
_DH	mMH	4	2
_dK	ogK	2	2
_DK	aOK	1	1
_e	it	8	6
_E	sy	5	5
_e_	fs_	1	1
_e$	ct$	3	3
_E1	JN1	2	2
_E5	XN5	1	1
_E6	Dy6	2	2
_e8	Tt8	3	3
_e9	Ws9	2	2
_eH	utH	4	3
_EH	nyH	8	7
_EK	oNK	3	2
_F	nB	8	6
_F_	Wm_	2	2
_F$	dB$	3	3
_F4	Tp4	2	2
_f5	fz5	2	2
_f6	Wf6	3	3
_f8	Ff8	2	2
_F8	VB8	5	4
_f9	Tz9	2	2
_F9	Gp9	2	2
_fH	ppH	5	5
_g	oU	8	3
_G	$G	14	13
_g_	DF_	2	2
_G_	VP_	2	2
_g$	dU$	5	2
_G$	U2$	3	2
_g4	TF4	1	1
_G4	yW4	1	1
_G5	_W5	2	2
_G6	f26	3	3
_g7	BF7	2	2
_G7	$W7	1	1
_g9	GF9	3	2
_gH	pUH	4	4
_GH	g2H	8	7
_GK	aWK	3	3
_h	aE	6	5
_h1	Jy1	2	2
_h5	Xy5	2	2
_h6	DE6	1	1
_H7	otK	2	2
_h8	SE8	4	2
_HH	le	10	2
_Hq	Ae6	3	1
_I	oh	7	7
_i_	Dl_	2	1
_I_	Ty_	2	2
_I$	dh$	2	2
_I1	JE1	2	2
_I7	HE7	2	2
_iK	olK	3	2
_j	Aj	22	5
_J	ML	17	17
_j$	jA8	1	1
_j1	LD1	3	3
_J1	Lj1	2	2
_j5	YD5	2	2
_J5	Aj5	1	1
_j6	fw6	3	3
_J7	Kj7	1	1
_jK	aDK	1	1
_JK	ajK	3	2
_k	iV	11	10
_k_	vT_	2	2
_K_	L6_	1	1
_k$	QV$	4	2
_K$	Rq$	7	4
_k1	Xv1	2	2
_K5	f65	3	3
_k7	eT7	2	2
_K7	r67	2	2
_k8	RV8	4	2
_K8	Eq8	3	3
_KH	QqH	6	6
_kK	avK	1	1
_Kq	Aqq	3	2
_l	oc	11	1
_l_	Md_	1	1
_L$	bJ$	1	1
_l1	Jd1	2	2
_l4	Td4	2	2
_L5	_X5	2	2
_l7	Bd7	1	1
_L8	RJ8	2	2
_lH	QcH	3	3
_lK	odK	2	2
_m	ou	12	1
_M	HM	16	14
_m_	Wb_	2	2
_M1	P31	2	2
_M5	f35	1	1
_m7	tb7	3	2
_m8	Su8	1	1
_M9	T39	2	2
_mA	KxA	2	2
_mH	QuH	8	2
_MH	mOH	7	1
_MK	r3K	2	2
_N	nk	11	9
_n_	Oc_	1	1
_n$	cl$	5	2
_N$	Qk$	2	2
_n1	Jc1	2	2
_N1	XV1	2	2
_n4	Tc4	1	1
_N4	LV4	1	1
_N5	zV5	2	2
_N6	Mk6	1	1
_n7	Rc7	1	1
_N7	HV7	2	2
_n8	Vl8	1	1
_N8	Rk8	4	3
_N9	GV9	3	2
_nH	glH	6	4
_NH	nkH	2	2
_nK	ocK	2	2
_NK	aVK	2	1
_nq	rcq	2	2
_o	nr	5	5
_O	qO	16	14
_o_	Oi_	2	2
_O$	S3$	3	2
_o1	Li1	2	2
_o4	Ti4	1	1
_O5	fY5	2	2
_o6	Ar6	2	2
_O6	W36	3	3
_o7	Ci7	1	1
_O7	rY7	2	2
_oH	urH	2	2
_OH	p3H	4	4
_oK	oiK	4	3
_OK	rYK	2	2
_p	im	10	9
_p_	Wx_	2	2
_p$	dm$	3	3
_P$	CL$	5	5
_P5	_J5	2	2
_p7	sx7	2	2
_P7	qJ7	2	2
_p9	Gu9	3	2
_pH	QmH	6	5
_PH	ULH	6	3
_Pq	_Lq	2	1
_Q	sg	8	6
_q_	L8_	2	1
_Q_	DU_	2	2
_q$	R6$	5	4
_q4	b84	2	2
_q5	f85	2	2
_q6	Z66	4	2
_q7	o87	1	1
_q8	$58	4	2
_Q9	GU9	3	2
_qH	c6H	5	4
_QH	pgH	4	1
_QK	oUK	3	3
_r	li	7	2
_R	bx	7	7
_r_	On_	1	1
_R_	Gh_	2	2
_r$	li$	1	1
_R$	dS$	3	3
_r1	Ln1	1	1
_R1	JI1	2	2
_r4	Tn4	1	1
_R6	DS6	4	4
_r7	Rn7	1	1
_R7	HI7	2	2
_RH	iSH	3	3
_S	oI	9	9
_S_	GE_	3	3
_s$	la$	4	4
_S1	Jh1	2	1
_S7	Hh7	2	2
_s8	Za8	3	2
_s9	Wo9	2	2
_S9	Gh9	3	2
_SH	iIH	8	5
_sK	ooK	2	2
_SK	ohK	3	2
_t	rs	4	4
_T	s0	15	1
_t_	Ya_	1	1
_T_	vG_	2	2
_t$	ls$	4	4
_T$	Q0$	2	2
_T5	KZ5	2	2
_T6	P06	3	2
_T7	tG7	2	1
_t9	Wa9	2	2
_TH	B0H	7	7
_tK	oaK	2	2
_TK	oZK	2	2
_u	ox	14	2
_U	iF	5	4
_u_	GC_	1	1
_U_	Wp_	1	1
_u$	dx$	3	1
_u5	fb5	2	2
_u7	tC7	1	1
_U7	BB7	1	1
_U8	VF8	4	3
_u9	Gb9	3	2
_uH	QxH	6	3
_v	Wk	4	4
_V	JN	14	10
_v_	vZ_	2	2
_v$	QT$	2	2
_V$	Qv$	4	4
_v5	K05	2	2
_V5	KT5	1	1
_v6	MT6	4	4
_V6	Mv6	4	4
_vH	UTH	6	3
_VH	QvH	8	5
_VK	aTK	1	1
_W_	VJ_	2	2
_w$	RD$	5	3
_w1	LM1	2	2
_W5	_L5	3	3
_w6	fD6	2	2
_W6	YP6	1	1
_W7	$L7	2	2
_w9	GM9	2	2
_wH	pDH	9	2
_wK	aMK	3	1
_Wq	_Pq	2	2
_x	ob	6	6
_x_	GR_	2	2
_X4	hw4	2	2
_X5	fw5	1	1
_X6	fj6	4	2
_x7	eR7	2	2
_X7	Kw7	2	2
_x8	Sb8	3	3
_x9	GC9	3	2
_xH	lbH	5	3
_XK	awK	1	1
_Y	Kf	17	16
_Y$	Cz$	5	5
_Y4	bA4	1	1
_y5	zk5	2	2
_y6	MN6	4	2
_Y6	Wz6	2	2
_Y8	Fz8	5	5
_yH	nNH	4	4
_YH	UzH	10	2
_yK	akK	3	3
_Z	HZ	14	8
_Z_	VW_	1	1
_z$	SA$	3	3
_Z1	X21	2	2
_z4	b54	1	1
_z5	f55	2	2
_Z5	_25	2	2
_z6	GA6	2	2
_Z6	zG6	3	3
_Z7	$27	2	2
_z8	UA8	5	3
_zH	UAH	9	6
_zK	r5K	1	1
$_$	h1$	6	2
$_4	S94	2	2
$_5	_95	1	1
$_6	P16	4	3
$_8	v18	5	2
$_H	p1H	6	2
$$5	_e_	1	1
$$H	gHH	4	4
$$q	qHq	3	3
$0	oZ	13	4
$0_	G2_	2	2
$06	XZ6	3	3
$0H	pZH	8	2
$0K	iGK	1	1
$1	q1	25	1
$1$	I9$	6	4
$15	_45	1	1
$16	P96	2	2
$18	v98	5	2
$1H	m9H	4	4
$1q	$9q	1	1
$2	eW	7	7
$2_	ZL_	1	1
$2$	FW$	4	2
$21	jP1	2	2
$25	$P5	1	1
$26	AW6	4	3
$27	tL7	2	2
$2K	iPK	1	1
$2q	$Wq	2	2
$3	tY	14	14
$34	Sf4	3	3
$35	_f5	2	2
$36	JY6	3	3
$37	lf7	1	1
$3H	uYH	5	4
$3K	lfK	2	2
$4	e7	32	3
$4$	E7$	3	3
$44	SK4	2	2
$45	_K5	2	2
$46	P76	4	3
$47	lK7	2	2
$49	WK9	3	3
$4H	U7H	2	2
$4K	lKK	2	2
$4q	$7q	2	2
$55	_15	1	1
$56	L_6	3	3
$58	V_8	5	5
$6$	h8$	2	2
$64	S$4	2	2
$66	P86	1	1
$67	n$7	2	2
$69	W$9	2	2
$6H	g8H	9	5
$6K	l$K	2	2
$6q	q8q	2	2
$7_	jq_	1	1
$7$	hK$	5	5
$74	Sq4	2	2
$75	_q5	2	2
$76	PK6	3	3
$78	VK8	5	3
$7H	gKH	10	5
$7K	lqK	1	1
$7q	qKq	1	1
$8$	S$$	4	4
$84	SH4	3	2
$86	P$6	3	3
$8K	lHK	3	2
$8q	q$q	1	1
$91	J71	2	2
$94	S74	1	1
$95	_75	1	1
$97	l77	2	2
$98	v48	3	3
$99	W79	2	2
$9H	p4H	6	6
$a	Qo	10	5
$A	e5	5	2
$a$	Qo$	3	3
$a1	jr1	2	2
$a4	Wr4	3	2
$A4	S_4	2	2
$A5	__5	1	1
$A6	L56	4	3
$a8	Zo8	2	2
$AH	B5H	6	5
$b	nC	11	8
$B	dp	7	7
$b_	LS_	2	2
$B_	Ju_	2	2
$b1	wR1	2	2
$b5	DR5	1	1
$b6	fC6	3	3
$b7	sS7	1	1
$b9	LR9	3	2
$B9	Lm9	1	1
$bH	QCH	5	4
$BH	UpH	4	4
$bK	nRK	3	2
$c	rd	6	6
$C	nR	8	3
$c_	YQ_	2	2
$C_	LI_	2	2
$c1	wQ1	2	2
$C1	wS1	3	2
$c4	WQ4	1	1
$C5	DS5	2	2
$C7	sI7	2	2
$C8	ER8	3	3
$c9	LQ9	3	3
$C9	LS9	3	2
$cH	FdH	6	6
$CH	cRH	4	4
$cK	nQK	3	3
$CK	nSK	1	1
$d	iQ	11	6
$D	qD	19	19
$d_	Yg_	3	2
$D$	EM$	4	4
$d4	Wg4	2	2
$D5	_O5	1	1
$D6	DG6	3	3
$d7	ug7	3	2
$D8	xM8	1	1
$D9	WO9	2	2
$dH	mQH	2	2
$DH	bMH	4	4
$dK	ngK	2	2
$DK	iOK	1	1
$e	lt	7	1
$E	ry	6	6
$e$	gt$	2	1
$E$	Uy$	3	1
$E1	wN1	2	2
$e6	qt6	2	2
$E6	Yy6	2	1
$E8	hy8	3	3
$e9	Js9	2	2
$eH	CtH	5	2
$EH	dyH	8	6
$F_	Jm_	2	2
$F$	UB$	4	4
$f4	Sz4	3	3
$F4	Wp4	2	1
$f5	_z5	2	2
$f6	Jf6	3	3
$f8	mf8	2	2
$F8	ZB8	4	4
$f9	Wz9	2	2
$F9	Lp9	2	2
$fH	pfH	8	3
$g	nU	6	6
$G	t2	15	14
$G_	ZP_	2	2
$g$	UU$	4	2
$G1	DW1	2	2
$g4	WF4	2	2
$G6	_26	4	2
$g7	uF7	2	2
$G7	tP7	2	2
$g9	LF9	3	2
$gH	xUH	4	4
$gK	nFK	2	2
$h	oS	7	7
$H$	ReH	6	5
$h1	wy1	2	2
$h5	Dy5	2	2
$H5	_t_	1	1
$h6	YE6	3	2
$H6	We8	2	2
$h8	EE8	3	3
$hH	cEH	3	3
$HH	Qe	10	3
$hK	nyK	2	2
$Hq	qe6	2	2
$i	dn	7	6
$i_	Yl_	2	2
$I_	Wy_	2	1
$I$	Uh$	2	2
$i1	wl1	1	1
$I1	wE1	2	2
$I5	wE5	2	2
$i6	qn6	1	1
$I7	sy7	3	2
$i8	Zn8	3	3
$I9	LE9	2	2
$iH	FnH	8	4
$IH	chH	7	7
$iK	nlK	2	2
$j	qj	13	2
$j$	Rw$	3	3
$J$	SX$	1	1
$j1	jD1	3	3
$J1	jj1	2	1
$j4	ID4	2	2
$j5	AD5	2	2
$J5	qj5	2	2
$j6	_w6	3	3
$jH	uwH	7	4
$jK	iDK	3	2
$JK	ijK	1	1
$k	cV	18	2
$K	eq	40	40
$k_	GT_	2	2
$K_	j6_	1	1
$k$	FV$	1	1
$K$	hq$	3	3
$k1	Dv1	3	3
$K4	S64	3	3
$k5	eT5	2	2
$K5	_65	1	1
$k6	fV6	2	2
$K6	Pq6	4	4
$k7	aT7	2	2
$K7	l67	2	2
$K8	kq8	2	2
$KH	FqH	8	3
$kK	ivK	1	1
$KK	l6K	2	2
$Kq	qqq	3	2
$l_	fd_	2	2
$l$	gc$	2	2
$L$	SJ$	3	3
$l1	wd1	1	1
$L6	_J6	3	3
$l7	ud7	3	2
$L7	HX7	3	3
$l8	Zc8	2	2
$L8	hJ8	3	2
$lH	FcH	1	1
$LH	mJH	3	2
$lK	ndK	1	1
$M	aO	26	13
$m$	Uu$	3	3
$M$	EO$	5	4
$M1	X31	2	2
$M4	S34	1	1
$M5	_35	3	3
$m6	fu6	2	2
$m7	ob7	3	3
$M8	mO8	5	4
$M9	W39	2	1
$mA	HxA	2	2
$mH	FuH	7	1
$MH	bOH	7	7
$MK	l3K	3	2
$n_	zc_	2	2
$N_	Gv_	2	2
$n$	gl$	2	1
$N$	Fk$	5	2
$n1	wc1	2	2
$N1	DV1	1	1
$N5	KV5	2	2
$N7	sv7	2	2
$N8	hk8	4	2
$n9	Lc9	3	2
$nH	BlH	6	6
$nK	ncK	2	2
$NK	iVK	3	3
$O	e3	24	4
$o_	zi_	2	2
$O$	E3$	5	5
$o1	ji1	2	2
$O4	SY4	2	2
$o6	qr6	2	2
$o7	Ii7	1	1
$o8	Zr8	3	3
$O8	m38	3	3
$O9	WY9	2	1
$OH	x3H	7	6
$oK	niK	1	1
$OK	lYK	2	2
$p	cm	6	6
$P$	IL$	1	1
$P5	$J5	2	2
$p6	fm6	2	1
$p7	rx7	3	3
$P7	eX7	1	1
$p8	ym8	3	3
$P8	NL8	2	2
$p9	Lu9	3	2
$q	e6	92	30
$Q	rg	3	3
$q_	j8_	1	1
$Q_	YU_	2	2
$q$	h6$	4	4
$Q$	dg$	3	3
$q4	S84	2	2
$q5	_85	1	1
$q6	P66	3	3
$q7	n87	1	1
$Q7	uU7	3	2
$Q8	Zg8	3	3
$Q9	LU9	3	2
$qH	g6H	5	4
$QH	xgH	1	1
$qK	l8K	2	2
$QK	nUK	3	3
$qq	q6q	2	2
$Qq	lUq	1	1
$R	nS	13	4
$r_	zn_	1	1
$R_	Lh_	1	1
$r1	jn1	1	1
$R1	wI1	2	2
$r4	Wn4	1	1
$r7	hn7	1	1
$R7	sh7	1	1
$r8	Zi8	3	3
$RH	cSH	3	3
$rK	nnK	2	2
$s_	zo_	2	2
$S_	LE_	1	1
$s$	Qa$	3	3
$S$	UI$	3	3
$s1	jo1	1	1
$S1	wh1	2	2
$s4	Wo4	2	2
$s7	So7	1	1
$S7	sE7	3	3
$s8	Pa8	4	3
$S9	Lh9	3	2
$t	ds	5	5
$T	r0	17	4
$T_	GG_	2	2
$t$	Qs$	4	4
$T$	F0$	2	2
$T5	HZ5	2	2
$T6	X06	2	2
$t7	Sa7	1	1
$T7	oG7	3	2
$t8	Ws8	4	3
$t9	Ja9	2	2
$TH	u0H	5	5
$u	nx	5	5
$U	cF	9	7
$u_	LC_	1	1
$U_	Jp_	2	2
$u$	Ux$	3	3
$u1	wb1	2	2
$u5	_b5	2	2
$u7	uR_	1	1
$U7	uB7	3	2
$u9	Lb9	3	2
$uH	FxH	7	2
$UH	BFH	4	4
$uK	nbK	3	1
$v	cT	9	9
$V	cv	4	2
$v_	GZ_	2	2
$V_	G0_	2	2
$V$	Fv$	6	2
$V5	HT5	2	2
$vH	pTH	5	5
$vK	i0K	2	2
$VK	iTK	2	2
$W_	ZJ_	2	2
$w$	hD$	6	3
$W$	CP$	2	1
$w5	_M5	2	2
$W6	AP6	2	2
$W7	tJ7	1	1
$wH	xDH	4	4
$WH	BPH	7	3
$wK	iMK	3	2
$x_	LR_	2	2
$X_	jw_	1	1
$x1	wC1	2	2
$X1	jw1	2	2
$x5	KC5	2	2
$X6	_j6	2	2
$x7	aR7	2	2
$X7	Hw7	2	2
$x8	Eb8	3	3
$x9	LC9	3	2
$y	iN	7	7
$y$	UN$	4	3
$y1	Dk1	2	2
$Y4	SA4	2	2
$y5	Kk5	2	2
$Y5	_A5	1	1
$y6	fN6	3	2
$Y8	mz8	2	2
$yH	dNH	5	3
$YH	pzH	5	4
$yK	ikK	2	2
$YY	e5f	2	2
$Z	sG	9	2
$Z_	ZW_	2	2
$Z$	FG$	1	1
$Z4	T24	2	2
$Z5	$25	3	3
$z6	LA6	2	2
$Z6	KG6	1	1
$Z7	tW7	2	2
$z8	pA8	5	2
$zH	pAH	8	5
a_$	v_$	7	2
A_$	C1$	7	2
a_5	e95	2	2
A_5	Y95	2	2
a_6	D_6	3	3
A_6	T16	3	3
a_8	W_8	3	3
A_8	y18	2	2
A_H	g1H	6	2
a$	s$	115	102
a$$	N$$	4	3
A$$	xH$	5	5
a$4	NH4	3	3
A$4	xe7	3	2
A$5	Ye_	2	2
a$6	w$6	4	4
a$7	gH7	2	2
a$8	m$8	4	4
A$H	lHH	5	2
a$K	UHK	1	1
a$q	sHq	1	1
A$q	zHq	2	2
a0	d0	4	4
a0_	XG_	2	2
A0_	V2_	2	2
a05	oG5	2	2
A05	AG5	2	2
a06	O06	4	3
A06	WZ6	3	3
A08	CZ8	2	1
a0H	S0H	4	4
A0H	gZH	3	1
a1	r1	44	17
A1$	b9$	4	4
A14	x44	1	1
a15	e45	3	3
a16	w16	4	4
A16	T96	3	2
a18	P18	1	1
A18	y98	3	3
A1H	U9H	10	2
a2	r2	21	2
A2	K2	14	13
a2_	JP_	2	2
A2_	kL_	2	2
a2$	C2$	1	1
A2$	dW$	3	3
a21	zW1	2	2
a25	aP5	1	1
A25	AP5	2	2
a26	eW6	4	4
A26	OW6	3	3
a27	iP7	1	1
A27	qP7	3	2
a28	V28	4	4
A28	CW8	4	3
a2H	b2H	5	4
A2K	sPK	2	2
A3	q3	30	3
a3$	v3$	4	4
a34	NY4	1	1
a35	ef5	2	2
A35	Yf5	1	1
a36	M36	3	3
A37	of7	2	2
a38	R38	3	3
A38	UY8	3	3
a39	jY9	2	2
a3K	UYK	2	2
a4$	v4$	1	1
a41	M71	3	3
A44	xK4	2	2
a45	eK5	2	2
A46	T76	4	4
A47	oK7	2	2
a48	P48	3	3
a49	j79	2	2
A49	vK9	3	3
a4H	C4H	4	4
A4q	A7q	1	1
a5	r5	19	1
A5	_5	40	2
a5$	v5$	3	3
a54	N_4	1	1
A54	x14	2	2
a55	e15	2	2
a56	D56	1	1
A56	Z_6	4	2
A58	E_8	4	4
a5A	s1A	1	1
a5H	yLH	8	7
A5H	Q_H	7	5
A6	_6	151	9
a6_	Y8_	2	2
A6$	C8$	2	2
A64	x$4	1	1
a65	e$5	3	3
A66	T86	2	2
a67	g87	3	2
a68	l_8	4	3
A69	v$9	2	2
a6H	m6H	10	10
A6H	l8H	10	2
a6q	s8q	3	2
a7	i7	69	3
A7_	Pq_	2	2
A74	xq4	1	1
a75	eq5	2	1
A75	Yq5	2	2
a76	w76	4	3
a78	G78	3	3
A78	EK8	4	4
a79	jK9	3	3
A7H	lKH	6	5
a7K	UKK	2	2
A7K	oqK	3	3
a7q	aKq	1	1
A7q	zKq	1	1
A8$	x$$	3	3
A84	xH4	3	3
a86	w86	4	3
A86	T$6	3	2
a87	g$7	2	2
A87	aH7	2	2
A88	l$8	3	3
a89	j$9	2	2
A8H	c$H	7	7
a8K	U$K	2	2
A8K	oHK	2	1
a8q	s$q	2	2
a9	s9	30	20
A9	z9	30	30
A9$	R4$	3	3
A91	G71	2	2
a94	N44	1	1
a95	e75	1	1
A95	Y75	2	2
a96	w96	1	1
A96	T46	3	3
a98	P98	3	3
A98	y48	3	3
A99	v79	2	2
A9H	g4H	4	4
A9K	o7K	2	2
a9q	a4q	3	1
aA	iA	36	1
Aa	io	8	7
aa_	$o_	2	2
aa$	pa$	3	2
aA$	vA$	4	4
Aa$	no$	4	4
AA$	R5$	7	7
aa1	Yo1	1	1
Aa1	Pr1	2	2
AA1	G_1	3	2
aa4	jo4	2	2
aA4	N54	1	1
AA4	x_4	1	1
aA5	e_5	2	2
AA5	Y_5	1	1
AA6	Z56	4	4
aa8	wa8	4	3
AA8	U58	3	3
Aa9	Gr9	2	2
aaH	EaH	3	3
aAH	CAH	6	4
AaH	moH	4	3
aaK	goK	2	2
aaq	Uoq	3	2
aB	BB	12	12
ab_	DR_	2	2
Ab_	ZS_	2	2
AB_	Gu_	2	2
ab$	ub$	3	3
aB$	uB$	3	2
Ab$	cC$	4	2
Ab1	LR1	2	2
aB4	jp4	2	2
ab5	tR5	2	2
Ab5	JR5	2	2
Ab6	DC6	3	3
ab7	lR7	4	4
aB7	Tp7	3	3
Ab7	$R7	3	2
AB7	tu7	2	2
Ab8	RC8	3	3
AB8	Sp8	3	3
ab9	DC9	3	2
aB9	Dp9	2	2
Ab9	ZR9	3	2
AB9	Zm9	1	1
AbH	nCH	6	3
abK	gCK	2	2
ac	Qc	7	5
aC	QC	11	9
Ac	td	7	6
AC	aR	15	3
ac_	qd_	2	2
aC_	DS_	1	1
Ac_	wQ_	2	2
AC_	ZI_	3	3
ac$	mc$	2	2
ac1	fd1	3	2
Ac1	LQ1	2	2
AC1	LS1	3	2
Ac4	vQ4	2	2
aC5	zR5	2	2
aC7	nS7	2	2
Ac7	FQ7	1	1
AC7	$S7	2	2
ac9	Dd9	3	2
aC9	DR9	3	2
AC9	ZS9	3	2
acH	xcH	7	2
aCH	pCH	8	5
AcH	ddH	7	6
acK	gdK	2	2
AcK	aQK	2	2
ACK	aSK	2	2
ad	dd	4	4
Ad	sQ	5	5
ad_	KQ_	2	2
Ad_	wg_	3	3
aD$	VD$	6	3
Ad$	iQ$	3	3
AD$	RM$	3	3
ad1	fQ1	2	2
aD1	YM1	3	2
Ad4	vg4	2	2
aD5	eO5	1	1
AD5	YO5	3	3
ad7	SQ7	3	2
Ad7	Fg7	2	2
ad9	DQ9	1	1
Ad9	Zg9	2	1
AD9	vO9	2	2
adH	xdH	4	4
ADH	pMH	7	1
adK	gQK	3	2
aDK	QMK	4	2
ADK	sOK	2	2
aDM	s3M	1	1
Adq	ogq	1	1
ae	me	9	1
aE	dE	13	7
ae_	es_	1	1
Ae_	Ys_	2	1
Ae$	lt$	3	3
aE1	fy1	2	2
AE1	LN1	2	2
aE5	zy5	2	2
ae6	st6	1	1
Ae6	zt6	2	2
AE6	wy6	1	1
aE8	vE8	3	2
Ae8	vt8	3	2
AE8	Cy8	3	3
Ae9	Gs9	2	2
aeH	yeH	4	3
aEH	BEH	7	4
AeH	mtH	4	3
AEH	iyH	7	3
aeK	gtK	2	2
aEK	gyK	3	3
AeK	asK	2	2
aF	BF	7	6
Af	YY	30	5
AF	iB	9	8
AF_	Gm_	2	2
af$	vY$	4	3
AF$	cB$	3	3
af4	Nf4	3	3
aF4	jB4	2	2
Af4	xz4	2	2
AF4	vp4	1	1
af5	ez5	2	2
Af5	Yz5	2	2
af7	Uf7	2	1
aF7	SB7	2	2
AF7	Bp7	2	2
af8	RY8	3	3
Af8	Uf8	4	3
AF8	kB8	1	1
AF9	Zp9	2	2
AfA	zzA	2	2
afH	CYH	5	5
AfH	UfH	6	6
AFH	QBH	4	1
ag	Qg	7	4
aG	nG	15	9
Ag	aU	9	5
AG	qG	14	3
ag_	KU_	2	2
aG_	JW_	2	2
Ag_	wF_	2	2
AG_	kP_	2	2
ag$	Bg$	3	3
aG$	xG$	2	2
Ag$	cU$	3	3
AG$	g2$	1	1
aG1	z21	2	2
Ag4	vF4	2	1
aG5	aW5	1	1
AG5	AW5	2	2
aG6	t26	4	3
AG6	Y26	3	2
ag7	SU7	2	2
aG7	iW7	2	2
Ag7	FF7	2	2
AG7	qW7	3	2
aG8	VG8	3	3
AG8	C28	4	4
ag9	DU9	3	2
AgH	BUH	6	3
agq	UUq	1	1
Agq	oFq	2	2
aH	sH	288	288
Ah	tE	11	2
ah_	jy_	2	2
Ah$	cE$	3	3
AH$	ueH	1	1
ah1	fE1	2	2
Ah1	Ly1	2	2
aH4	Ne7	3	2
AH4	xt7	2	2
aH5	et_	2	2
Ah5	Jy5	2	2
AH5	Yt_	2	2
ah6	Kh6	3	3
Ah6	wE6	1	1
AH6	ve8	3	2
ah7	ny7	2	2
aH7	geK	2	2
aH8	mH8	4	4
ah9	DE9	2	1
AHH	ne	10	5
AhK	ayK	2	2
aHq	se6	3	3
AHq	ze6	4	2
aI	gI	11	6
Ai	rn	7	7
AI	ah	13	13
ai_	$n_	2	2
aI_	DE_	2	2
Ai_	wl_	2	1
AI_	vy_	1	1
ai$	pi$	3	3
aI$	uI$	3	3
AI$	ch$	3	1
ai1	Yn1	1	1
aI1	fh1	2	2
Ai1	Ll1	1	1
AI1	LE1	1	1
AI5	LE5	2	2
aI7	nE7	3	3
AI7	$E7	3	2
ai8	Ji8	3	3
aI9	Dh9	3	2
aiK	gnK	2	2
aIK	ghK	1	1
AiK	alK	3	2
AIK	aEK	1	1
aj	sj	17	1
Aj	zj	26	10
AJ	_J	11	11
aj_	Yw_	1	1
aj$	Nj$	4	4
aJ$	NJ$	4	4
Aj$	xw$	3	3
AJ$	xX$	3	3
aj1	Yw1	2	2
Aj1	PD1	2	2
AJ1	Pj1	2	2
aj5	eD5	2	2
aJ5	aj5	2	2
Aj5	OD5	2	2
AJ5	zj5	1	1
aj6	ew6	3	3
aJ6	eX6	3	3
Aj6	Yw6	3	3
AJ6	YX6	1	1
aj7	oD7	1	1
aJ7	oj7	3	2
AJ7	_j7	2	2
aJ8	VJ8	2	2
aJH	RJH	4	4
AJH	UXH	6	4
ajK	QwK	4	3
