target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
Dg_	Xg_	1	1
dG5	nG5	2	2
dG6	QG6	4	3
DG7	MG7	2	2
dgK	QgK	2	2
dGK	QGK	2	2
DGK	MGK	2	2
dh5	nh5	2	2
dH5	nH5	2	2
DH5	XH5	2	2
DH6	MH6	3	3
dh7	Qh7	3	2
dH7	QH7	2	2
DH7	MH7	2	2
DhK	MhK	2	2
dI5	nI5	2	1
DI5	XI5	2	2
dI7	QI7	1	1
DI7	MI7	2	1
diq	Qiq	3	3
dj5	nj5	2	2
dJ5	nJ5	3	3
Dj5	Xj5	2	2
DJ6	MJ6	3	2
dj7	Qj7	2	2
DjK	MjK	3	2
dk5	nk5	2	2
dK5	nK5	2	2
dk6	Qk6	3	3
dK6	QK6	2	2
DK6	MK6	5	2
dk7	Qk7	3	3
Dk7	Mk7	2	2
DK7	MK7	3	2
dkK	QkK	3	3
DKq	MKq	2	2
dl_	nl_	2	2
dL5	nL5	2	2
dl6	Ql6	3	3
dM5	nM5	1	1
DM5	XM5	2	2
dM6	QM6	4	2
dM7	QM7	3	3
DmA	XmA	2	2
dN5	nN5	3	2
DN5	XN5	3	2
dn6	Qn6	2	2
Dn6	Mn6	4	2
DN6	MN6	3	2
dNK	QNK	3	2
DNK	MNK	3	3
dO5	nO5	3	3
Do6	Mo6	2	2
DoK	MoK	3	2
doq	Qoq	1	1
dP5	nP5	2	2
DP5	XP5	2	2
dP6	QP6	1	1
DP6	MP6	3	3
dPK	QPK	2	1
dQ_	nQ_	3	3
DQ_	XQ_	2	2
dq6	Qq6	2	2
dq7	Qq7	1	1
Dq7	Mq7	2	2
dqq	Qqq	2	2
dR6	QR6	2	2
dR7	QR7	2	2
DR7	MR7	3	3
drK	QrK	2	2
DrK	MrK	3	3
DRK	MRK	2	2
ds_	ns_	2	2
Ds_	Xs_	1	1
DS5	XS5	1	1
dS6	QS6	4	4
dS7	QS7	3	3
DS7	MS7	3	2
dsK	QsK	2	2
DsK	MsK	2	2
DSK	MSK	3	2
dsq	Qsq	2	2
Dt_	Xt_	2	2
dT5	nT5	2	2
Dt6	Mt6	2	2
dTK	QTK	3	3
DTK	MTK	1	1
dU_	nU_	2	2
DU_	XU_	2	2
Du5	Xu5	2	2
Du6	Mu6	3	1
Du7	Mu7	2	2
DuK	MuK	3	3
DUq	MUq	2	2
dV5	nV5	1	1
dV7	QV7	3	3
Dv7	Mv7	2	2
DV7	MV7	2	2
dvK	QvK	2	2
DVK	MVK	1	1
dw5	nw5	2	2
Dw5	Xw5	2	2
dW6	QW6	5	4
DW6	MW6	3	3
dWK	QWK	3	3
DWK	MWK	3	2
Dwq	Mwq	2	1
dX5	nX5	2	2
Dx5	Xx5	2	2
DX5	XX5	2	2
dx6	Qx6	5	3
dx7	Qx7	3	3
dxK	QxK	3	2
DxK	MxK	1	1
DXK	MXK	1	1
dy5	ny5	1	1
dY5	nY5	2	2
Dy5	Xy5	2	2
DY5	XY5	1	1
dyK	QyK	2	2
DyK	MyK	3	3
dz5	nz5	2	2
dZ5	nZ5	2	2
DZ5	XZ5	1	1
Dz6	Mz6	3	3
E_7	y_7	2	2
e_q	t_q	2	2
e$q	t$q	1	1
E$q	y$q	2	2
E05	S05	2	2
e07	t07	2	2
E07	y07	3	3
E0K	y0K	2	2
E16	y16	4	3
E17	y17	2	2
e27	t27	2	2
E2K	y2K	2	2
e2M	qGM	1	1
E2z	S2z	1	1
E35	S35	1	1
E37	y37	2	2
e3K	t3K	2	2
e3q	t3q	2	2
e45	q95	2	2
e4K	t4K	2	2
E4K	y4K	2	2
E55	S55	2	2
e56	t56	3	3
e67	t67	2	2
E67	y67	3	2
E6K	y6K	2	2
e6q	t6q	1	1
E6q	y6q	2	2
e7	Q7	44	42
e75	q45	2	2
E75	S75	2	2
e76	t76	4	3
E76	y76	2	2
e7K	t7K	2	2
E86	y86	4	3
e87	t87	2	2
E87	y87	2	2
e95	q15	1	1
e96	t96	1	1
ea_	qs_	2	2
EA5	SA5	2	2
ea6	ta6	2	2
eA6	tA6	3	3
EA7	yA7	2	2
eaK	taK	2	2
EaK	yaK	2	2
eb5	qx5	2	2
Eb5	Sb5	2	2
EbK	ybK	2	2
Ec_	Sc_	2	2
eC5	qb5	1	1
EC5	SC5	3	2
EC7	yC7	2	2
eCK	tCK	3	1
Ed_	Sd_	3	3
eD5	qw5	2	2
ED5	SD5	2	2
Ed6	yd6	4	3
ee_	qH5	2	2
Ee_	Se_	2	2
eeK	teK	2	2
eEK	tEK	3	3
EeK	yeK	2	2
EF_	SF_	2	2
ef5	q35	2	2
Ef5	Sf5	2	2
Ef7	yf7	2	2
EFq	yFq	2	2
eg_	qQ_	3	3
Eg_	Sg_	2	2
EG5	SG5	3	3
eG6	tG6	4	3
EgK	ygK	2	2
EGK	yGK	2	2
eh5	qI5	2	2
eH5	q$5	2	2
EH5	SH5	2	2
eH6	tH6	3	2
eh7	th7	2	2
eH7	tH7	2	2
Eh7	yh7	2	2
EH7	yH7	2	2
EhK	yhK	3	3
EI5	SI5	3	3
eI7	tI7	2	2
EI7	yI7	1	1
ej5	qX5	2	2
Ej5	Sj5	2	2
eJ6	tJ6	3	3
Ej6	yj6	3	2
ej7	tj7	2	2
EjK	yjK	3	2
EJK	yJK	2	2
ek5	qN5	2	1
eK5	q75	2	2
Ek5	Sk5	2	2
EK5	SK5	2	2
ek6	tk6	3	3
eK6	tK6	3	3
EK6	yK6	3	3
ek7	tk7	2	2
Ek7	yk7	2	2
ekK	tkK	3	3
EkK	ykK	3	3
eL5	qP5	2	2
el6	tl6	3	3
El6	yl6	4	4
eM5	qD5	1	1
EM5	SM5	2	2
eM6	tM6	1	1
EM6	yM6	4	4
eM7	tM7	2	2
EM7	yM7	3	3
eMK	tMK	2	2
eN5	qy5	2	2
EN5	SN5	3	2
en6	tn6	1	1
En6	yn6	2	2
eNK	tNK	3	2
ENK	yNK	1	1
eO5	qM5	3	3
EO5	SO5	2	2
EO6	yO6	3	3
eoK	toK	2	2
EoK	yoK	2	2
eoq	toq	3	3
EP5	SP5	1	1
eP6	tP6	4	4
EP6	yP6	3	3
EPq	yPq	1	1
eQ_	qd_	2	2
EQ_	SQ_	2	2
eq6	tq6	4	2
eq7	tq7	2	2
Eq7	yq7	1	1
eqq	tqq	2	2
eR5	qC5	2	2
ER5	SR5	2	2
er6	tr6	2	2
eR6	tR6	3	3
Er6	yr6	2	2
eR7	tR7	2	2
ER7	yR7	2	2
ErK	yrK	2	2
es_	qt_	2	2
Es_	Ss_	2	1
Es5	Ss5	2	2
ES5	SS5	2	2
Es6	ys6	2	2
eS7	tS7	2	2
ES7	yS7	2	2
esK	tsK	2	2
eSK	tSK	2	2
EsK	ysK	2	2
ESK	ySK	4	2
Esq	ysq	2	2
et_	qe_	2	2
ET5	ST5	2	2
et6	tt6	2	2
Et6	yt6	2	2
ET7	yT7	2	2
eTK	tTK	2	2
EtK	ytK	2	2
ETK	yTK	2	2
ETY	STY	2	2
eU_	qg_	2	2
EU_	SU_	2	2
Eu5	Su5	2	2
Eu6	yu6	2	1
Eu7	yu7	3	3
euA	qmA	2	2
EUq	yUq	2	2
EUz	SUz	2	2
Ev5	Sv5	2	2
