target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_f5	R05	1	1
_f7	OZ7	2	2
_F7	Op7	1	1
_fK	B0K	2	2
_FK	pBK	1	1
_FY	kBY	2	2
_g	rF	5	3
_G	_f	8	1
_g1	fF1	4	2
_g5	Rp5	3	2
_G5	RZ5	2	2
_g6	UF6	4	4
_G6	iG6	7	4
_g7	AF7	1	1
_g8	hF8	3	3
_G8	xG8	3	3
_GK	BZK	3	2
_gq	_Fq	2	2
_gY	kpY	3	2
_h	eL	11	11
_H	aj	13	13
_h_	eC_	2	2
_h4	ay4	2	1
_h7	OL7	2	2
_h8	xL8	4	4
_H8	pj8	2	2
_hY	$yY	2	2
_HY	M$Y	2	2
_i1	vn1	4	4
_I1	$b1	2	2
_i6	Un6	5	3
_I6	gb6	7	6
_i8	Sn8	4	1
_I8	Cb8	5	4
_i9	Nl9	1	1
_iK	BlK	3	3
_IK	pCK	1	1
_Iq	_bq	2	2
_iY	VlY	2	1
_IY	kCY	2	2
_J4	aj4	2	2
_j6	Q$6	5	4
_J6	cH6	5	4
_j7	X$7	1	1
_J8	pH8	5	3
_jA	DwA	2	1
_JA	WjA	3	3
_jK	pwK	3	3
_JK	BjK	3	3
_jY	MwY	1	1
_JY	MjY	3	2
_Jz	fjz	2	2
_k1	VV1	3	1
_K1	y41	4	4
_k5	RT5	3	3
_K6	o46	5	3
_K8	F48	3	3
_KA	WqA	2	2
_kK	pTK	3	3
_kY	XTY	2	2
_KY	MqY	2	2
_Kz	Wqz	3	3
_l_	kd_	2	2
_l1	fc1	3	3
_l5	Ld5	1	1
_L5	RE5	3	2
_L6	gy6	5	5
_l8	Sc8	1	1
_L8	xy8	3	3
_lK	xdK	1	1
_LK	pEK	1	1
_lY	VdY	1	1
_LY	jEY	2	2
_Lz	ZEz	2	2
_m	su	6	4
_M	zP	14	14
_m_	Gx_	3	3
_m5	Rx5	3	2
_m6	Bu6	4	4
_M6	lX6	6	5
_m7	Ou7	1	1
_MA	PJA	1	1
_mq	_uq	2	2
_MY	MJY	2	2
_Mz	fJz	3	3
_n	Kn	8	7
_N	tk	10	9
_n_	Vc_	1	1
_n1	vl1	3	3
_n5	Lc5	2	2
_N5	RV5	2	1
_N6	nk6	6	1
_N7	Ok7	1	1
_n8	Sl8	5	5
_N8	ik8	4	2
_nK	BcK	1	1
_Nq	_kq	2	1
_nY	VcY	2	2
_o	nr	6	6
_O	Lw	16	16
_O1	EA1	1	1
_O4	iY4	2	2
_o8	hr8	4	4
_O8	FA8	2	2
_o9	Ni9	2	2
_OA	DYA	2	1
_oK	BiK	2	2
_oz	Ziz	1	1
_p	sB	13	3
_P	oM	9	9
_p1	vB1	4	2
_p4	Qm4	2	2
_P4	tX4	3	2
_p6	UB6	3	3
_P6	cM6	8	3
_P7	HM7	2	2
_PA	PXA	2	2
_PY	MXY	2	2
_q_	N1_	1	1
_Q_	Gg_	2	2
_q1	y71	4	4
_Q1	uR8	2	2
_q4	_74	1	1
_Q4	Qg4	2	2
_Q5	Rg5	2	2
_q6	n76	3	3
_Q6	UU6	4	4
_q7	G77	2	2
_Qq	_Uq	2	2
_QY	fgY	2	2
_qz	D1z	1	1
_r	ni	8	8
_R	KR	13	4
_R_	YL_	2	2
_r1	fi1	2	2
_R4	oL4	2	2
_r6	Ui6	4	4
_R6	Qh6	3	3
_r8	Ci8	3	3
_R8	Lh8	2	2
_RK	pLK	3	3
_rY	VnY	2	2
_RY	$LY	1	1
_s	Qa	4	4
_S_	jh_	2	2
_s4	do4	2	2
_S4	rh4	1	1
_s6	ga6	3	3
_s8	ha8	3	3
_SY	$hY	2	2
_t	ls	7	4
_T1	Tv1	2	2
_t4	da4	2	2
_T4	af4	4	3
_t6	gs6	5	5
_TK	BfK	3	3
_tY	XaY	2	2
_TY	XfY	1	1
_u	ox	3	3
_U	eg	2	2
_u_	fI_	2	1
_u1	Zx1	2	2
_U1	Jg1	2	2
_u4	QI4	1	1
_U5	RF5	2	2
_u6	Fx6	4	4
_u7	Ox7	2	2
_U7	Yg7	2	2
_U8	hg8	3	3
_uK	pIK	2	2
_Uq	_gq	2	2
_uY	kIY	1	1
_v	tf	18	10
_v5	RG5	2	2
_V6	nT6	5	5
_v8	xf8	2	2
_vK	FGK	4	3
_vY	XGY	2	2
_VY	XvY	2	2
_W	rP	14	8
_W4	lM4	2	2
_W5	RM5	2	1
_wA	DAA	1	1
_wK	dAK	3	3
_WK	BMK	2	2
_WY	MMY	2	2
_x	iI	13	1
_x1	WI1	3	2
_x6	gI6	7	2
_x7	OI7	3	2
_X7	HJ7	4	2
_x8	SI8	5	1
_XA	WHA	2	2
_XY	MHY	1	1
_Xz	fHz	2	2
_Y	ez	19	19
_y_	EN_	1	1
_Y4	r_4	2	2
_y5	RN5	2	2
_Y8	pz8	6	3
_YK	d_K	2	2
_yY	jNY	2	2
_yz	ZNz	2	2
_z	Kz	21	9
_Z	YZ	12	6
_z1	y_1	2	2
_Z4	lD4	2	2
_Z5	RD5	2	2
_z6	Q_6	6	1
_z7	Z_7	4	2
_z8	F_8	6	4
_Z8	x08	5	5
_zA	W9A	2	2
_zY	M9Y	2	2
_ZY	MDY	1	1
_zz	f9z	2	2
$_	w_	44	8
$_1	b91	3	3
$_8	n98	4	3
$_A	T3A	1	1
$_K	o3K	3	2
$_Y	f3Y	1	1
$_z	E3z	2	2
$$4	e24	1	1
$$8	cw8	3	3
$$K	c2K	3	2
$$Y	f2Y	2	2
$0	AD	6	6
$04	sP4	2	2
$05	uP5	1	1
$0Y	fPY	2	2
$11	b81	3	3
$18	c88	3	3
$1A	V6A	2	2
$1Y	f6Y	1	1
$1z	L6z	2	2
$2	_w	13	13
$21	C21	3	3
$25	UO5	1	1
$2A	VOA	1	1
$2K	iOK	3	2
$2Y	fOY	2	2
$31	b51	4	3
$34	cK4	1	1
$36	q36	4	4
$37	k57	3	2
$3A	TKA	2	2
$3z	TKz	2	2
$4_	S7_	1	1
$41	bq1	4	4
$44	$q4	2	2
$46	K46	7	5
$4A	T7A	2	2
$4Y	f7Y	2	2
$4z	T7z	2	2
$5	Y5	57	57
$51	bK1	2	2
$54	c44	4	3
$56	K56	8	3
$58	lK8	4	4
$5K	o4K	2	2
$61	be8	1	1
$66	q66	9	4
$6A	ftY	1	1
$6w	QsO	2	2
$71	b11	2	2
$78	c18	6	6
$7Y	v8Y	2	2
$7z	L8z	2	2
$81	b61	2	2
$87	N67	1	1
$8A	VeY	2	2
$8Y	kez	2	1
$9	O9	29	25
$91	b31	1	1
$96	q96	5	5
$97	k37	2	2
$98	l38	3	2
$9Y	f5Y	2	2
$9z	E5z	2	1
$a	dq6	4	4
$A	zA	17	17
$a1	No1	3	2
$A1	CY1	1	1
$a4	or4	2	2
$A4	ez4	2	2
$a6	io6	2	2
$A6	oY6	4	4
$A7	NY7	2	2
$AA	VzA	2	2
$AK	ozK	2	2
$aY	GrY	2	2
$az	krz	2	2
$b	eC	9	8
$B	YB	6	6
$B_	Nu_	2	2
$b1	LC1	4	2
$B1	Nm1	4	3
$b4	eS4	4	4
$b6	nC6	2	2
$b7	XC7	2	2
$B8	xm8	4	4
$Bq	$mq	2	2
$c	Oc	8	8
$c_	RQ_	3	3
$C1	hS1	3	3
$c4	rQ4	3	3
$C4	qS4	1	1
$c8	ud8	5	4
$cK	gQK	1	1
$CK	cRK	2	2
$CY	HRY	2	2
$d	wd	7	4
$D	j0	6	5
$d_	RU_	2	2
$d1	EQ1	3	3
$D4	sW4	2	1
$d5	xU5	2	2
$D5	uW5	2	2
$D6	eD6	4	4
$d7	HQ7	2	2
$d8	uQ8	3	3
$dK	cUK	1	1
$dY	EUY	2	2
$DY	fWY	1	1
$e	tt	5	5
$E	wE	14	14
$E_	Sk_	1	1
$e6	Bt6	6	2
$EK	ckK	3	3
$EY	WkY	1	1
$Ez	Nkz	1	1
$f	JG	16	16
$f4	zZ4	1	1
$F4	rB4	2	2
$f5	u05	2	1
$f6	eZ6	6	6
$F6	ip6	6	5
$f7	XZ7	1	1
$F7	Xp7	3	2
$F8	xp8	4	4
$fK	d0K	2	1
$FK	cBK	1	1
$FY	RBY	1	1
$g	qg	10	9
$G	$f	9	9
$g1	EF1	5	4
$g5	up5	2	1
$G5	uZ5	1	1
$g6	iF6	4	4
$G6	eG6	4	4
$g7	HF7	1	1
$G7	XG7	3	1
$g8	xF8	3	3
$G8	gG8	3	2
$GK	dZK	2	2
$gq	$Fq	2	2
$gY	RpY	2	2
$GY	GZY	2	2
$h	Ah	15	2
$H	_H	12	10
$h_	wb_	2	2
$h4	_L4	2	1
$h6	oL6	7	4
$H6	aj6	7	2
$H7	Zj7	3	3
$hY	PyY	2	2
$HY	f$Y	1	1
$I	qI	5	5
$i1	yn1	3	3
$I1	Pb1	3	2
$i5	Il5	3	2
$i6	in6	5	3
$I6	nb6	4	4
$i9	Sl9	2	2
$iK	dlK	2	2
$IK	cCK	3	3
$Iq	$bq	2	2
$iY	hlY	2	1
$IY	RCY	2	1
$j	Yj	18	12
$j4	_$4	2	2
$J6	aH6	6	6
$j7	G$7	1	1
$J7	DH7	4	4
$J8	cH8	3	3
$JK	djK	3	2
$jY	fwY	2	2
$JY	fjY	2	2
$Jz	Ejz	1	1
$k1	hV1	4	4
$K4	$w4	1	1
$k5	uT5	3	3
$K5	Bq5	1	1
$k7	XV7	3	2
$k8	gV8	4	4
$kK	cTK	2	2
$kq	$Vq	1	1
$Kq	H4q	1	1
$kY	GTY	1	1
$KY	fqY	2	2
$Kz	Tqz	3	2
$l	wl	10	10
$L	wL	9	7
$l_	Rd_	2	2
$l4	od4	2	2
$l5	Id5	1	1
$L5	uE5	3	2
$L6	oy6	4	4
$l8	mc8	5	4
$LK	cEK	3	3
$lY	hdY	2	1
$LY	WEY	2	1
$m	Ym	9	5
$M	zM	16	6
$m_	Nx_	1	1
$m1	Nu1	3	3
$m5	ux5	2	2
$M6	sX6	5	5
$m7	Xu7	1	1
$MA	vJA	1	1
$mq	$uq	2	2
$Mq	$Xq	3	3
$MY	fJY	1	1
$Mz	EJz	2	2
$n	wn	10	9
$N	zN	13	1
$n_	hc_	1	1
$n1	yl1	2	2
$N1	hk1	2	2
$n5	Ic5	2	2
$N5	uV5	1	1
$n6	il6	1	1
$N6	ok6	2	2
$n8	ml8	3	3
$N8	uk8	2	2
$nK	dcK	2	2
$NK	cVK	3	2
$Nq	$kq	1	1
$nY	hcY	1	1
$NY	WVY	2	2
$O	_O	23	7
$O8	lA8	2	2
$o9	Si9	2	2
$oz	kiz	2	2
$p	zp	6	5
$p1	yB1	2	2
$p4	rm4	2	2
$P4	YM4	4	3
$p6	iB6	4	4
$P6	aM6	6	5
$p7	XB7	2	2
$p8	xB8	4	4
$PA	fXA	2	2
$PK	dXK	2	1
$PY	fXY	2	2
$q	Hq	50	2
$Q	OQ	5	4
$q_	S1_	1	1
$Q_	Ng_	2	2
$q1	b71	3	3
$Q1	DU1	2	2
$q4	$74	2	2
$q5	B15	3	2
$Q5	ug5	3	2
$q7	N77	3	3
$qA	T1A	2	2
$qO	Z1O	2	2
$Qq	$Uq	2	2
$qY	f1Y	2	2
$QY	EgY	2	2
$qz	V1z	2	2
$r	ti	5	4
$R_	WL_	3	3
$r1	Ei1	5	5
$R4	Kh4	3	3
$r6	ii6	3	3
$R6	rh6	7	4
$r7	Hi7	2	2
$R7	Xh7	2	2
$R8	Ih8	4	4
$r9	Sn9	2	2
$RK	cLK	3	2
$rY	hnY	1	1
$RY	PLY	2	2
$s	ra	9	5
$S	OS	2	2
$S4	qR4	1	1
$S7	XR7	1	1
$SK	chK	3	2
$sY	GoY	3	2
$SY	PhY	1	1
$t	ss	4	4
$T	YT	10	10
$t1	Ns1	3	3
$T1	hv1	4	4
$t7	Hs7	2	2
$t8	xs8	3	3
$T8	gv8	1	1
$TK	dfK	2	2
$tY	GaY	2	2
$TY	GfY	2	2
$U	AU	6	6
$u_	NI_	2	2
$U1	Zg1	4	2
$u4	rI4	1	1
$U4	rF4	2	2
$U5	uF5	2	2
$u6	dx6	4	4
$u7	Xx7	1	1
$u8	ux8	1	1
$U8	ug8	2	2
$uK	cIK	3	3
$UY	EFY	1	1
$v	Yv	8	8
$V	wV	7	5
$V6	tT6	3	3
$v8	gf8	5	2
$V8	gT8	3	3
$vK	lGK	2	2
$VK	dvK	1	1
$vq	$fq	2	1
$vY	GGY	2	2
$VY	GvY	1	1
$W	qW	19	1
$W4	sM4	2	1
$W5	uM5	2	1
$W6	rP6	3	3
$w7	TO7	4	4
$wA	VAA	1	1
$wK	oAK	3	2
$WK	dMK	2	2
$WY	fMY	2	2
$x	eI	12	1
$x_	Eb_	2	2
$x1	TI1	3	3
$x6	nI6	4	4
$X6	aJ6	1	1
$x7	XI7	1	1
$x8	uI8	2	2
$X8	QJ8	5	5
$XA	THA	2	2
$xq	$Iq	1	1
$XY	fHY	2	2
$Xz	EHz	2	2
$y_	CN_	3	3
$y1	hE1	2	2
$Y1	bz1	4	2
$Y4	qz4	1	1
$y5	uN5	1	1
$y6	aE6	3	3
$Y6	rz6	2	2
$Y7	kz7	3	2
$YA	T_A	1	1
$yK	cNK	2	1
$yY	WNY	3	3
$yz	kNz	2	2
$Z	HZ	16	1
$z1	b_1	3	3
$z4	q_4	1	1
$Z4	tD4	2	2
$Z5	uD5	1	1
$z6	r_6	7	2
$z7	k_7	3	3
$Z8	g08	5	3
$zA	T9A	2	2
$zY	f9Y	1	1
$ZY	GDY	1	1
a_	r_	41	3
A_	Y_	20	17
a_1	v_1	4	3
A_1	R91	3	3
a_4	Q94	2	2
A_5	x35	3	3
A_6	r96	5	5
a_7	J_7	3	3
A_8	d98	4	4
a_A	j9A	2	2
A_A	G3A	2	2
A_K	n3K	2	2
a_Y	w9Y	2	2
A_Y	D3Y	2	2
A_z	V3z	2	2
A$	aw	13	1
A$4	a24	3	2
a$6	m$6	5	5
A$7	Zw7	4	2
a$A	HwA	2	2
A$A	f2A	2	2
a$K	bwK	2	2
a$Y	wwY	2	1
A$Y	D2Y	3	3
a04	FW4	1	1
A05	bP5	2	2
a0Y	wWY	2	2
A0Y	DPY	2	2
a1	i1	59	59
a11	v11	3	2
A11	R81	2	2
a15	y85	2	2
A15	u65	1	1
a17	P17	4	4
a18	b18	3	3
A18	U88	3	3
A1A	f6A	3	3
A1K	n6K	2	2
a1Y	w8Y	2	2
A1Y	D6Y	1	1
a1z	W8z	2	2
A1z	N6z	2	2
A2	e2	12	12
A2_	LO_	2	2
a24	U24	2	2
A26	l26	4	4
a27	$w7	2	2
a28	bw8	3	3
A28	U28	3	3
a2Y	w2Y	1	1
A2Y	DOY	2	2
a3	d3	38	20
A31	R51	4	3
A34	UK4	3	2
a36	Q36	8	5
A36	s56	5	3
a37	uTK	2	2
A37	v57	2	2
A38	d58	6	3
A3A	GKA	2	2
a3Y	w5Y	1	1
a3z	M5z	2	2
A3z	GKz	2	2
a4	r4	70	1
A4_	L7_	2	2
a41	v41	4	4
a44	V94	3	2
A44	Aq4	2	2
a46	d46	5	1
A46	tq6	3	3
a47	J47	2	2
a4A	jqA	2	2
A4A	G7A	2	2
a4Y	wqY	2	2
A4Y	D7Y	2	2
a4z	jqz	2	2
A4z	G7z	2	2
a5	p5	29	26
A5	K5	50	15
a51	v51	3	3
A51	RK1	2	2
a54	bK4	2	2
A54	U44	4	3
a55	EK5	1	1
A55	x45	1	1
a56	Q56	3	3
A56	tK6	9	3
a57	J57	3	3
a58	I58	3	3
A58	QK8	3	3
a5A	jKA	2	2
A5A	G4A	2	2
a5q	tKq	1	1
a5z	jKz	1	1
a61	v61	3	3
A61	Re8	2	2
A68	Ue6	4	4
a6Y	Jez	1	1
a7_	G1_	3	2
A71	R11	2	2
a74	a14	2	2
A78	U18	2	2
A7A	f8A	2	2
a7Y	$1Y	1	1
A7Y	Z8Y	2	2
a7z	H1z	1	1
A7z	N8z	2	2
a8	o8	12	3
A8	Y8	248	112
a81	v81	2	2
A84	A64	2	2
a86	U86	7	3
a87	X87	1	1
a88	b88	2	2
A88	U68	5	5
A8A	feY	2	2
a8Y	j6Y	2	2
A8Y	vez	2	2
a8z	W6z	2	2
a9	i9	44	23
a96	F96	5	5
a97	J97	4	2
A97	v37	5	5
a9A	j3A	2	2
a9K	B3K	2	2
a9q	t3q	1	1
a9Y	w3Y	2	2
A9Y	D5Y	1	1
a9z	M3z	2	2
A9z	V5z	2	2
aa	ma	7	7
aA	nA	30	30
AA	qA	35	24
aa1	Xa1	3	3
aA1	fA1	3	3
AA1	hY1	2	2
aA4	UY4	2	2
Aa4	nr4	3	2
aa6	xa6	4	3
Aa6	co6	3	3
AA6	nY6	9	2
aA7	h98	2	2
AA7	TY7	1	1
aA8	IA8	4	2
Aa8	Co8	3	3
aAA	HYA	1	1
AAA	fzA	2	2
aAK	BYK	1	1
AaK	grK	1	1
AAq	wYq	1	1
AaY	WrY	1	1
Aaz	vrz	2	2
aB	cB	7	6
ab1	Lm1	1	1
Ab1	NC1	4	4
AB1	Tm1	3	3
Ab4	aS4	2	2
AB4	lu4	2	2
ab6	xb6	3	3
aB7	qB7	3	3
ab8	Eb8	2	2
AbK	USK	2	2
ABK	UuK	1	1
abq	aCq	1	1
aBq	amq	1	1
ac	oc	7	7
aC	QC	11	11
Ac_	yQ_	2	2
aC1	DC1	1	1
Ac4	lQ4	2	1
AC4	sR4	2	2
ac5	Td5	2	1
Ac5	SQ5	2	1
aC6	mC6	1	1
Ac6	cd6	4	4
AC6	lS6	5	2
ac8	Nc8	5	5
Ac8	bd8	4	1
AC8	xS8	3	3
acK	hdK	1	1
aCK	bSK	2	2
AcK	BQK	1	1
ACK	URK	3	3
acq	adq	2	2
acY	DdY	1	1
aCY	GSY	2	2
AcY	EQY	2	2
ACY	wRY	2	2
ad	rd	11	4
aD	t0	9	1
AD	A0	10	8
ad_	ZQ_	1	1
Ad_	yU_	2	2
Ad1	VQ1	3	2
ad4	mQ4	2	2
aD4	FD4	3	3
AD4	rW4	3	2
ad5	TQ5	2	1
Ad5	CU5	2	2
aD6	U06	3	3
AD6	aD6	3	3
ad8	kd8	3	3
aD8	h08	3	3
Ad8	bQ8	3	3
adK	hQK	1	1
AdK	UUK	1	1
ADK	gWK	2	2
adY	DQY	2	2
aDY	wDY	2	2
AdY	VUY	2	2
ae	de	10	9
Ae	ot	11	3
aE_	GN_	2	2
AE_	Lk_	1	1
Ae1	Tt1	3	3
AE1	EN1	2	2
aE5	kN5	2	2
ae6	Ne6	4	4
aE6	pE6	6	6
Ae6	xt6	4	4
AE6	iN6	6	6
ae8	ve8	3	3
Ae8	It8	3	3
aeK	htK	1	1
AEK	UkK	3	2
AEq	ANq	2	2
aeY	OtY	2	2
aEY	zNY	2	2
AEz	Tkz	2	2
af	aG	12	5
Af	$G	13	12
AF	sp	4	4
aF1	MF1	4	3
AF1	kp1	3	3
af4	cZ4	4	3
aF5	kp5	1	1
Af5	b05	2	2
af6	UG6	7	2
aF6	uF6	4	3
AF6	cp6	4	3
af7	qG7	1	1
AF7	jp7	3	2
af8	hG8	3	3
aF8	VF8	1	1
AF8	Cp8	4	4
afK	CZK	2	2
AfK	g0K	2	2
AFK	UBK	2	2
aFY	ZpY	2	2
AFY	yBY	2	2
ag	ig	6	6
aG	lf	9	9
Ag	sF	7	2
AG	Af	8	1
ag1	Ag1	3	3
Ag1	VF1	4	2
Ag4	lp4	2	2
AG4	eZ4	2	2
Ag5	bp5	2	2
AG5	bZ5	2	2
Ag6	cF6	4	4
AG6	aG6	6	3
ag8	Vg8	3	3
aG8	hf8	5	5
Ag8	CF8	1	1
aGK	CGK	2	2
AGK	gZK	1	1
agY	ZFY	1	1
aGY	OGY	2	2
AgY	ypY	3	2
AGY	WZY	3	3
aH	FH	23	5
Ah	_h	14	4
ah_	ty_	2	2
Ah_	_b_	2	2
Ah1	EL1	3	3
ah4	dL4	1	1
aH4	cj4	4	4
Ah4	ey4	3	3
AH4	e$4	2	2
ah6	mh6	3	3
aH6	pH6	6	6
AH6	ij6	4	4
ah8	dR8	5	1
aH8	bH8	4	1
AH8	Uj8	2	2
AHK	g$K	2	2
aHq	ajq	1	1
ahY	_LY	1	1
aHY	wjY	2	2
AhY	JyY	2	2
AHY	D$Y	2	2
aHz	Mjz	2	2
ai	gi	10	2
aI	QI	11	11
aI_	Mb_	1	1
aI1	jI1	4	1
Ai1	kn1	1	1
AI1	Jb1	4	2
aI4	mb4	3	3
Ai5	Sl5	3	2
aI6	xI6	3	2
AI6	db6	5	4
aI7	qI7	1	1
AI7	jb7	2	2
Ai8	In8	5	3
ai9	Gn9	2	2
Ai9	Ll9	3	3
aIq	abq	1	1
AIq	Abq	2	2
aiY	DnY	2	2
AiY	ElY	1	1
aJ	UJ	12	12
Aj	qj	11	11
AJ	KM	9	9
aj4	c$4	3	2
AJ4	ej4	1	1
aj6	pj6	5	5
aJ6	pJ6	7	7
Aj6	l$6	4	2
AJ6	iH6	5	5
AJ7	MH7	4	4
aJ8	SJ8	3	3
AJ8	UH8	3	3
ajA	H$A	2	2
aJA	jHA	2	2
AjA	fwA	2	1
AJK	gjK	2	2
ajY	w$Y	2	2
aJY	wHY	2	2
AjY	DwY	2	2
AJY	DjY	2	1
aJz	MHz	1	1
AJz	Vjz	1	1
ak	nk	11	8
Ak	_k	15	2
aK1	vK1	1	1
Ak1	EV1	1	1
aK4	b44	3	2
AK4	u94	1	1
ak5	kV5	1	1
Ak5	bT5	3	3
ak6	gk6	3	3
aK6	dK6	6	5
AK6	t46	6	1
ak7	qk7	1	1
Ak7	jV7	3	2
ak8	hk8	4	1
Ak8	BV8	4	4
AK8	Q48	4	4
aKA	j4A	1	1
AKA	GqA	1	1
akK	bVK	1	1
AkK	UTK	3	2
akq	aVq	2	2
akY	zVY	1	1
aKY	w4Y	1	1
AKY	DqY	2	2
AKz	Gqz	2	2
aL	nL	13	2
Al	Yl	10	10
AL	YL	9	9
al_	Zc_	3	3
aL_	$L_	2	2
Al_	yd_	2	2
al1	Pl1	3	3
AL1	Ey1	4	3
Al5	Sd5	3	2
AL5	bE5	3	2
Al6	cc6	4	4
AL6	ny6	6	4
al8	Nl8	1	1
Al8	Ic8	3	3
alK	CcK	1	1
ALq	Ayq	1	1
AlY	EdY	1	1
ALz	vEz	2	2
Am	Km	10	5
AM	tX	6	5
am_	Xu_	3	2
Am_	Tx_	1	1
am1	Xm1	4	4
Am1	Tu1	1	1
aM4	nX4	3	3
Am4	lx4	2	2
Am5	bx5	3	2
aM6	pM6	6	3
Am6	gu6	5	5
AM6	rX6	4	4
am7	qm7	2	2
AM7	MX7	1	1
aMA	$XA	2	2
aMK	CXK	2	2
Amq	Auq	2	2
AMq	AXq	1	1
AMY	DJY	1	1
AMz	VJz	1	1
aN	oN	15	4
An	Yn	6	6
AN	LS	8	8
aN_	Gk_	2	2
aN1	DN1	3	3
An1	kl1	3	2
AN1	Ek1	2	2
an5	Tl5	3	2
aN5	kk5	2	2
An5	Sc5	1	1
AN5	bV5	1	1
an6	un6	4	4
aN6	pN6	4	4
aN7	qN7	3	3
AN7	jk7	1	1
aN8	EN8	5	2
An8	Il8	1	1
AN8	nN8	4	4
an9	Gl9	2	2
aNK	bkK	3	2
ANK	UVK	1	1
aNq	akq	3	2
ANq	Akq	3	2
anY	DlY	1	1
AnY	EcY	2	2
ANY	XVY	2	2
aNz	Xkz	1	1
ao	Fo	11	4
aO	dO	21	18
Ao	or	7	7
AO	jY	22	16
ao1	Mo1	3	3
AO1	hA1	3	2
ao6	uo6	6	3
AO6	nA6	7	7
aO7	jO7	3	3
aO8	IO8	3	3
ao9	Gr9	2	2
Ao9	Li9	2	2
aOA	HAA	2	2
AOA	fYA	2	2
aOK	BAK	3	2
aoY	OrY	1	1
AoY	EiY	2	2
aoz	Jrz	2	2
Aoz	viz	1	1
ap	Qp	7	7
aP	UP	11	8
Ap	qp	4	2
AP	tM	10	9
AP4	KM4	3	3
aP5	kM5	2	2
ap6	up6	4	1
aP6	pP6	8	3
Ap6	cB6	3	3
AP6	iM6	6	6
ap7	qp7	2	1
Ap7	jB7	2	2
Ap8	CB8	5	5
APA	DXA	1	1
aPK	CMK	2	2
APK	gXK	3	2
aPY	wMY	2	2
aQ	rq6	6	5
Aq	Oq	101	5
aq_	G7_	3	3
aQ_	XU_	2	2
Aq_	L1_	1	1
AQ_	Tg_	2	2
aq1	vq1	4	4
aQ1	MQ1	3	3
Aq1	R71	4	4
AQ1	MU1	3	3
aQ4	mU4	2	2
Aq4	A74	2	2
aQ5	VU5	2	2
AQ5	bg5	1	1
aq6	gq6	8	8
AQ6	cU6	4	3
aq8	Iq8	3	3
aQ8	kQ8	4	1
AQ8	bU8	4	4
aqA	j7A	1	1
AqA	G1A	2	2
AQK	UgK	2	2
aqY	w7Y	2	2
AqY	D1Y	1	1
AQY	VgY	2	2
