target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_F5	Lu5	3	2
_f6	AG6	7	2
_f7	fZ7	2	1
_F7	Vm7	2	1
_FK	JmK	2	2
_fY	PWY	1	1
_g	Fp	6	6
_G	dZ	15	7
_g5	LB5	1	1
_g6	Kp6	5	3
_g7	ZF7	2	2
_G8	dD8	4	4
_gY	CmY	2	2
_GY	Txz	1	1
_h	bR	10	7
_H	tj	11	5
_h1	FL1	2	2
_h4	mF4	3	2
_H4	H$4	3	3
_H6	Vj6	2	2
_HK	xMK	3	2
_hY	CEY	3	3
_hz	lxz	1	1
_Hz	qVz	2	2
_I	Ib	12	1
_I1	FC1	4	3
_I4	FQ4	1	1
_i6	qn6	4	3
_I6	pb6	3	3
_I7	TC7	1	1
_i8	pl8	1	1
_I8	eb8	4	4
_i9	kc9	2	2
_Iq	ZCq	2	2
_iY	tdY	1	1
_IY	bSY	2	1
_j	qj	18	12
_J	aH	17	10
_j4	Hw4	2	2
_j5	g25	1	1
_j6	N$6	5	5
_J6	xH6	7	3
_j7	hw7	1	1
_j8	dw8	2	2
_J8	dj8	4	3
_jK	oXK	1	1
_JY	NMY	3	2
_jz	qTz	2	2
_Jz	j9z	2	2
_k	gv	11	8
_k_	vT_	1	1
_k1	BV1	1	1
_k7	TV7	2	1
_K8	n48	3	2
_kK	zc4	2	1
_kq	ZVq	2	2
_kY	gfY	1	1
_Kz	M7z	1	1
_l	Qc	10	10
_L	cy	4	4
_l_	GQ_	1	1
_L_	fN_	2	2
_l1	Bl1	1	1
_l4	Vo4	1	1
_L4	DB4	1	1
_L6	Oy6	2	2
_l8	cS8	6	5
_l9	kQ9	2	2
_lK	$dK	1	1
_lY	cgY	2	1
_M	tX	12	6
_m6	wu6	5	1
_M6	FX6	2	2
_m7	Vx7	2	2
_m8	Cm8	2	2
_mK	JxK	2	2
_MY	G0Y	1	1
_Mz	gvz	2	2
_n	Il	10	8
_N	gk	7	1
_n_	Gd_	2	2
_n1	Rg1	3	2
_N1	Bv1	3	3
_n4	Na4	2	2
_N5	LV5	3	2
_N6	Yk6	6	6
_N7	Tv7	3	3
_N8	dv8	3	3
_n9	kd9	2	2
_nK	GcK	1	1
_NK	$n4	2	2
_Nq	Zvq	3	2
_NY	UTY	2	2
_O1	BY1	3	3
_O7	xY7	4	3
_o8	pi8	1	1
_oY	rlY	1	1
_OY	kCz	2	2
_p	oF	11	11
_P	rM	8	8
_p1	IB1	1	1
_P1	BX1	3	3
_p4	_L4	2	2
_p5	Lm5	2	2
_P5	vJ5	2	1
_p6	qF6	5	1
_P6	zJ6	5	4
_p7	GB7	2	2
_p8	Cp8	1	1
_PK	ml4	3	3
_PO	MHO	2	2
_pY	CuY	1	1
_PY	Ryz	3	3
_q7	gq7	3	3
_Q8	tx8	3	3
_QK	JUK	2	2
_qY	x9Y	2	2
_QY	hFY	1	1
_r	bi	9	9
_R	ch	9	8
_R_	ZE_	2	2
_r1	Kc1	2	2
_r6	qi6	3	3
_R8	dy8	5	2
_RA	PNA	2	2
_RK	DyK	2	2
_rY	tcY	2	2
_S	bS	13	3
_s1	ls1	3	3
_S4	Vp4	3	3
_S8	dR8	6	2
_sK	ZoK	2	2
_SK	DRK	1	1
_SY	CyY	2	2
_Sz	duz	2	2
_T4	zQ4	1	1
_T5	LZ5	1	1
_t6	ta6	3	3
_t8	Ca8	4	4
_T8	dG8	4	3
_TK	fVK	3	2
_Tw	jy2	1	1
_TY	QDY	1	1
_tz	p7Y	2	2
_u	_x	11	4
_U	UU	7	5
_u1	mI1	2	1
_U1	Ip1	1	1
_u4	_k4	2	2
_U4	_S4	2	2
_U5	LF5	2	2
_U6	KU6	4	3
_u7	VI7	2	2
_UY	CBY	1	1
_v	QT	4	1
_V	dV	12	1
_V_	Vf_	2	2
_v4	MI4	2	2
_V4	dx4	1	1
_V5	Lf5	1	1
_V6	YV6	4	4
_VK	kkK	1	1
_vY	dZY	2	2
_VY	dGY	2	2
_w	z2	14	1
_w4	jA4	3	3
_W6	AP6	4	4
_W7	NM7	1	1
_w8	lA8	1	1
_WK	on4	2	2
_WY	FLz	2	2
_wz	_Zz	2	2
_x	UI	10	4
_x_	GC_	2	1
_x1	Bb1	1	1
_X1	BH1	3	3
_x4	rI4	2	2
_x5	LC5	3	2
_x6	$I6	2	1
_x7	Tb7	3	3
_X7	SH7	1	1
_x8	UI8	3	3
_X8	dH8	5	3
_XK	f0K	2	2
_Xw	K$2	1	1
_xY	ChY	2	2
_XY	NPY	2	2
_Xz	Kvz	2	2
_y	QE	10	10
_y_	Vk_	2	2
_y1	BN1	3	2
_Y1	F_1	2	2
_y4	Wm4	2	2
_Y4	H_4	1	1
_y6	YE6	8	2
_Y6	Vz6	4	4
_Y7	u_7	1	1
_y8	dN8	5	4
_Y8	g_8	6	2
_YA	y3A	3	3
_yK	gkK	3	3
_YY	ywY	1	1
_Z	KZ	2	2
_z1	F91	4	2
_z4	j94	1	1
_Z4	JW4	1	1
_z6	T_6	5	3
_zY	NSz	2	2
_ZY	jIz	2	2
$_	j_	19	16
$_4	W34	2	2
$_6	E96	4	4
$_8	d38	4	4
$_A	IKA	2	2
$_K	TOK	1	1
$_q	k3q	1	1
$_Y	pxz	2	2
$_z	mDz	2	2
$$	j$	14	8
$$4	D24	2	2
$$6	Lw6	9	8
$$8	o28	3	3
$$A	QAA	2	2
$$z	$fz	2	2
$0	jW	3	3
$05	RM5	1	1
$0z	tEz	2	2
$1	w1	99	3
$1_	Se9	2	2
$11	c61	2	1
$16	L86	8	3
$1z	Ne_	1	1
$2	Jw	27	1
$24	WO4	2	2
$26	L26	4	4
$28	oO8	5	2
$2A	QYA	1	1
$2K	qJK	2	2
$31	cK1	4	3
$36	BK6	6	6
$37	W37	3	3
$38	y58	2	2
$3Y	CAY	3	3
$3z	zPz	3	3
$41	c71	4	4
$44	Z74	3	2
$4A	l8A	2	2
$54	D44	1	1
$56	VK6	4	3
$57	W57	2	1
$5Y	CYY	1	1
$61	Ut8	2	2
$66	xe	7	3
$68	Ke6	2	2
$6A	laY	1	1
$6q	kt7	2	2
$74	k84	3	2
$75	P85	2	2
$77	o77	1	1
$7A	leY	1	1
$7z	E6z	1	1
$81	ce8	1	1
$84	keq	2	2
$8A	lsY	2	2
$91	c51	2	2
$94	D54	2	2
$97	Ho1	4	4
$98	m58	4	4
$9Y	WOY	2	2
$9z	mWz	2	2
$A	AA	13	13
$A1	cz1	4	1
$A6	LY6	9	2
$a7	kr7	2	2
$A7	flK	1	1
$AA	g9A	2	1
$aK	NrK	1	1
$aY	snY	3	3
$AY	$hz	2	2
$b	UC	6	6
$B	lm	8	7
$b_	kS_	2	2
$B1	pu1	3	3
$b4	Lg4	1	1
$B4	$E4	2	2
$b7	yh7	2	2
$B7	Lu7	2	2
$B9	Sx9	2	2
$bY	pRY	2	2
$c	td	11	4
$c_	vg_	2	2
$C_	kR_	2	2
$c4	$b4	2	2
$c5	Ig5	2	2
$C6	AC6	4	3
$C7	yS7	2	2
$C8	RC8	5	2
$c9	Sg9	2	1
$cK	PQK	1	1
$CK	ESK	1	1
$cY	aUY	2	2
$CY	mLY	2	2
$d	QQ	5	3
$D	OD	9	9
$d1	Gc1	4	2
$d5	IU5	2	2
$dK	DgK	2	1
$DY	jbz	1	1
$Dz	O0z	2	2
$e	gt	2	2
$E1	dk1	3	3
$E4	xT4	3	3
$E5	Iv5	3	2
$E6	$N6	4	4
$E8	ok8	1	1
$eY	noY	2	2
$EY	cVY	2	2
$F1	pm1	1	1
$F5	Iu5	2	2
$f6	JG6	5	4
$F6	AB6	1	1
$f8	oZ8	2	2
$F8	BF8	4	4
$fK	NTK	2	2
$fY	TWY	2	2
$g1	pF1	3	3
$g4	$R4	2	2
$G4	MD4	3	2
$g5	IB5	2	2
$g6	wp6	4	4
$g7	kF7	2	1
$g8	hU8	2	2
$gq	kFq	2	2
$gY	BmY	3	3
$h	FR	14	2
$H	zH	21	1
$H1	d$1	3	3
$h4	QF4	1	1
$H4	D$4	4	2
$H6	lj6	8	7
$H7	x$7	4	2
$hK	kLK	3	3
$HK	UMK	1	1
$hY	BEY	2	2
$hz	sxz	2	2
$Hz	AVz	2	2
$I	Ub	10	10
$i1	Pi1	2	2
$I4	cQ4	2	2
$i6	On6	2	2
$I6	UR6	3	3
$i7	kl7	2	2
$I7	yC7	3	1
$I8	AI8	1	1
$i9	Sc9	1	1
$iK	RlK	1	1
$IK	AY7	1	1
$IY	FSY	2	2
$j	Aj	25	8
$J	_J	11	8
$j5	fEK	2	2
$j6	b$6	6	6
$jK	KMK	2	2
$JY	hMY	2	2
$jz	OTz	2	2
$Jz	W9z	2	2
$k_	RT_	1	1
$k1	dV1	2	2
$K1	cq1	1	1
$k7	yV7	1	1
$K7	WK7	3	3
$k9	ST9	2	2
$KA	l1A	1	1
$kK	jc4	2	2
$kq	kVq	2	1
$kY	ifY	1	1
$Kz	f7z	1	1
$L	rS	5	5
$l_	NQ_	2	2
$L_	kN_	2	2
$l1	gl1	4	2
$L1	dE1	3	3
$l4	Lo4	3	3
$l5	SQ5	2	2
$L6	Py6	2	2
$l8	Bd8	2	2
$l9	SQ9	2	2
$LY	ukY	2	2
$M	zM	6	6
$m5	II5	2	2
$M6	dX6	3	2
$m7	Lx7	2	2
$mK	ZxK	2	2
$n	Ql	11	4
$n_	Nd_	2	2
$n1	cg1	4	3
$N1	dv1	2	2
$n4	Wa4	1	1
$n6	Ol6	2	2
$N6	jk6	4	4
$n7	kc7	2	2
$N7	yv7	3	3
$N8	iv8	3	3
$n9	Sd9	2	2
$nK	NcK	1	1
$Nq	kvq	3	2
$nY	YdY	1	1
$O1	dY1	4	4
$o8	ni8	4	4
$oY	qnY	1	1
$OY	RCz	1	1
$p5	Im5	2	2
$P5	RJ5	2	1
$p6	OF6	5	1
$P6	MM6	1	1
$p7	NB7	3	1
$PK	Ql4	2	2
$PO	fHO	2	2
$pq	kBq	2	2
$pY	BuY	2	2
$PY	cyz	2	2
$q	Oq	50	2
$Q	lg	8	7
$q1	c11	4	4
$Q1	mU1	3	3
$q4	k14	2	2
$Q5	Ip5	2	1
$q6	E76	5	5
$Q6	wg6	6	4
$Q8	Ju8	4	4
$QK	ZUK	2	2
$qY	U9Y	2	2
$QY	mFY	2	2
$r	r86	4	4
$R	gL	9	5
$r1	jQ1	3	3
$R1	dy1	3	3
$r4	Tt4	2	2
$R4	kF4	1	1
$r6	Oi6	4	4
$R6	BL6	5	4
$R8	oy8	6	3
$RA	TNA	2	2
$RY	uNY	1	1
$S4	Lp4	2	2
$s7	ko7	2	2
$S8	oR8	3	3
$sY	oiY	2	2
$SY	ByY	1	1
$Sz	Luz	2	2
$t	os	3	3
$T4	b0K	1	1
$t6	As6	5	2
$t7	ka7	1	1
$T8	oG8	3	3
$TK	EVK	3	2
$TY	iDY	2	2
$tz	l7Y	1	1
$U	nU	12	5
$u1	R94	1	1
$U1	pp1	2	2
$u6	Wx6	6	3
$U6	wU6	5	5
$u7	LI7	2	2
$U8	Sg8	3	3
$UK	ZpK	3	2
$uq	kIq	2	2
$Uq	kpq	2	2
$v	aT	5	5
$V	oV	6	6
$V1	dT1	3	3
$V4	ox4	1	1
$v5	IG5	3	3
$V5	If5	1	1
$V6	HV6	4	2
$V7	yT7	3	3
$VK	SkK	1	1
$vY	oZY	2	2
$VY	oGY	2	2
$w	i$	14	11
$W	sP	19	1
$w4	WA4	3	3
$w6	yO6	2	2
$w8	sA8	3	3
$wK	qr4	2	2
$WK	EWK	2	2
$Wq	kMq	1	1
$WY	cLz	2	2
$wz	$Zz	2	2
$Wz	iNz	2	2
$x	dI	12	5
$X	AX	23	13
$x_	NC_	1	1
$x4	Av4	2	2
$x5	IC5	2	2
$x6	PI6	3	3
$X6	iJ6	1	1
$x7	yb7	3	3
$x8	sI8	2	2
$X8	oH8	1	1
$XA	X$A	2	2
$XK	V0K	2	2
$xY	BhY	1	1
$XY	hPY	2	1
$Xz	wvz	2	2
$Y	nY	21	17
$y_	Ek_	1	1
$Y_	S9_	1	1
$y1	dN1	3	3
$Y1	c_1	1	1
$y4	Vm4	3	2
$Y4	D_4	2	2
$y6	HE6	7	5
$Y6	Rz6	2	2
$y8	oN8	3	3
$Y8	i_8	4	1
$YA	b3A	2	2
$yK	ikK	2	2
$yY	cvY	2	2
$Z	OZ	6	4
$z4	W94	2	2
$Z5	I05	2	2
$z6	y_6	7	1
$Z6	XD6	6	6
$z8	d98	5	4
$Z8	oW8	4	3
$zA	C5A	2	2
$ZY	WIz	2	2
a_	o_	19	1
a_1	b91	4	2
A_1	g31	3	3
A_4	X34	1	1
a_5	o35	4	2
A_5	w35	1	1
A_6	S56	9	4
a_8	C98	6	2
a_A	f5A	2	2
A_A	hKA	2	2
a_K	$2K	2	2
a_Y	GSz	1	1
A_Y	mxz	1	1
A_z	IDz	2	2
a$	r$	16	15
A$	O$	27	4
A$4	X24	3	2
A$6	Nw6	1	1
a$7	Nw7	4	1
a$8	Bw8	5	3
A$8	n28	3	3
A$A	pAA	2	2
a$K	dXK	2	2
A$K	tJK	2	2
a$z	afz	2	2
A$z	Afz	2	2
a04	Y04	2	2
a05	VP5	2	1
A05	EM5	1	1
A06	_06	1	1
a0Y	sCz	2	2
A0Y	gRz	1	1
a0z	oPz	2	2
A0z	oEz	2	2
A1	z1	103	5
a1_	Z6_	2	2
A1_	ye9	1	1
a11	b81	3	1
A11	g61	4	2
a14	J84	2	2
A14	T64	2	2
a16	M16	7	6
a17	u77	1	1
A17	to1	3	3
A18	y88	2	2
a1A	beY	2	2
a1z	X6z	2	2
A1z	Ve_	2	2
A2	jw	25	2
a24	z24	2	2
A24	XO4	3	2
a26	Ww6	7	7
A26	N26	7	4
a2A	hAA	2	2
a2K	lJK	1	1
a2z	aGz	2	2
a3	c9	15	13
A3	$3	26	6
a31	b51	2	2
A31	gK1	4	3
a36	u36	3	3
a37	br1	1	1
A37	X37	3	3
a38	Pe6	1	1
a3A	y4A	2	2
a3Y	iAY	2	2
A3Y	RAY	2	2
a3z	NWz	2	2
A3z	qPz	3	3
A4	K4	25	19
a41	bq1	4	4
a44	Aq4	1	1
a46	WN6	3	3
A46	vq6	5	5
A47	lr1	3	2
a48	Q48	2	2
A48	q48	5	5
a4A	I1A	1	1
A4A	Q8A	3	3
a4K	$_K	2	2
a4z	O7z	1	1
A5	Y5	57	57
a51	bK1	4	3
A54	M44	1	1
A55	w45	1	1
a56	v56	9	9
A56	GK6	5	5
A57	X57	4	4
A5A	U7A	2	2
A5q	T4q	1	1
a5Y	fAY	1	1
A5Y	RYY	1	1
a5z	lMz	2	2
a61	be8	2	2
A66	he	10	2
a67	p87	3	3
a68	u68	4	4
A68	vU1	1	1
a6A	IsY	2	2
A6A	QaY	1	1
a6q	Je7	2	2
a71	b11	3	3
A74	T84	3	2
a77	Rq7	1	1
A7A	QeY	1	1
a7Y	NIz	1	1
a7z	M8z	2	2
A7z	V6z	2	2
a8	i8	106	99
a8_	Ze9	1	1
a81	I61	1	1
A81	ge8	2	2
a86	W86	4	4
A87	r87	3	3
A8A	QsY	2	2
A91	g51	2	2
a96	f96	5	5
A97	wo1	3	3
a9A	VKA	2	2
a9q	J3q	1	1
A9q	T5q	1	1
a9Y	j2Y	2	2
A9Y	XOY	3	3
a9z	NDz	2	2
A9z	IWz	2	2
aa	Ra	5	5
AA	KA	33	12
AA1	gz1	1	1
aa4	$8K	2	2
aa6	io6	1	1
AA7	mz7	1	1
aa8	yo8	5	2
Aa8	pr8	6	3
aAA	S_A	1	1
aaY	piY	2	2
aAY	GCz	2	2
AaY	rnY	2	2
AAY	Ahz	2	2
ab	Lb	4	4
aB	xB	13	3
AB	gm	5	5
ab_	Jh_	2	2
Ab_	TS_	2	2
aB1	Lm1	2	2
Ab1	dh1	1	1
AB1	mu1	3	3
ab4	bQ4	2	2
aB4	aE4	2	2
Ab4	Ng4	1	1
aB5	Vu5	3	2
ab6	Cb6	7	6
aB6	im6	2	2
Ab6	tR6	1	1
ab7	PC7	3	2
aB7	Wm7	3	2
AB7	Nu7	1	1
ab8	rb8	2	2
AB9	yx9	2	2
aBK	AmK	1	1
abq	JCq	3	2
Abq	Thq	1	1
abY	ySY	2	2
AbY	mRY	2	2
aC	RC	10	10
aC_	JS_	2	2
Ac_	fg_	1	1
AC_	TR_	2	2
aC1	xh1	3	3
ac4	Wo4	2	2
Ac5	hg5	1	1
aC6	cC6	4	4
AC6	MS6	3	3
aC7	Ph7	2	2
ac8	KEK	1	1
Ac8	MC8	5	5
AC8	EC8	5	2
ac9	ZQ9	3	3
Ac9	yg9	2	1
acK	_dK	3	3
AcK	JQK	1	1
ACK	vSK	4	4
acY	FgY	2	2
aCY	LRY	1	1
ad	hd	6	6
Ad	pQ	2	2
ad_	Jg_	2	2
Ad1	Wc1	4	2
aD4	YW4	2	2
aD5	V05	1	1
Ad5	hU5	1	1
aD6	qD6	4	2
Ad6	zQ6	5	5
aD7	MW7	3	2
ad8	yd8	3	3
AdK	MgK	1	1
aDq	JWq	1	1
ADq	T0q	2	2
adY	VUY	2	2
aDY	zIz	1	1
AdY	hpY	3	3
ADY	Obz	1	1
ADz	Y0z	2	2
aE	BE	7	7
Ae	Ft	6	5
aE_	Wk_	1	1
AE4	CT4	3	3
AE5	hv5	3	2
ae6	ct6	7	2
AE6	AN6	5	3
AE8	nk8	2	2
AEK	Wr4	3	2
aEq	JNq	3	2
Aeq	Tsq	2	2
aeY	baY	1	1
aEY	bvY	2	2
AEY	gVY	1	1
af	Bf	18	3
aF	dF	11	2
aF1	LB1	3	3
AF1	mm1	1	1
af4	YG4	1	1
AF4	Ay4	2	2
aF5	Vm5	2	2
Af6	$G6	6	1
AF6	_B6	2	2
aF7	XB7	4	2
af8	BG8	3	3
Af8	nZ8	5	3
AFA	ZxA	2	2
afK	MVK	1	1
AfK	VTK	2	2
afY	mDY	1	1
aFY	EuY	2	2
AfY	ZWY	2	2
ag	xU	10	4
aG	cG	2	1
ag1	Lp1	3	2
ag5	VF5	2	2
Ag5	hB5	2	2
aG6	KG6	7	3
AG6	jZ6	8	4
Ag7	TF7	2	2
AG7	vD7	1	1
ag8	Tg8	4	3
aG8	BZ8	3	1
Ag8	LU8	4	3
Ag9	yB9	2	1
agK	ApK	1	1
aGK	XTK	2	2
agq	Jpq	2	2
Agq	TFq	2	2
aGY	$WY	1	1
AgY	xmY	3	3
AGY	kxz	3	3
ah	WS	8	7
Ah	uR	7	6
AH	GG	8	8
ah4	Wp4	2	2
Ah4	pF4	2	2
AH4	M$4	3	2
aH6	LH6	2	2
Ah6	$L6	6	4
AH6	nX6	1	1
AH7	C$7	1	1
ah8	mR8	3	2
AH8	n$8	4	4
aHA	ZwA	2	2
AHA	h2A	1	1
ahK	HRK	2	2
aHK	mPK	2	2
AhK	TLK	3	3
AHK	BMK	2	2
ahY	EyY	2	2
AHY	LXY	1	1
aHz	z9z	2	2
Ahz	rxz	2	2
AHz	_Vz	2	2
ai	yi	9	4
AI	Bb	8	5
ai_	Xl_	2	2
aI_	XC_	3	3
ai1	ad1	3	3
aI1	Cb1	4	2
Ai1	Xi1	4	2
AI1	gC1	2	2
aI4	QI4	3	2
Ai4	Zs4	2	2
AI4	gQ4	2	2
aI5	VC5	2	2
ai6	rn6	4	4
aI6	sb6	6	4
AI6	Qb6	5	3
ai7	Jn7	2	2
aI7	Pb7	3	2
AI7	kC7	2	2
Ai8	dl8	4	2
AI8	_I8	5	2
ai9	Zl9	2	2
Ai9	yc9	2	2
AIq	TCq	1	1
aiY	ncY	1	1
aIY	EhY	2	2
AiY	KcY	1	1
AIY	uSY	2	2
aJ	lJ	11	8
Aj	tH	15	15
aj4	Y$4	3	3
aj5	kw5	1	1
Aj5	WEK	3	2
aj6	Zj6	3	3
aJ6	uJ6	7	7
Aj6	R$6	4	2
AJ6	VM6	2	2
aJ8	mH8	5	4
aJA	E$A	2	2
ajY	GXY	2	2
aJY	GPY	2	2
AJY	LMY	1	1
ajz	rTz	1	1
aJz	oVz	2	2
Ajz	zTz	2	2
AJz	X9z	2	2
ak	Bk	13	13
AK	wK	40	33
Ak_	ET_	1	1
ak1	Cv1	2	2
aK1	b41	3	3
AK1	gq1	4	4
ak4	vf4	1	1
ak5	VV5	2	2
aK5	q45	1	1
ak6	tv6	1	1
aK6	MK6	8	5
ak7	Pv7	3	3
aK7	z57	4	3
Ak7	kV7	1	1
aK8	RK8	4	4
AK8	s48	1	1
aKA	C7A	2	2
AKA	Q1A	1	1
akK	Dl4	1	1
AkK	Oc4	2	2
akq	Jvq	1	1
aKz	U2Y	2	2
AKz	D7z	1	1
al	hl	3	3
aL	CL	8	7
AL	yy	4	4
al_	Xd_	1	1
aL_	JE_	2	2
Al_	VQ_	2	2
AL_	vN_	2	2
al1	vg1	5	3
Al1	Ul1	2	2
al4	$a4	1	1
aL4	HF4	2	2
Al4	No4	2	2
AL4	fB4	1	1
Al5	yQ5	2	2
AL7	kE7	2	2
al8	Bc8	6	4
al9	Zd9	2	2
Al9	yQ9	2	2
aLK	HyK	2	2
AlK	JdK	1	1
aLY	kNY	1	1
AlY	igY	1	1
ALY	bkY	1	1
AM	jj	16	11
AM1	UJ1	3	2
am4	aN4	2	2
Am4	AN4	2	2
aM5	DJ5	2	1
Am5	hI5	2	2
aM6	cH6	4	2
Am6	Hu6	2	2
AM6	gX6	3	3
am7	Wu7	3	3
am8	EB8	4	4
Am8	na1	1	1
aMK	hl4	3	3
AmK	PxK	2	2
aMO	wHO	2	2
aMY	DWz	2	2
AMY	V0Y	1	1
AMz	cvz	1	1
aN	fv	7	7
An	ml	4	4
AN	ck	7	1
An_	Vd_	2	2
aN1	Ck1	4	3
An1	gg1	3	1
AN1	Uv1	3	3
aN5	Vv5	3	2
AN5	hV5	3	2
an6	rl6	2	2
aN6	ak6	6	1
An6	zl6	5	4
AN6	Ok6	3	3
AN7	kv7	3	3
An8	v_7	4	2
an9	Zc9	2	2
An9	yd9	2	2
anK	XlK	1	1
aNK	ci4	3	3
ANK	Jn4	2	2
ANq	Tvq	3	3
anY	ndY	2	2
AnY	KdY	1	1
ANY	dTY	2	2
aO	oO	5	4
AO	YO	31	2
ao1	Ia1	3	3
AO1	UY1	3	3
Ao2	D8$	1	1
Ao4	Ze4	2	2
aO7	LA7	4	4
aO8	pA8	2	2
Ao8	di8	3	3
Ao9	yn9	1	1
AOw	Y_2	1	1
aoY	pnY	1	1
AoY	slY	2	2
AOY	yCz	1	1
aOz	y3z	2	2
ap	Cp	13	8
Ap	tF	11	11
AP	sM	10	9
ap1	LF1	3	3
AP1	UX1	2	2
ap4	aL4	2	2
ap5	VB5	3	2
Ap5	hm5	2	2
AP5	EJ5	1	1
ap6	oF6	6	3
Ap6	zF6	3	2
AP6	wJ6	8	4
ap7	JF7	2	2
Ap7	VB7	1	1
aPK	dn4	1	1
APO	DHO	2	2
apq	JFq	2	2
apY	EmY	3	2
aPY	bLz	2	2
APY	gyz	2	2
aQ	bQ	9	7
aq1	b71	4	4
aQ1	Fd1	3	3
AQ1	IU1	4	2
AQ4	Ah4	2	2
aQ5	VU5	1	1
AQ5	hp5	3	3
aQ6	rg6	1	1
Aq6	v76	4	4
AQ6	Yg6	5	4
AQ8	wu8	3	3
aqA	I8A	2	2
aqK	$9K	2	2
aQY	VpY	2	2
AqY	B9Y	2	2
AQY	IFY	1	1
aqz	O1z	3	2
ar	yr	7	7
AR	FL	13	2
aR1	CL1	1	1
ar6	ri6	7	3
aR6	ER6	7	7
Ar6	zi6	4	4
AR6	xL6	7	4
ar7	Ji7	2	2
ar8	bi8	2	2
AR8	ny8	5	1
ARA	ZNA	2	2
aRK	JLK	2	2
ARK	fyK	3	2
aRY	EEY	3	3
aRz	O_z	1	1
as	Is	4	4
aS	kh	11	3
As	Rd	1	1
aS_	JR_	2	2
As1	rs1	3	3
aS4	WU4	2	2
AS4	Np4	2	2
As7	To7	1	1
AsK	ToK	1	1
aSY	SLY	2	2
AsY	riY	1	1
ASY	xyY	1	1
asz	x7Y	2	2
ASz	nuz	2	2
At	As	3	3
aT1	Cf1	3	3
aT4	wI4	1	1
At4	Z1K	2	2
At6	Ks6	2	2
at8	Es8	1	1
AT8	nG8	4	3
aTK	DvK	1	1
ATK	vVK	3	3
atY	IoY	2	2
aTY	BZY	1	1
ATY	P97	1	1
atz	IqY	2	2
Atz	Q7Y	1	1
aU1	NU1	4	3
aU4	aS4	2	2
AU4	AS4	2	2
aU5	Vp5	1	1
AU5	hF5	2	2
au6	ex6	6	3
Au6	Xx6	3	3
au7	Wx7	2	2
Au7	NI7	4	3
au8	Em8	4	3
aU8	wQ8	3	3
Au8	Jh8	4	4
AU8	Lg8	3	3
aUK	AUK	1	1
AUK	PpK	1	1
aUY	NFY	2	2
AUY	xBY	2	2
av	uV	8	3
Av	nT	15	9
AV	nV	9	9
aV_	DT_	1	1
AV_	Nf_	2	2
av1	CT1	4	2
AV1	UT1	3	2
Av4	DI4	1	1
AV4	nx4	1	1
av5	Vf5	1	1
Av5	hG5	2	2
AV5	hf5	1	1
avK	ZkK	3	3
aVK	sd4	3	2
AvK	SvK	3	2
aVq	JVq	3	3
avY	BGY	1	1
aVY	FfY	2	2
AvY	nZY	1	1
AVY	nGY	2	2
aW	d0	6	6
Aw	X2	28	8
AW	rP	17	7
Aw1	UA1	3	2
aw4	zO4	3	2
