target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_E7	zN7	2	2
_E9	Nk9	3	2
_eH	asH	4	3
_eq	vsq	2	2
_f	sz	21	14
_f_	GA1	2	1
_f$	sA$	5	5
_F1	Em_	3	3
_f4	_A4	2	2
_F4	hm4	1	1
_f5	x55	3	3
_f6	nA6	3	3
_f7	yA7	1	1
_f8	fz8	3	3
_fH	fzH	5	5
_fK	gAK	2	2
_FK	epK	2	2
_g	WU	7	6
_G	u2	5	4
_g_	XF1	2	2
_G$	eW$	4	2
_g1	yB_	2	2
_G1	hP_	1	1
_G5	sW5	2	2
_g7	wF7	2	2
_g9	NB9	3	2
_gH	JUH	6	2
_gK	VFK	4	2
_h	IE	14	2
_h_	Jy1	3	2
_h$	HE$	5	5
_H$	stH	5	5
_h1	RN_	1	1
_H1	Pt1	3	3
_h5	fy5	2	2
_H5	Ws_	2	2
_h7	zy7	2	2
_h8	py8	2	2
_h9	NN9	3	2
_H9	Ns4	2	2
_HK	vtq	3	2
_Hq	vt6	1	1
_I	yh	8	6
_i_	Pl1	1	1
_I$	Hh$	3	3
_i1	Lc_	2	2
_I1	Ry_	3	3
_i4	Nc4	3	2
_I5	fE5	2	2
_i6	Tl6	2	2
_I6	gE6	3	2
_i7	$l7	3	3
_I7	zE7	2	2
_i9	Nc9	2	2
_I9	Ny9	3	2
_IK	EEK	2	2
_j	xw	15	9
_J	mX	11	4
_J_	Xj1	2	2
_j$	aD$	5	1
_J$	fX$	5	5
_j1	LD_	2	2
_J1	Jj_	2	2
_j4	zw4	2	2
_j5	$w5	1	1
_j6	QD6	1	1
_j7	ND7	2	2
_J7	Nj7	1	1
_j8	Kw8	4	2
_J8	cj8	2	2
_jH	$wH	8	7
_JH	qXH	5	5
_jK	UDK	1	1
_Jz	zwz	1	1
_k	SV	6	6
_K	sq	34	20
_k_	Xv1	1	1
_k1	RT_	2	2
_K4	q64	1	1
_K5	b85	1	1
_k6	pv6	1	1
_K6	J66	4	3
_K7	y67	1	1
_k8	Fv8	3	2
_K8	Aq8	2	2
_KH	fqH	6	4
_L	uJ	15	13
_l_	Pd1	1	1
_L_	XX1	1	1
_l$	zc$	5	5
_L1	JX_	2	2
_l4	NQ4	2	2
_L4	SO4	1	1
_L5	HJ5	2	2
_L6	dX6	3	2
_l7	Ad7	1	1
_lH	McH	4	3
_LH	_JH	4	4
_LK	gXK	1	1
_Lq	GXq	2	1
_m	Wu	5	4
_M	vM	13	13
_M_	qU1	2	2
_M1	P3_	2	2
_M4	aY4	2	2
_M5	hY5	2	2
_M6	l36	3	3
_M8	VO8	3	3
_M9	NY9	2	2
_mH	BxH	5	5
_MH	AOH	3	3
_MK	Q3K	2	2
_Mq	G3q	2	2
_n	Tl	6	6
_N	Ck	3	2
_n_	Pc1	2	2
_N_	XV1	3	3
_n$	fl$	3	3
_N$	Hk$	3	3
_n1	Ld_	2	2
_N1	Rv_	2	1
_N6	pV6	5	2
_N7	zV7	3	2
_N8	BV8	3	3
_n9	Nd9	2	1
_nH	MlH	4	4
_NH	YkH	3	3
_NK	xVK	3	2
_o	LAH	3	3
_O	Q3	10	10
_O_	WY1	2	2
_o$	Yr$	3	3
_O$	iY$	4	4
_o1	Pn_	2	2
_O5	hf5	2	2
_O6	nY6	4	4
_O8	_38	2	2
_o9	Nn9	2	2
_OH	CQH	3	3
_oK	ViK	2	2
_p	Gm	10	10
_P	mL	10	8
_P_	XJ1	2	2
_p1	Ex_	2	2
_P1	JJ_	2	2
_p4	hx4	2	2
_p6	Ru6	1	1
_P6	bI7	2	2
_p7	Du7	3	2
_p8	pu8	2	2
_P8	dJ8	3	3
_p9	Nx9	3	2
_PH	ALH	6	6
_PK	FJK	1	1
_q	a6	59	2
_Q	Zg	13	3
_q_	N$1	2	2
_Q_	PU1	2	2
_q$	r8$	6	1
_Q1	yF_	2	2
_q4	q84	2	2
_Q4	NF4	2	2
_q5	b$5	2	2
_q6	r86	3	3
_q7	y87	2	2
_Q7	wU7	3	3
_q8	z68	5	2
_Q8	pU8	2	2
_q9	N$9	2	2
_Q9	NF9	2	2
_qH	J6H	10	6
_QH	LgH	8	4
_QK	NUK	1	1
_qq	G8q	1	1
_r	vi	4	4
_R	ES	5	5
_R$	HS$	2	2
_r1	Pl_	2	2
_R1	Eh_	2	2
_R5	qO5	1	1
_r6	Tn6	1	1
_r7	$n7	2	2
_R7	fI7	2	2
_r8	nn8	4	3
_R8	pI8	3	3
_r9	Nl9	2	2
_rH	onH	2	2
_rK	VnK	2	2
_s	Pa	5	5
_S	hI	8	8
_S_	Jh1	2	2
_s$	Ya$	5	3
_S$	HI$	3	3
_s1	Pr_	1	1
_S1	EE_	2	2
_S4	Oh4	1	1
_s8	co8	4	3
_S9	NE9	3	2
_SH	YIH	4	2
_sK	VoK	2	2
_T_	XZ1	1	1
_t$	fs$	5	5
_T$	eZ$	3	3
_T1	RG_	2	2
_t6	Ta6	2	2
_T6	mZ6	1	1
_T7	zZ7	2	2
_t8	ca8	1	1
_tH	aaH	6	6
_tK	VaK	2	2
_u	Lx	6	1
_U	WF	11	2
_u$	$x$	3	2
_U$	Ai8	3	3
_u1	yC_	2	2
_U1	Ep_	2	2
_U6	RB6	1	1
_u7	Mb7	2	2
_U7	wB7	1	1
_u8	pb8	3	2
_u9	NC9	2	2
_U9	Np9	3	3
_uH	WxH	3	3
_UH	ZFH	5	3
_Uq	vBq	1	1
_V	Iv	6	6
_v_	X01	2	2
_V_	XT1	1	1
_V$	tT$	5	3
_v5	f05	2	2
_V5	fT5	1	1
_v6	m06	4	4
_VH	DvH	3	1
_vK	m0K	2	2
_W	FP	21	1
_w$	iM$	2	2
_W$	qP$	1	1
_W1	IJ_	2	2
_w4	JP4	3	3
_W4	rL4	2	2
_w5	KD5	1	1
_w6	QM6	1	1
_W6	FL6	3	3
_w7	NM7	2	2
_W8	FL8	4	2
_wH	eMH	7	3
_WH	_PH	9	3
_X	pj	22	3
_x$	$b$	3	3
_X$	aw$	1	1
_x1	yR_	3	2
_X1	Jw_	1	1
_X4	zj4	2	2
_X5	$j5	3	3
_X7	Nw7	3	2
_x8	pC8	2	2
_x9	NR9	3	2
_xH	ZbH	7	7
_XH	qjH	4	4
_y	IN	11	6
_Y	Qf	17	15
_y_	jk1	3	3
_Y_	Gz1	3	3
_y1	RV_	2	2
_Y5	yA5	2	2
_y7	zk7	2	2
_Y7	yz7	3	3
_y8	pk8	2	1
_Y8	Yf8	2	2
_y9	NV9	3	2
_Y9	NA9	2	2
_YH	zfH	6	6
_YK	gzK	1	1
_Z	hG	13	7
_z$	s5$	5	2
_Z$	e2$	3	3
_z5	x_5	1	1
_Z5	dO5	1	1
_Z6	d26	2	2
_z8	KA8	4	4
_z9	N_9	2	1
_ZH	AGH	6	5
_ZK	U2K	3	3
$__	L41	2	2
$_$	c4$	7	2
$_5	R75	2	2
$_6	i46	1	1
$_8	$98	2	2
$$1	Xe1	2	2
$$4	He7	2	2
$$5	Et_	2	2
$$7	ZeK	3	2
$$H	MHH	8	5
$0_	DG1	2	2
$0$	aG$	2	2
$01	h2_	1	1
$04	pO4	1	1
$06	UG6	4	2
$1	l1	46	24
$15	R45	2	2
$16	i96	3	3
$17	V97	2	2
$1H	_1H	7	6
$2	mW	19	5
$21	NL_	2	2
$25	rP5	1	1
$28	mP8	4	4
$2H	HWH	5	2
$3	uY	9	9
$3$	if$	5	4
$34	sz4	2	2
$35	Vz5	2	2
$38	_Y8	5	2
$39	vz9	2	2
$3K	BfK	3	3
$4$	lK$	2	2
$45	Sq5	2	2
$47	VK7	2	2
$48	_78	4	4
$54	H14	1	1
$55	R95	3	3
$56	i16	3	2
$58	H_8	4	2
$64	eH4	2	2
$65	IH5	1	1
$69	vH9	3	3
$6H	_8H	4	4
$6q	L$q	3	2
$7$	nq$	3	2
$74	e64	3	2
$78	KK8	4	3
$7H	_KH	7	4
$8$	lH$	4	4
$81	XH_	2	2
$84	HH4	1	1
$85	Se_	2	2
$86	dH6	3	2
$87	vH7	3	2
$89	ve4	2	2
$8H	w$H	7	7
$8q	LHq	2	2
$9$	l7$	5	5
$94	eK4	1	1
$95	SK5	2	2
$96	l76	5	4
$97	V77	2	2
$98	_48	3	3
$a	jo	10	10
$A	n5	35	4
$a$	Ao$	1	1
$A$	i_$	6	4
$a1	Xi_	2	2
$A4	e14	2	2
$A5	R15	2	2
$a6	Wr6	2	2
$A6	n_6	3	3
$a8	XUK	1	1
$A8	t_8	3	3
$A9	v19	2	2
$aH	irH	3	3
$AH	_5H	3	3
$B	Dp	4	4
$B$	b8K	2	2
$b1	VS_	2	2
$B1	ku_	2	2
$b6	ph6	1	1
$b7	AR7	3	3
$B7	Om7	2	2
$b8	xR8	3	3
$b9	vS9	3	2
$B9	vu9	3	2
$bH	LCH	3	3
$c_	XQ1	1	1
$c$	Kd$	4	2
$C$	sS$	4	2
$c1	Vg_	2	2
$C1	kI_	2	2
$c4	vg4	1	1
$c8	xQ8	3	2
$CH	Ri8	3	3
$cK	TQK	3	3
$CK	SRK	3	3
$d	ZQ	7	2
$D	RM	22	9
$d_	Xg1	1	1
$D_	wO1	2	1
$D$	dO$	4	4
$d1	VU_	2	2
$D6	QO6	3	3
$d7	Yg7	3	3
$D7	VO7	2	2
$d9	vU9	3	2
$dH	DQH	7	2
$dK	TgK	3	3
$e	Ot	5	5
$E	Vy	5	5
$e$	_t$	1	1
$E$	sN$	3	3
$E1	hk_	2	1
$E6	bN6	3	2
$e7	ra7	3	2
$E7	KN7	2	2
$E9	vk9	3	2
$eH	isH	6	2
$EH	_yH	4	4
$eK	ZsK	2	2
$EK	NNK	2	2
$eq	Gsq	2	2
$f	$z	15	13
$f_	LA1	2	2
$F1	km_	3	3
$f4	$A4	2	2
$F4	Nm4	1	1
$f5	R55	3	2
$f7	VA7	2	2
$F7	Op7	3	3
$f8	_z8	2	2
$f9	v59	2	2
$FK	apK	2	2
$g	LU	12	5
$G	R2	19	4
$g_	DF1	2	2
$g$	KU$	4	2
$G$	aW$	4	2
$G1	NP_	2	1
$G6	BW6	4	3
$g7	OF7	2	2
$g8	xF8	3	3
$g9	vB9	3	2
$gK	ZFK	4	2
$h	QW	3	3
$h_	wy1	2	2
$h$	sy$	4	1
$h1	hN_	2	2
$H1	Xt1	3	3
$H4	os7	1	1
$H5	Js_	1	1
$h6	my6	1	1
$H6	dt8	1	1
$h7	Ky7	1	1
$h9	vN9	3	2
$H9	vs4	2	2
$HH	Oe	6	6
$HK	Gtq	2	1
$Hq	Gt6	1	1
$i	Ln	9	9
$I	Vh	8	8
$i_	Xl1	2	2
$I$	sE$	3	3
$i1	jc_	2	2
$I1	hy_	3	3
$i4	vc4	3	2
$I5	_E5	2	2
$i6	Wl6	2	2
$I7	KE7	2	2
$i9	vc9	2	2
$I9	vy9	3	2
$j	Sw	26	4
$J	bX	7	5
$j$	lD$	5	5
$J$	lj$	2	2
$j1	jD_	1	1
$J1	wj_	2	2
$j4	Kw4	1	1
$j5	tD5	1	1
$J7	vj7	2	2
$j8	Hw8	4	2
$J8	gj8	2	2
$jH	tDH	5	5
$JH	ejH	5	5
$jK	pDK	1	1
$Jz	Kwz	1	1
$k_	Dv1	2	2
$k$	sv$	2	2
$k1	hT_	1	1
$K4	e84	2	2
$k5	_v5	1	1
$K5	S85	2	2
$K6	w66	6	3
$K7	V67	1	1
$k8	mv8	4	2
$K8	qq8	2	2
$K9	v89	1	1
$kH	YVH	4	4
$KH	_qH	10	7
$KK	B6K	1	1
$Kq	L6q	2	2
$L_	DX1	2	2
$l$	Kc$	5	5
$L$	HJ$	3	1
$L1	wX_	2	2
$L5	sX5	2	2
$L6	UX6	1	1
$l7	qd7	2	2
$LH	$JH	6	2
$m	Ju	6	6
$M	SO	13	13
$M_	J31	1	1
$M$	d3$	4	4
$M1	X3_	1	1
$m4	Nb4	1	1
$M4	iY4	2	2
$M5	NY5	2	2
$M6	Q36	1	1
$m8	xx8	2	2
$m9	vb9	2	2
$mH	ni$	3	3
$MK	F3K	1	1
$N	Ik	17	2
$n_	Xc1	2	2
$N_	DV1	3	3
$n$	_l$	4	3
$n1	jd_	2	2
$N1	hv_	2	2
$N5	AV5	2	2
$N6	xV6	3	3
$n7	td7	1	1
$n8	dc8	1	1
$N8	uV8	4	1
$nH	flH	5	5
$NH	AkH	5	3
$NK	RVK	1	1
$o	Lr	3	3
$O	B3	17	12
$O_	JY1	2	2
$o$	Ar$	3	3
$o1	Xn_	1	1
$o6	Wi6	2	2
$O6	dY6	1	1
$O7	VY7	2	2
$O8	H38	5	5
$o9	vn9	2	2
$OH	H3H	3	3
$p	Lm	12	12
$P	xL	3	3
$P_	DJ1	2	2
$p1	kx_	2	2
$P1	wJ_	2	2
$p4	Nx4	2	2
$p6	hu6	1	1
$P6	UJ6	1	1
$p7	Yu7	3	3
$p9	vx9	3	2
$pH	JmH	3	3
$PK	mJK	3	3
$q	r6	41	41
$Q	Pg	3	3
$q_	v$1	2	2
$Q_	XU1	2	2
$q$	l8$	3	3
$Q$	qg$	4	4
$Q1	VF_	2	2
$q4	e$4	2	2
$q5	S$5	1	1
$q6	l86	2	2
$Q7	OU7	3	3
$q8	_68	5	3
$Q8	xU8	3	3
$q9	v$9	2	2
$qH	w6H	2	2
$qK	B8K	1	1
$QK	vUK	3	3
$r	Gi	5	3
$R	kS	4	4
$r$	Wi$	4	4
$R$	sI$	2	2
$R1	kh_	2	2
$R5	e35	1	1
$R7	_I7	2	2
$r8	dn8	3	2
$R8	xI8	3	3
$r9	vl9	2	2
$rH	nnH	4	4
$RK	SSK	2	2
$s	Xa	6	6
$S_	wh1	2	2
$s$	Aa$	3	2
$S$	sh$	3	3
$s1	Xr_	2	2
$S1	kE_	1	1
$S4	zh4	1	1
$S5	Kh5	1	1
$s6	Wo6	2	2
$S6	XI6	2	2
$S7	Kh7	1	1
$S9	vE9	3	2
$SH	AIH	6	2
$SK	khK	2	2
$t	ws	7	5
$T_	DZ1	2	2
$t$	_s$	2	2
$T$	aZ$	3	3
$T1	hG_	2	2
$T5	_Z5	1	1
$t6	Wa6	4	2
$T6	CZ6	1	1
$T7	KZ7	2	2
$t8	ga8	3	2
$tH	iaH	5	5
$TH	A0H	4	4
$TK	bZK	3	2
$u	jx	6	3
$U	JF	12	3
$U_	wI1	2	2
$u$	tb$	4	4
$U$	zF$	3	3
$u1	VC_	2	2
$U1	kp_	3	2
$U6	hB6	1	1
$u7	zb7	1	1
$U7	OB7	2	2
$u8	xb8	2	2
$u9	vC9	2	2
$U9	vp9	3	3
$uH	JxH	6	4
$UH	LFH	1	1
$UK	FIK	3	2
$v_	D01	2	2
$V_	DT1	3	2
$v$	a0$	4	4
$V$	oT$	4	3
$v4	D04	2	2
$vH	KTH	2	2
$VH	YvH	1	1
$vK	b0K	3	2
$w	ED	21	1
$W	mP	16	6
$w$	cM$	2	2
$w4	AD4	2	2
$w5	HD5	2	2
$W5	sL5	2	2
$w6	FM6	4	2
$W6	mL6	4	2
$w7	vM7	2	2
$W8	pL8	3	2
$wH	aMH	4	4
$WK	pLK	2	2
$x$	tC$	3	3
$X$	iw$	3	3
$x1	VR_	3	3
$X1	ww_	1	1
$X6	Uw6	3	3
$X7	vw7	2	2
$x8	xC8	4	4
$x9	vR9	3	2
$xH	WbH	2	2
$XH	ewH	4	4
$xz	fRz	2	2
$Y	Ff	21	17
$y_	Mk1	2	2
$Y_	Lz1	2	2
$y1	hV_	2	2
$Y5	VA5	1	1
$y7	Kk7	2	2
$Y7	Vz7	3	3
$y8	xk8	2	2
$Y8	Af8	4	2
$y9	vV9	3	2
$Y9	vA9	3	3
$YH	KfH	2	2
$YK	BzK	2	2
$z	sA	32	2
$z$	r5$	5	5
$Z$	a2$	3	3
$z6	d56	2	2
$z7	V57	2	2
$z8	HA8	3	3
$z9	v_9	2	1
$ZH	qGH	8	3
$ZK	p2K	2	2
A__	Z41	2	2
A_4	K44	1	1
a_5	y45	1	1
A_5	u75	1	1
a_6	Q96	3	3
A_8	A98	6	4
a_H	t9H	6	2
A$	Y$	231	71
A$$	teH	3	3
a$1	OH_	1	1
A$1	We1	2	2
A$4	_e7	1	1
a$5	Ne_	2	2
A$5	Rt_	1	1
A$6	ie8	3	3
a$7	PH7	2	2
A$7	keK	4	4
a$9	Pe4	2	2
a$H	f$H	3	3
A$q	Ze6	2	2
a0_	zZ1	2	2
A0_	JG1	2	2
a0$	lZ$	3	3
A0$	HZ$	3	3
A01	C2_	2	2
a05	eG5	1	1
A05	fG5	2	2
a06	hZ6	2	1
A06	cG6	3	3
a07	tG7	2	2
a0H	tZH	6	4
A0H	zZH	5	5
a0K	hZK	1	1
a14	o94	2	2
A14	_94	2	2
A15	u45	2	2
A16	s96	4	2
a17	W17	2	2
a18	o18	5	4
a19	P99	2	2
a1H	hSH	3	3
a2$	Av$	3	3
a21	ZP_	2	2
A21	IL_	2	2
A26	QP6	3	2
A27	KP7	1	1
a28	RW8	1	1
A28	UP8	4	4
A2H	_WH	8	3
A3	UY	18	17
a3_	MY1	2	2
A3$	sf$	3	3
a34	df4	3	2
A34	$f4	1	1
a35	Zf5	2	2
A35	Ez5	2	2
a36	BY6	3	2
a38	oY8	5	2
A38	YY8	2	2
A39	yz9	2	2
a3H	aYH	6	3
A3H	KYH	5	2
a3K	xYK	1	1
A3K	QfK	3	3
a4	l4	29	22
A4	i7	35	30
a44	rK4	1	1
a45	NK5	2	2
a46	U76	2	2
a48	e78	2	2
a4H	s7H	8	2
a5	U5	40	2
A5	i_	43	4
a5$	Q_$	5	2
a55	y15	3	3
a58	i_8	5	3
A58	__8	4	4
a59	P19	1	1
A59	E99	2	2
A5H	D_H	9	3
a6	r7	14	4
A6	$6	65	8
a6_	P$1	2	2
A6$	o$$	5	4
a64	r$4	2	2
A64	K$4	2	2
a65	k$5	1	1
A65	bH5	2	2
a68	e88	2	2
a69	P$9	2	2
A69	yH9	1	1
A6H	L8H	4	4
a6K	C8K	2	2
a6q	D8q	2	1
A6q	Z$q	1	1
A7$	sq$	5	2
a74	rq4	2	2
A74	Kq4	2	2
a75	Nq5	2	2
A75	x65	1	1
a77	WK7	2	2
A78	fK8	5	3
A7H	YKH	10	4
a7q	DKq	2	1
a8$	U$$	5	3
A8$	oH$	3	3
A81	WH_	2	2
a84	rH4	1	1
a85	kH5	2	2
A85	xe_	2	2
a86	B$6	2	2
A86	iH6	4	2
A87	yH7	3	3
A89	ye4	2	2
a8q	D$q	3	3
a9	c9	25	1
a9_	w41	1	1
a9$	F4$	7	3
A9$	o7$	4	4
A94	K74	2	2
a95	y75	2	2
A95	xK5	1	1
A96	o76	1	1
a98	a48	1	1
A98	Y48	3	3
aa	Oa	7	7
aA	nA	27	13
Aa	Po	10	10
aa$	Ha$	3	3
Aa$	Oo$	5	5
AA$	s_$	6	4
aa1	Or_	2	2
Aa1	Wi_	1	1
aA4	r_4	3	2
aA5	y_5	2	2
AA5	u15	2	2
AA6	a_6	4	3
aA8	o58	5	5
Aa8	nr8	2	2
AA8	$58	2	2
aA9	P_9	2	1
AA9	y19	3	3
aaH	QoH	6	3
aAH	a5H	1	1
ab$	iC$	2	2
AB$	Op$	2	2
ab1	WR_	2	2
Ab1	ES_	2	2
AB1	hu_	2	2
aB4	Zm4	1	1
aB7	_p7	3	2
Ab7	OR7	2	2
AB7	jm7	2	2
ab8	IC8	3	2
Ab8	BR8	3	3
ab9	PR9	3	2
aB9	Pm9	3	2
Ab9	yS9	3	2
AB9	yu9	3	2
abH	jbH	5	5
AbH	ZCH	3	3
ac	fc	11	3
Ac	Zd	6	6
ac_	Od1	2	2
Ac_	WQ1	1	1
ac$	td$	1	1
aC$	iR$	3	3
Ac$	fd$	4	3
Ac1	Eg_	2	2
AC1	hI_	2	2
ac4	PQ4	2	2
Ac4	yg4	1	1
aC6	bh6	4	2
Ac6	vQ6	2	2
ac7	sQ7	2	2
aC7	HR7	1	1
Ac7	zQ7	2	2
aC8	IR8	3	3
Ac8	BQ8	5	3
aC9	PS9	3	2
AC9	yI9	3	2
acH	qcH	2	2
aCH	DCH	7	2
ACH	WRH	3	2
acK	JdK	1	1
aCK	lRK	3	3
AcK	NQK	1	1
ACK	xRK	3	3
ACz	MIz	2	2
aD	TD	10	10
Ad	MQ	12	3
AD	KL	3	3
ad_	OQ1	1	1
Ad_	Wg1	1	1
AD_	LO1	2	2
ad$	tQ$	2	2
aD$	FM$	2	2
AD$	rO$	6	3
ad1	Wg_	1	1
Ad1	EU_	2	2
aD4	qD4	2	2
aD6	xM6	2	2
AD6	nO6	4	2
ad7	sg7	1	1
aD7	PM7	2	2
Ad7	wg7	3	2
AD7	EO7	1	1
aD8	o38	1	1
AD8	vM8	5	5
Ad9	yU9	3	2
adH	HdH	3	3
aDH	QDH	5	5
AdH	JQH	7	5
adK	LQK	2	2
AdK	NgK	1	1
aE	Ax	6	6
Ae	jt	5	4
AE	Iy	10	10
ae_	Ot1	1	1
aE_	fy1	2	2
AE_	JN1	1	1
aE$	ny$	2	2
Ae$	Yt$	3	3
ae1	Os_	2	2
aE1	VN_	1	1
AE1	Ck_	2	1
ae4	Ps4	2	2
aE5	eN5	2	2
ae6	Xt6	2	2
Ae6	vs6	1	1
AE6	pN6	3	3
ae7	ds7	1	1
aE7	tN7	3	2
Ae7	ta7	3	3
AE7	fN7	1	1
ae8	Bt8	3	3
aE9	PN9	3	2
AE9	yk9	3	2
AeH	ssH	6	5
AEH	YyH	7	2
aEK	GyK	1	1
AeK	ksK	2	2
aeq	Xtq	2	1
Aeq	Vsq	1	1
af	rY	1	1
aF	Wc	5	5
Af	tz	17	3
aF_	RB1	2	2
Af_	ZA1	2	2
aF$	HF$	4	2
aF1	Gp_	2	2
AF1	hm_	2	2
af4	nA4	2	2
AF4	Im4	1	1
af5	WA5	2	2
Af5	u55	1	1
af6	Bz6	3	3
aF6	VB6	1	1
af7	Wz7	2	1
aF7	_B7	1	1
AF7	jp7	3	3
af8	Hf8	3	3
Af8	Yz8	3	3
aF9	Pp9	3	3
Af9	y59	1	1
aFH	MFH	1	1
AfH	YzH	9	3
afK	bzK	1	1
aFq	XBq	1	1
aG	ZG	15	6
Ag	GU	1	1
AG	m2	8	8
ag_	OU1	2	2
Ag_	JF1	3	2
aG$	l2$	3	3
AG$	H2$	3	3
ag1	WF_	2	1
Ag1	EB_	2	2
AG1	IP_	2	2
ag4	PF4	1	1
AG4	cW4	3	3
aG5	uO5	1	1
ag6	jU6	3	2
ag7	_U7	2	2
Ag7	jF7	2	2
aG8	R28	3	3
Ag9	yB9	3	2
aGH	a2H	4	4
AgH	LUH	4	4
agK	WUK	1	1
aGK	C2K	3	2
AgK	kFK	4	2
agq	XUq	1	1
ah	Wh	8	8
Ah	SE	12	1
Ah_	Ly1	3	2
ah$	nE$	3	3
aH$	deH	4	4
Ah$	$E$	3	3
AH$	ttH	3	3
ah1	Vy_	3	3
aH1	Oe1	2	2
Ah1	CN_	2	2
AH1	Wt1	2	2
aH4	ot7	1	1
AH4	_t7	2	2
ah5	ey5	1	1
aH5	vt_	1	1
AH5	Gs_	1	1
ah6	bE6	1	1
Ah6	Uy6	2	2
AH6	it8	3	1
ah7	ty7	2	2
aH7	JeK	2	2
Ah7	fy7	2	2
ah9	Py9	3	2
Ah9	yN9	3	2
AH9	ys4	2	2
ahH	tEH	3	3
aHH	AHH	7	5
ahK	GEK	3	3
AhK	hyK	3	2
AHK	Vtq	2	2
AHq	Vt6	1	1
ai	C_H	5	4
aI	TI	9	8
Ai	Zn	4	4
AI	hh	7	7
aI_	fh1	3	3
Ai_	Wl1	1	1
aI$	nh$	3	3
AI$	$h$	3	3
ai1	Ol_	2	2
aI1	GE_	2	2
Ai1	Pc_	2	2
AI1	Cy_	3	3
AI5	YE5	1	1
aI6	OI6	4	3
Ai6	vl6	2	2
AI6	QE6	3	3
AI7	fE7	1	1
aI9	PE9	3	2
Ai9	yc9	3	3
AI9	yy9	3	2
AIH	fhH	5	2
aiK	JnK	2	2
aIK	GhK	2	2
AIK	hEK	2	2
aJ	RJ	20	3
Aj	Vv	2	1
aJ_	zX1	2	2
AJ_	Jj1	2	2
aj$	gw$	2	2
Aj$	sD$	3	3
aj1	fw_	1	1
aJ1	fX_	2	2
Aj1	PD_	2	2
AJ1	Lj_	3	3
aj4	tw4	2	2
Aj5	qw5	1	1
aJ6	uX6	2	2
Aj6	lD6	1	1
aj7	Pw7	1	1
Aj7	yD7	3	2
AJ8	lj8	1	1
ajH	rwH	4	4
AjH	qwH	6	6
AJH	KXH	4	4
aJK	bXK	3	2
AjK	gDK	2	2
AJz	fwz	1	1
ak	kk	12	5
Ak	bV	16	2
ak_	zV1	3	3
Ak_	Jv1	2	2
ak$	nV$	4	3
aK$	gq$	3	3
Ak$	$V$	4	4
ak1	Vv_	2	2
Ak1	CT_	2	2
aK4	r64	1	1
Ak4	Xv4	1	1
AK4	K64	2	2
AK5	x85	2	2
Ak6	Bv6	4	2
AK6	L66	5	3
ak7	tv7	2	2
Ak7	fv7	2	2
ak8	SV8	2	2
