target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
$_4	G94	3	3
$_5	Y95	2	2
$_6	s96	6	3
$_7	T97	1	1
$_8	S98	2	2
$_K	s3K	1	1
$_Y	I3Y	2	1
$$	Y$	23	19
$$4	GY4	3	2
$$6	sY6	6	4
$$K	szK	2	2
$$Y	IzY	2	2
$0	K0	8	1
$01	SZ1	3	3
$04	HZ4	2	2
$08	RZ8	3	2
$0K	rfK	1	1
$0q	LZq	1	1
$1	A1	98	59
$1_	Y8_	2	2
$1$	p6$	2	2
$11	S81	3	3
$16	e86	3	3
$17	h87	1	1
$18	x88	2	2
$1K	e6K	2	2
$2	w2	2	2
$26	ew6	6	6
$2K	nAK	3	2
$2z	rAz	2	2
$31	S51	4	2
$34	G54	2	2
$36	a56	2	2
$37	T57	4	2
$3Y	xKY	2	1
$41	Sq1	3	3
$46	tq6	6	6
$47	hq7	4	3
$48	Cq8	4	1
$4K	qqK	2	2
$5	A5	33	19
$51	SK1	3	3
$56	sK6	7	7
$57	hK7	3	3
$58	hK8	5	3
$5Y	x4Y	2	2
$6$	FtY	1	1
$61	Se8	4	4
$64	yeq	3	1
$66	q66	4	4
$68	me6	6	3
$6Y	utz	2	2
$6z	rt_	2	2
$7	A7	124	8
$7_	Y1_	2	2
$71	S11	4	3
$74	N14	1	1
$76	e16	6	4
$77	h17	3	3
$78	x18	4	4
$8$	BeY	2	2
$87	R67	4	3
$88	m68	4	3
$8Y	Iez	2	2
$8z	re_	2	2
$9	A9	26	23
$94	G34	2	2
$97	T37	1	1
$98	S38	2	2
$9Y	I5Y	2	2
$A	KA	27	4
$a6	uo6	6	3
$A6	eO6	5	4
$a8	So8	2	2
$A8	RO8	1	1
$AK	r$K	2	2
$aY	UrY	2	2
$AY	u$Y	2	2
$az	prz	1	1
$Az	r$z	2	2
$b	Yb	6	5
$b1	RC1	3	2
$b4	JC4	1	1
$b5	zC5	2	2
$b6	UC6	1	1
$B6	mp6	4	4
$bK	gSK	1	1
$Bq	Lpq	2	2
$bY	$CY	2	2
$BY	$pY	2	2
$Bz	pmz	1	1
$c	td	6	5
$c1	Rd1	3	3
$C1	RS1	3	3
$C5	zS5	2	1
$C7	LS7	2	2
$c8	vd8	1	1
$C8	NS8	4	4
$cY	KdY	2	2
$d	tQ	8	7
$D	_D	11	11
$d1	RQ1	3	3
$D4	MW4	2	2
$D6	rW6	5	5
$D7	LW7	3	2
$d8	yQ8	3	3
$D8	RW8	5	3
$dK	AQK	3	3
$DK	rPK	3	2
$dY	KQY	2	2
$DY	pXY	1	1
$Dz	pPz	3	3
$e	qe	6	6
$E	wE	14	3
$e1	Rt1	4	2
$E1	Ry1	4	3
$E7	Ly7	3	1
$e8	St8	4	4
$E9	Yy9	1	1
$eq	ytq	2	2
$Eq	Lyq	3	2
$f	Kf	15	9
$F	YF	10	5
$f_	YD_	3	2
$F1	Rg1	4	2
$f4	MD4	3	2
$f7	LD7	1	1
$f8	RD8	5	2
$F8	Eg8	4	4
$fK	rWK	3	2
$FK	LBK	3	2
$Fw	Npw	1	1
$fY	oPY	2	2
$fz	pWz	2	2
$g	Yg	8	8
$G	KG	11	10
$g1	RB1	3	3
$G1	S01	2	2
$G4	H04	2	2
$G6	r06	4	4
$g8	EB8	4	3
$gY	$BY	2	2
$h1	hL1	3	2
$h4	HL4	1	1
$h5	zL5	2	2
$H5	zj5	1	1
$h6	FL6	1	1
$H6	ej6	2	2
$h7	LL7	1	1
$h8	NL8	3	3
$Hq	Ljq	2	2
$hY	syY	1	1
$HY	u2Y	2	2
$i	on	7	5
$I	tx	10	10
$i_	_n_	2	2
$I_	_x_	2	2
$I4	Jx4	2	2
$I5	zx5	2	2
$i6	un6	6	1
$I6	px6	4	4
$I8	Nx8	4	4
$I9	Yx9	2	1
$iK	OnK	2	2
$IK	pbK	2	2
$Iq	Lxq	1	1
$j	Oj	22	5
$J4	GH4	3	2
$J5	zH5	3	3
$j6	qj6	1	1
$J6	tH6	4	4
$j7	h27	3	2
$j8	R28	4	4
$J8	RH8	5	2
$JA	WjA	1	1
$jw	FAw	1	1
$jY	uwY	1	1
$JY	cjY	2	2
$jz	rwz	2	2
$k_	_T_	1	1
$K1	S41	2	2
$k6	QT6	7	3
$K6	a46	8	8
$K7	L47	3	3
$k8	ET8	3	3
$K8	R48	3	3
$kK	ivK	3	2
$KK	sqK	2	2
$kY	oGY	1	1
$L1	RE1	2	2
$L5	zE5	2	1
$L6	UE6	4	4
$L7	LE7	2	2
$L8	NE8	3	2
$l9	Yc9	3	3
$LK	TyK	1	1
$lY	_cY	2	2
$LY	tNY	2	2
$m_	_u_	2	2
$m$	bI$	1	1
$m4	tI4	1	1
$M5	zJ5	1	1
$m6	mu6	4	3
$m9	Yu9	2	2
$MK	rHK	3	2
$mY	$uY	2	2
$Mz	rHz	2	2
$n	ol	5	5
$n_	_l_	2	1
$N_	_V_	3	2
$n4	ec4	2	2
$N4	HV4	2	2
$n6	ul6	4	3
$n8	hl8	6	3
$N8	LV8	4	4
$n9	Yl9	3	3
$NK	akK	2	2
$o	sr	5	5
$O	_O	19	19
$o_	ri_	1	1
$o1	Rr1	3	3
$O5	Y$5	1	1
$O7	L$7	4	2
$o8	Sr8	4	4
$OK	aYK	3	2
$oq	Lrq	1	1
$Oq	L$q	2	2
$OY	IYY	1	1
$Oz	rYz	2	2
$p	Kp	10	8
$P	YP	19	4
$p_	_m_	1	1
$P_	$X_	2	2
$p1	Rm1	4	2
$P4	MX4	1	1
$P5	zX5	3	2
$P6	rX6	5	5
$p8	hm8	3	3
$p9	Ym9	2	2
$PK	rMK	2	2
$pY	$mY	2	2
$PY	pJY	1	1
$Pz	rMz	1	1
$q	Yq	48	1
$Q	KQ	6	6
$Q1	RU1	5	4
$q4	k74	3	2
$Q6	uU6	2	2
$q7	h77	1	1
$q8	x78	6	6
$Q8	NU8	3	2
$QY	YUY	2	2
$r	oi	10	4
$r1	Ri1	1	1
$R1	Rh1	4	3
$R4	jh4	3	2
$R5	zh5	2	2
$r6	ui6	2	2
$R6	Uh6	6	6
$r7	Li7	1	1
$RY	sEY	2	2
$s	ea	11	3
$s1	Ra1	3	3
$S1	RR1	3	3
$S4	jR4	2	2
$S5	zR5	2	2
$S7	LR7	3	2
$s8	Ra8	3	1
$sY	UoY	2	2
$SY	sLY	2	2
$sz	Boz	3	2
$t	es	4	3
$T	zT	14	1
$T_	_v_	2	1
$T4	Hv4	2	2
$t6	ps6	6	2
$t8	Ss8	3	3
$T8	Ev8	5	4
$TK	iGK	1	1
$tz	Baz	2	2
$U	KU	6	2
$u_	_I_	2	2
$U1	hF1	1	1
$u4	tx4	3	3
$u6	pI6	3	3
$u8	NI8	2	2
$U8	hF8	1	1
$u9	YI9	2	2
$uY	zIY	1	1
$UY	YFY	2	2
$V	AV	7	7
$V5	zk5	3	2
$v6	rG6	4	4
$v7	LG7	2	2
$vK	i0K	2	2
$VK	iTK	1	1
$VY	ovY	2	2
$vz	p0z	2	2
$W	zW	20	5
$W5	zP5	3	2
$w6	eA6	6	4
$W6	rP6	5	3
$w8	RA8	5	2
$W8	RP8	3	3
$wK	iOK	4	3
$WK	rXK	2	2
$wY	uOY	2	2
$WY	pMY	2	2
$wz	rOz	2	2
$Wz	rXz	1	1
$X_	YM_	2	2
$x1	Rb1	4	3
$x4	Jb4	3	2
$x5	zb5	1	1
$X5	zM5	1	1
$x7	Lb7	2	2
$X9	YM9	2	2
$xK	gCK	1	1
$XK	iJK	3	2
$xq	Lbq	1	1
$XY	IRY	1	1
$Xz	rJz	3	2
$y	Oy	6	6
$y4	HN4	2	2
$Y4	Gz4	4	3
$Y5	Yz5	1	1
$y6	FN6	7	4
$y8	LN8	3	3
$Y8	Rz8	3	3
$yq	LNq	1	1
$yY	akY	2	1
$YY	I_Y	1	1
$Z	qZ	7	7
$Z_	zf_	2	2
$z1	S_1	3	3
$Z1	Sf1	1	1
$z5	Y_5	1	1
$z6	s_6	4	4
$z7	T_7	4	1
$Z7	Lf7	1	1
$zK	s9K	2	2
$ZK	rDK	1	1
$zq	L_q	2	2
$zY	I9Y	3	3
$ZY	oWY	2	2
a_	o_	19	16
A_4	T94	3	3
a_5	o95	2	1
A_5	O95	2	1
a_6	Q_6	7	2
A_6	e96	7	5
a_8	T_8	2	2
A_8	b98	3	1
A_K	e3K	1	1
a_Y	y9Y	1	1
A_Y	m3Y	2	2
A$	Pw	11	11
A$4	TY4	3	2
a$5	oY5	1	1
A$6	eY6	6	4
a$7	Z$7	2	2
A$7	SY7	1	1
a$8	v$8	2	2
A$8	CY8	4	4
a$Y	yYY	2	2
A$Y	mzY	2	2
a$z	gYz	2	2
a0	n0	4	4
A0	z0	9	7
a01	T01	3	3
A01	bZ1	2	2
A04	MZ4	2	2
a06	g06	5	4
a08	f08	2	2
A08	CZ8	2	2
a0K	gZK	1	1
A0K	afK	1	1
a1	o1	62	61
A1_	O8_	1	1
A1$	g6$	2	2
a11	T11	5	4
A11	b81	3	3
a14	W14	2	2
a16	c16	7	3
A16	K16	6	5
a17	G17	4	4
A17	S87	3	3
A18	u88	4	4
a2	s2	12	1
A25	Ow5	2	2
A26	K26	3	3
A2K	rAK	1	1
a2Y	EwY	2	2
a2z	gwz	2	2
A2z	aAz	2	2
A3	D3	17	17
a31	T31	3	3
A31	b51	2	2
a34	H34	2	2
A36	t56	7	3
a38	T38	2	2
a3K	Q5K	2	2
a3Y	y5Y	2	2
A3Y	uKY	2	1
a41	T41	2	2
A41	bq1	3	3
a44	H44	3	2
A46	q46	6	6
a47	Z47	2	2
A47	Sq7	4	4
a48	G48	2	1
A4K	_qK	2	2
A4q	Rqq	1	1
a4Y	NqY	1	1
A5	j5	28	5
a51	T51	1	1
a54	H54	2	2
a57	M57	4	3
A57	SK7	4	2
a58	v58	1	1
A58	SK8	2	1
a5K	QKK	2	2
a5Y	NKY	2	2
A5Y	u4Y	2	2
a61	T61	1	1
a64	D64	3	3
A64	Leq	2	2
A66	_66	10	2
a67	v67	3	3
A67	Ce1	3	3
a68	L68	4	4
A68	Be6	4	4
A6Y	ptz	2	2
a6z	ge_	3	3
A6z	at_	2	2
A7_	O1_	2	2
a76	c76	9	5
A76	K76	6	4
a77	G77	4	4
A77	S17	2	2
a78	N78	3	2
A78	u18	6	2
A7O	m8O	2	2
a8	o8	150	36
A8$	FeY	1	1
A81	b61	1	1
a86	c86	7	5
a87	G87	3	3
A87	C67	3	3
A88	B68	4	3
a8K	c6K	2	2
A8K	K6K	1	1
A8Y	mez	2	2
A8z	ae_	2	2
a94	H94	2	2
A94	T34	3	2
a97	M97	4	2
A97	V37	4	2
a98	T98	3	3
A98	b38	2	2
a9K	Q3K	3	3
A9K	e5K	2	2
a9Y	y3Y	2	2
A9Y	m5Y	2	2
aa	ca	11	6
aa1	va1	3	3
aA5	oO5	2	2
aa6	ha6	4	4
Aa6	po6	6	2
AA7	SO7	1	1
aa8	va8	3	2
aA8	vA8	2	2
Aa8	bo8	2	2
AA8	CO8	2	2
AaK	woK	2	2
aaq	Gaq	3	3
aAY	EOY	2	2
AaY	drY	1	1
AAY	p$Y	2	2
aaz	Roz	2	2
aAz	gOz	2	2
Aaz	grz	1	1
AAz	a$z	1	1
aB	iB	6	6
AB	YB	8	3
ab1	vb1	3	3
aB1	vB1	5	3
Ab1	CC1	3	3
ab4	_b4	2	1
ab5	rC5	1	1
Ab5	$C5	1	1
aB6	EB6	5	5
Ab6	dC6	5	3
AB6	Bp6	5	5
ab7	Zb7	2	2
ab8	Wb8	5	2
Ab8	EC8	4	4
aB9	op9	1	1
abK	SCK	1	1
AbK	USK	3	2
abq	Zbq	2	2
abY	aCY	2	2
aBY	apY	2	2
AbY	ACY	2	2
ABY	ApY	2	2
aBz	hpz	2	2
ABz	gmz	2	2
aC	oC	4	4
Ac	qc	2	2
AC	Lu	5	5
ac1	vc1	3	3
aC1	vC1	4	4
ac4	cd4	2	2
aC4	_C4	2	2
Ac4	Kd4	2	2
aC5	rS5	2	2
AC5	$S5	2	2
ac6	Ec6	5	5
aC6	bC6	7	7
aC7	ZC7	1	1
AC7	RS7	2	2
ac8	Zc8	4	4
Ac8	kd8	2	2
aCK	SSK	1	1
ACK	gRK	2	2
acY	idY	2	2
aCY	aSY	1	1
ACY	ASY	2	2
ad	dd	9	3
Ad	qd	8	5
aD_	oW_	3	3
AD1	bW1	1	1
Ad6	pQ6	5	3
AD6	aW6	3	3
aD7	ZD7	2	1
Ad7	RQ7	2	2
ad8	Jd8	3	3
aD8	vD8	3	3
Ad8	LQ8	2	2
AD8	CW8	3	3
aDK	gWK	3	3
Adq	RQq	1	1
aDY	hPY	2	2
ADY	gXY	1	1
aDz	hWz	2	2
ADz	gPz	3	3
Ae	_e	5	5
aE1	vE1	4	2
Ae1	Ct1	4	3
AE1	Cy1	4	4
ae4	ct4	2	2
AE4	My4	2	2
aE5	ry5	2	2
ae6	Le6	5	5
aE7	ZE7	3	3
AE7	Ry7	3	2
ae8	Te8	4	4
aE8	xB1	1	1
Ae8	bt8	4	4
aEK	MyK	2	2
AEK	VNK	2	2
Aeq	Ltq	3	3
AEq	Ryq	1	1
aEY	dNY	1	1
aez	Etz	3	3
Aez	Bsz	1	1
af	cf	12	12
aF	oF	2	2
Af	zf	5	5
af_	rD_	2	2
Af_	OD_	2	2
aF$	yg$	2	2
af1	Tf1	4	3
aF1	GF1	4	4
AF1	Cg1	4	2
af4	_f4	2	2
Af4	PD4	1	1
AF4	Kg4	2	2
Af7	RD7	1	1
af8	vf8	2	2
Af8	CD8	4	4
AF8	hg8	2	2
afK	gDK	1	1
AfK	aWK	1	1
afq	Zfq	2	2
Afq	RDq	1	1
afY	FWY	1	1
aFY	ogY	2	2
AfY	sPY	2	2
AFY	OgY	2	2
aFz	hgz	2	2
Afz	gWz	2	2
ag	og	3	3
Ag	Og	7	5
AG	zG	3	3
ag1	vg1	4	2
Ag1	SB1	2	2
AG1	b01	2	2
aG4	KG4	2	2
AG4	M04	2	2
ag7	Zg7	2	2
ag8	fg8	5	2
aG8	fG8	1	1
Ag8	hB8	5	4
agK	ZBK	3	3
aGK	B0K	2	1
AgK	SpK	2	2
AGK	xg8	1	1
agY	oBY	2	2
AgY	ABY	2	2
aH	rH	12	3
Ah1	SL1	4	2
ah4	qh4	2	2
aH4	HH4	2	2
Ah4	ML4	1	1
ah5	rL5	1	1
aH5	rj5	3	3
Ah5	$L5	2	2
AH5	$j5	2	2
aH6	cH6	5	5
Ah6	QL6	6	6
AH6	KH6	4	4
Ah7	RL7	1	1
AH7	Sj7	1	1
ah8	Wh8	5	5
Ah8	EL8	4	3
ahY	QEY	2	2
aHY	ujY	2	1
AhY	eyY	2	2
AHY	p2Y	1	1
Ai	sn	8	6
AI	qI	8	3
ai_	gn_	3	2
aI_	ix_	2	2
Ai_	Yn_	3	3
AI_	Yx_	2	2
ai1	vi1	4	2
AI4	Xx4	3	2
AI5	Ox5	2	2
ai6	Ei6	5	3
Ai6	pn6	6	4
AI6	gx6	4	4
ai8	fi8	1	1
aI8	WI8	1	1
AI8	Ex8	3	3
aI9	ox9	2	2
aIK	fVY	2	2
aIY	rxY	3	3
AiY	YnY	2	2
AJ	YJ	10	10
aj$	V2$	2	2
aJ5	rH5	2	1
AJ5	$H5	3	3
aj6	cj6	3	1
aJ6	FJ6	2	2
Aj6	_j6	4	2
AJ6	qJ6	8	5
aJ7	GJ7	2	2
AJ8	CH8	3	3
ajY	E2Y	2	2
aJY	uHY	2	2
AjY	pwY	1	1
AJY	njY	2	2
aJz	gHz	2	2
Ajz	awz	2	2
AJz	ajz	2	2
Ak	jk	17	8
Ak_	YT_	1	1
aK1	TK1	4	4
Ak1	bT1	3	3
ak4	Kk4	2	2
ak5	rT5	2	2
ak6	bk6	6	6
aK6	QK6	8	4
Ak6	cT6	6	3
aK8	GK8	6	2
Ak8	hT8	3	3
AK8	C48	3	3
akK	BTK	1	1
AkK	ovK	2	2
AKK	eqK	2	2
akY	FvY	2	2
aKY	N4Y	1	1
AkY	sGY	2	2
AKY	uqY	1	1
al	Fl	7	4
aL	tL	9	9
Al	sc	8	3
al_	ic_	1	1
aL1	GL1	2	2
AL1	CE1	3	2
aL4	KL4	2	2
Al4	Kc4	2	2
aL5	rE5	2	2
AL5	$E5	2	1
al6	El6	3	3
aL6	SL6	3	3
AL6	dE6	6	2
aL7	ZL7	1	1
AL7	RE7	2	2
aL8	WL8	4	4
AL8	EE8	2	2
al9	oc9	2	2
Al9	Oc9	2	2
AlK	wcK	3	3
ALK	VyK	1	1
alq	Zlq	2	2
aLY	QyY	1	1
AlY	YcY	2	2
ALY	qyY	1	1
am_	iu_	1	1
Am_	Yu_	1	1
Am1	Cu1	1	1
aM4	AM4	2	2
AM4	TJ4	2	2
aM5	rJ5	2	2
AM5	$J5	1	1
aM6	UM6	4	1
Am6	Bu6	4	4
AM6	eJ6	7	6
am8	Gm8	4	3
aM8	vM8	5	3
am9	ou9	2	2
Am9	Ou9	2	2
amK	GuK	2	2
aMK	BJK	3	1
amY	auY	3	3
aMY	yRY	2	2
AmY	AuY	2	2
aMz	gJz	3	3
AMz	aHz	2	2
aN	sN	8	8
An	sl	7	6
an_	il_	2	2
An_	Yl_	1	1
AN_	YV_	2	2
aN1	TN1	3	3
AN4	MV4	2	2
an6	En6	2	2
aN6	CN6	4	2
an8	Zn8	3	3
aN8	ZN8	5	2
An8	Sl8	5	3
An9	Ol9	2	2
ANq	RVq	2	2
aNY	UkY	2	1
AnY	YlY	2	2
ANY	tTY	1	1
anz	hlz	1	1
ao	Qo	3	3
aO	iO	15	3
AO	YO	13	13
Ao_	ai_	3	2
ao1	vo1	5	3
aO1	TO1	3	3
aO5	o$5	2	2
ao6	Eo6	2	2
aO6	QO6	7	1
Ao6	pr6	6	2
AO6	e$6	7	7
aO7	ZO7	1	1
AO7	R$7	4	4
ao8	To8	3	3
aO8	vO8	3	3
Ao8	br8	3	3
aOK	g$K	2	2
AOK	tYK	1	1
AOq	R$q	3	2
aOY	E$Y	2	2
AOY	mYY	1	1
aoz	hrz	1	1
aOz	g$z	2	2
AOz	aYz	2	2
ap	qB	8	7
aP	rP	10	8
Ap	zp	7	7
AP	OP	10	9
Ap_	Ym_	3	2
AP_	AX_	2	2
Ap1	Cm1	1	1
AP1	bX1	1	1
aP4	zP4	2	2
AP4	PX4	3	2
aP5	rX5	3	2
AP5	$X5	3	2
ap6	Lp6	3	3
aP6	gP6	7	4
AP6	aX6	4	4
aP8	vP8	1	1
Ap9	Om9	2	2
apK	GmK	2	2
ApK	SuK	1	1
APK	aMK	1	1
aPY	hMY	2	2
ApY	AmY	2	2
APY	gJY	2	2
apz	hmz	1	1
aPz	gXz	2	2
APz	aMz	2	2
aQ	Pa	7	6
Aq	Oq	40	40
AQ	zQ	6	6
aq1	Tq1	3	3
AQ1	CU1	1	1
aq6	dq6	4	4
aQ6	EQ6	5	3
AQ6	pU6	4	4
aq7	Gq7	3	2
Aq7	S77	1	1
Aq8	u78	6	2
AQK	jUK	1	1
aQY	nUY	3	3
Ar	si	7	7
ar_	gi_	2	2
ar1	vr1	2	1
aR1	vR1	4	2
aR4	qR4	3	2
aR5	rh5	2	2
AR5	$h5	2	2
ar6	Er6	5	5
Ar6	pi6	5	5
ar8	Tr8	4	2
AR8	Eh8	4	2
ArK	wiK	1	1
ARq	Rhq	2	2
arY	xiY	3	2
aRY	QLY	2	2
ArY	cnY	1	1
ARY	eEY	2	2
as	ds	5	3
As	Ks	5	5
as1	Ts1	2	2
aS1	vS1	3	3
aS4	KS4	2	2
AS4	JR4	1	1
aS5	rR5	2	1
AS5	$R5	2	2
as6	hs6	4	1
aS6	xS6	4	4
As6	ga6	4	4
AS6	cR6	2	2
aS7	ZS7	2	1
AS7	RR7	2	2
