target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_YH	IzH	3	3
_yK	OkK	3	2
_z	cA	27	26
_Z	dG	12	1
_z1	C1_	1	1
_Z1	hW_	2	2
_z5	T15	2	2
_Z6	u26	1	1
_z7	J57	2	2
_Z7	j27	1	1
_z8	qA8	2	2
_z9	b19	2	2
_Z9	bW9	3	2
_zH	IAH	9	4
_ZH	hGH	6	3
_zK	y5K	2	2
_ZK	J2K	4	3
$_	i_	24	24
$_$	L_$	5	4
$_5	O45	2	2
$_8	e98	5	3
$$5	Dt1	2	2
$$6	Be8	3	3
$$7	XeK	2	2
$$9	xt4	3	3
$$H	BHH	7	6
$$q	Ne6	2	2
$0	pZ	14	13
$06	CG6	2	2
$0H	VZH	4	3
$0K	wGK	2	2
$14	Y44	2	2
$15	O75	2	2
$16	u46	1	1
$19	x79	2	1
$1H	I9H	4	4
$2	lW	18	4
$2_	wL1	2	2
$2$	AW$	3	3
$25	KL5	1	1
$28	sP8	2	2
$3_	jf1	2	2
$3$	LY$	4	3
$31	Ef_	3	2
$35	Lf5	2	2
$36	uz6	1	1
$38	az8	4	4
$3H	hYH	5	5
$3K	LzK	3	1
$4	e7	31	3
$41	Iq_	2	2
$46	BK6	3	3
$48	H78	5	3
$5	r1	3	2
$5$	L1$	6	2
$54	Y_4	1	1
$55	G95	2	1
$58	s_8	2	2
$59	x99	2	1
$6	e8	65	8
$65	OH5	1	1
$66	B$6	3	3
$68	H88	3	3
$6K	V$K	3	3
$7	D7	57	57
$7$	PK$	6	6
$75	O65	2	1
$78	eq8	4	4
$8	K8	116	100
$8$	W$$	3	3
$81	Ie9	3	3
$85	De1	1	1
$87	jH7	2	2
$89	xe4	2	2
$8K	VHK	2	2
$9$	J4$	4	4
$95	OK5	2	2
$96	u76	3	3
$a	Fo	7	7
$A$	L5$	5	5
$A5	G_5	1	1
$a6	Nr6	3	2
$A6	u16	3	3
$a7	Yr7	1	1
$A8	e18	3	3
$AH	y5H	5	5
$aK	jrK	2	2
$AK	V1K	2	2
$b	BC	5	4
$B_	wu1	2	2
$b$	_C$	3	3
$B4	mu4	2	2
$b7	zR7	3	3
$B7	zm7	3	3
$bH	GCH	6	5
$BK	fmK	2	2
$c	pQ	9	3
$C	dR	10	8
$c_	wg1	1	1
$C_	jI1	1	1
$c$	$Q$	5	3
$c1	Lg_	1	1
$C8	tS8	3	3
$c9	Ig9	2	2
$C9	SI9	1	1
$cH	GQH	7	2
$CH	JRH	1	1
$cK	jdK	3	3
$d_	wU1	3	3
$d$	Kd$	3	3
$d1	LU_	1	1
$D6	uO6	2	2
$d7	Yg7	3	2
$D7	DO7	3	2
$d8	tg8	4	3
$D8	lO8	1	1
$dH	ZdH	3	3
$DH	SMH	6	3
$dK	jgK	2	2
$e	ut	7	4
$E	Uy	4	4
$e_	Da1	2	2
$E$	_y$	4	4
$e1	ja_	2	2
$E5	bV5	1	1
$e6	Ns6	2	2
$E6	uN6	1	1
$e7	Ys7	2	2
$E7	ON7	2	2
$e8	gs8	3	3
$E9	Sk9	3	2
$eH	WtH	6	1
$eq	Vsq	3	2
$f	af	2	1
$F_	wm1	1	1
$F$	_B$	3	3
$F1	Lm_	3	3
$f5	P55	1	1
$f6	uA6	3	3
$f8	eA8	3	3
$f9	S59	2	2
$FK	fpK	4	3
$g_	wB1	2	2
$G_	wP1	1	1
$g1	LB_	1	1
$G1	NP_	2	2
$G4	KW4	3	3
$G5	sL5	2	2
$g7	zF7	3	2
$G7	DW7	3	3
$G8	sW8	5	5
$g9	IB9	2	2
$GH	N2H	4	4
$gK	MFK	2	2
$GK	wWK	3	2
$h	QE	7	6
$h_	jN1	2	2
$H_	js_	2	2
$H$	WeH	3	3
$h1	LN_	2	2
$H4	Yt7	1	1
$H5	Ds1	1	1
$H6	gt8	3	3
$h7	Oy7	1	1
$H7	jtK	2	2
$HH	ue	5	5
$hK	fyK	3	3
$HK	Vtq	1	1
$hO	ovO	1	1
$Hq	Nt6	3	2
$i	ZHH	3	3
$I	Qh	15	3
$I_	jy1	2	2
$I$	_h$	3	3
$I1	Ly_	3	3
$i8	tl8	1	1
$I9	Sy9	3	2
$iH	GnH	3	3
$iK	jlK	2	2
$IK	fEK	4	2
$j_	XM1	2	2
$J_	ww1	2	2
$j$	Ww$	1	1
$j1	EM_	2	2
$J1	kw_	3	3
$j6	mD6	3	3
$J6	uj6	3	3
$j7	DD7	2	2
$J7	Dj7	2	2
$J8	aj8	2	2
$jH	SwH	5	5
$JH	SXH	6	2
$JK	wjK	1	1
$k	pV	11	8
$k_	wT1	2	2
$k$	_V$	3	3
$k1	TT_	2	2
$k6	bv6	3	2
$k7	Ov7	3	3
$K7	j67	2	2
$k8	ev8	2	2
$K8	Hq8	2	2
$k9	ST9	3	2
$kH	WVH	6	1
$KH	uqH	4	3
$l	Bc	3	3
$L	tJ	23	11
$l_	Dd1	2	2
$L_	wj1	2	2
$l$	eQ$	4	1
$l1	Ld_	2	2
$L4	AX4	1	1
$L5	Kj5	1	1
$L6	RX6	2	2
$L7	DX7	1	1
$L8	sX8	3	1
$l9	Id9	2	2
$lH	ZcH	2	2
$LH	yJH	6	6
$lK	jQK	1	1
$LK	DXK	1	1
$m_	wb1	2	2
$M$	jO$	3	3
$M1	EY_	2	2
$m4	Ub4	1	1
$M4	A34	1	1
$m7	Ox7	2	2
$M7	w37	2	1
$M8	l38	4	2
$m9	Sb9	3	2
$mH	LuH	5	5
$n	Ul	1	1
$N	Uk	12	1
$n_	DQ1	1	1
$N_	wv1	3	2
$n$	Hl$	5	1
$N6	CV6	1	1
$n7	Yc7	2	2
$N8	tV8	3	3
$n9	IQ9	2	2
$N9	Sv9	3	2
$nK	jcK	2	2
$o	Ur	11	9
$O	e3	14	2
$O_	Xz1	2	2
$o$	Hr$	3	2
$O$	X3$	2	2
$O1	Ez_	2	2
$o6	Ni6	3	3
$O6	uY6	1	1
$O7	wY7	2	2
$oH	WrH	3	3
$OH	y3H	9	2
$OK	jYK	3	3
$P	tL	21	21
$p_	wx1	2	2
$p$	_m$	2	2
$P$	AL$	2	2
$p6	hu6	2	2
$P6	RJ6	3	2
$p7	zu7	2	2
$P8	sJ8	4	2
$p9	Sx9	3	2
$PH	kLH	3	3
$Q	xg	3	3
$Q_	wF1	1	1
$Q1	LF_	1	1
$q5	O$5	1	1
$q6	B86	1	1
$Q7	YU7	2	2
$q8	e88	2	1
$Q8	tU8	1	1
$qH	u6H	1	1
$QH	TO$	5	3
$qq	V8q	2	2
$Qq	VUq	1	1
$r	Fi	7	7
$R	dS	3	2
$r_	Dl1	2	2
$R_	jh1	2	2
$r$	Hi$	4	4
$R7	YI7	3	2
$r8	rn8	4	1
$R8	tI8	5	2
$R9	Sh9	3	2
$RK	fIK	1	1
$S	gI	8	7
$s_	Dr1	2	2
$S_	jE1	3	3
$s$	to$	2	2
$s4	xr4	2	2
$s6	No6	2	2
$s8	Qo8	3	3
$S9	SE9	3	2
$SH	WIH	6	6
$sK	joK	2	2
$SK	fhK	3	1
$T	m0	12	3
$t_	Do1	2	2
$T$	K0$	3	3
$T1	vG_	2	2
$T5	l25	1	1
$t6	Na6	2	2
$T8	sZ8	3	3
$tH	WsH	3	3
$TH	k0H	6	1
$TK	wZK	3	3
$tq	Vaq	2	2
$u	xx	1	1
$U	uF	13	3
$u_	wC1	1	1
$U_	Dp1	2	2
$U$	AF$	3	3
$U1	Wp_	2	2
$U6	NB6	3	2
$u7	Yb7	1	1
$U7	fB7	1	1
$u8	tb8	2	2
$u9	SC9	3	2
$U9	Ip9	3	2
$UH	PFH	5	4
$UK	MBK	1	1
$v	FT	9	1
$V	Bv	9	8
$v_	wZ1	2	2
$V_	w01	2	2
$v$	KT$	4	4
$V$	Kv$	4	4
$v1	TZ_	2	2
$V1	T0_	2	2
$v5	mG5	3	3
$v6	C06	4	3
$V6	bT6	3	2
$v8	s08	3	3
$V8	eT8	2	2
$vH	TTH	4	1
$VK	jTK	4	3
$W	lP	13	10
$w_	XO1	2	2
$w$	JD$	1	1
$W$	AP$	3	3
$w5	KO5	1	1
$W6	RL6	4	3
$w8	cM8	4	2
$wH	SDH	8	7
$WH	NPH	3	3
$wz	G3f	1	1
$x_	jR1	2	2
$X_	JD1	1	1
$x$	_b$	3	2
$X$	Jj$	2	1
$X1	kD_	2	2
$x4	UR4	1	1
$X4	Aw4	2	2
$X6	mw6	4	2
$X7	Dw7	2	2
$x8	tC8	2	2
$X8	aw8	4	3
$xH	PbH	5	1
$XH	SjH	4	4
$XK	wwK	1	1
$y	gN	8	8
$Y	iz	23	21
$Y$	Jz$	3	3
$y1	LV_	2	2
$Y1	NA_	2	2
$Y4	Of4	1	1
$Y5	LA5	2	2
$y6	bk6	2	2
$y7	Ok7	2	2
$Y7	wf7	2	2
$y8	tk8	3	3
$Y8	af8	4	4
$y9	SV9	3	2
$yH	LNH	1	1
$YK	GfK	3	3
$z	gf	13	12
$Z	pG	15	15
$Z1	NW_	2	2
$z6	u56	3	3
$Z6	R26	2	2
$z7	w57	2	2
$Z7	M27	1	1
$z8	e58	3	3
$z9	S19	2	2
$Z9	SW9	3	2
$zH	yAH	3	3
$ZK	w2K	2	2
a_	Q1	44	8
a_$	D1$	4	4
A_$	Z_$	5	4
A_4	w94	1	1
a_5	f95	2	2
A_6	F96	1	1
a_8	n_8	3	3
A_8	q_8	5	3
a_9	I99	2	2
a$$	j$$	4	4
A$$	vH$	3	3
a$1	ke9	2	2
A$4	je7	1	1
a$5	fe1	2	2
A$5	Jt1	2	2
a$6	bH6	1	1
A$7	WeK	2	2
A$8	qH8	3	1
a$9	Ie4	2	2
A$9	Bt4	3	3
a$H	R$H	4	4
a$q	ZHq	1	1
A0	gZ	3	3
a01	PG_	2	2
a04	lG4	3	2
a05	U25	2	2
A06	mG6	2	2
a08	nZ8	3	3
A0H	yZH	3	3
a0K	zZK	3	2
A0K	LGK	3	2
A14	w44	1	1
A15	j75	1	1
A16	F46	4	3
a18	r98	3	3
A18	_98	3	3
A19	B79	2	2
a1H	N_H	8	8
A1H	b9H	5	5
a2	R2	12	12
a2_	zP1	2	2
A2_	LL1	2	2
a21	ZP_	2	2
a26	EW6	3	3
a27	fW7	4	3
a2H	Z2H	4	4
a2K	zWK	1	1
A3	K3	23	12
a3$	O3$	3	3
a31	vz_	2	2
A31	Rf_	2	2
a34	$Y4	1	1
A34	wz4	2	2
A35	Zf5	2	2
a36	SY6	1	1
A36	Fz6	1	1
a37	zY7	3	3
a38	QY8	1	1
a3H	Z3H	4	3
A3H	CYH	6	1
a3K	YYK	3	3
a4	t4	24	24
A4	K4	23	2
a4$	M4$	6	3
A41	bq_	2	1
A44	jK4	2	2
a45	_K5	2	2
a46	S76	1	1
A46	dK6	4	3
a48	o78	3	2
A48	_78	5	2
A54	j_4	1	1
a55	X_5	2	2
A55	V95	2	2
A56	F_6	2	2
a58	r18	5	5
A58	K18	3	1
a59	I_9	2	1
A59	B99	2	1
A5H	S1H	3	3
A5q	E_q	2	1
a6	t6	59	2
A65	jH5	2	2
A66	d$6	1	1
A68	_88	3	3
a6H	I6H	10	5
A6H	B8H	7	5
A6K	E$K	2	2
A6q	E$q	2	2
A7	Y7	32	32
a7$	w7$	6	1
A7$	TK$	1	1
a71	kq_	3	2
a75	_q5	2	1
A75	j65	2	2
a76	bK6	2	2
a78	rK8	3	3
a8	r8	82	12
A8$	v$$	4	4
A81	be9	2	2
a84	_$4	1	1
A84	jH4	1	1
a85	_H5	1	1
A85	Je1	2	2
a86	b$6	1	1
A86	dH6	3	3
a87	Y$7	2	2
a88	o$8	5	2
A89	Be4	2	2
A8H	F$H	5	5
a8K	W$K	1	1
A8K	EHK	2	2
A8q	IHq	2	2
A9$	W4$	2	2
a95	_75	2	2
A95	jK5	2	2
a96	S46	4	2
A96	F76	2	2
A98	_48	5	3
a99	I79	1	1
aA	pA	35	8
Aa	Qo	4	1
AA	n5	39	36
aa_	fr1	2	2
aA1	N1_	1	1
aa4	Ir4	1	1
aA4	M54	1	1
aA5	j15	2	2
AA5	$54	1	1
aa6	Zo6	2	2
Aa6	Ir6	3	2
AA6	F16	3	3
aa7	Ko7	4	3
aA7	z57	2	2
Aa7	wr7	2	2
aa8	Bo8	1	1
aaH	jaH	6	6
aAH	TAH	4	4
AAH	S5H	2	2
aAK	W5K	2	2
aB	RB	2	2
Ab	UC	11	9
ab_	YR1	2	2
aB_	zm1	1	1
AB_	Lu1	2	2
ab$	eC$	3	3
aB1	Dm_	2	2
ab4	uR4	2	2
aB4	Rm4	2	2
AB4	Uu4	2	2
Ab6	SR6	2	2
aB7	$p7	2	2
ab8	iC8	3	2
abH	wbH	5	5
aBK	$pK	3	3
ABK	MmK	3	3
Ac	dQ	7	6
ac_	fd1	2	2
Ac_	Lg1	1	1
AC_	PI1	2	2
ac$	rQ$	4	4
Ac$	AQ$	6	4
AC$	YR$	2	2
ac1	Dd_	2	2
Ac1	Zg_	2	2
ac4	Sd4	2	2
Ac4	Fg4	3	2
AC6	mS6	2	2
aC7	qR7	3	2
Ac7	wd7	1	1
AC7	wS7	1	1
ac8	iQ8	2	2
aC8	iR8	2	2
AC8	qR8	3	3
ac9	kd9	2	2
Ac9	bg9	2	2
AC9	xI9	1	1
acH	XcH	2	2
aCH	wCH	1	1
ACH	TRH	6	6
acK	YQK	2	2
AcK	PdK	3	3
ad	RQ	6	3
aD	rD	17	17
ad_	zg1	2	2
aD_	OO1	2	2
Ad_	LU1	3	3
aD$	MD$	6	2
Ad$	zd$	2	2
AD$	GM$	2	1
ad1	Dg_	2	2
Ad1	ZU_	2	2
Ad4	FU4	1	1
aD5	t35	2	2
aD6	SM6	1	1
Ad6	Ig6	2	2
AD6	FO6	4	4
aD7	fM7	3	2
Ad7	wg7	1	1
AD7	JO7	3	3
ad8	id8	3	3
aD8	FM8	2	1
adH	XQH	5	5
aDH	NDH	1	1
ADH	xMH	7	5
adK	YdK	2	2
aDK	zMK	3	3
AdK	PgK	1	1
ADK	LOK	2	2
ae	Se	7	6
AE	cy	13	4
ae_	fs1	2	2
Ae_	Ja1	1	1
AE_	Pk1	2	2
Ae$	qt$	4	4
ae1	Ys_	2	2
aE1	DN_	2	2
Ae1	Pa_	2	2
AE5	pV5	2	2
aE6	Sy6	2	2
Ae6	Is6	3	2
ae7	Kt7	1	1
aE7	_y7	1	1
Ae7	ws7	1	1
AE7	jN7	2	2
Ae8	ls8	3	2
AE9	xk9	3	2
aeH	jeH	1	1
aEH	wEH	3	3
AeH	vtH	4	2
aeK	YtK	1	1
aEK	$yK	1	1
aEO	cvO	1	1
Aeq	Esq	2	2
af	Qz	33	33
aF	SF	13	4
Af	Hz	17	1
AF_	Lm1	3	3
af$	Mz$	2	1
AF$	YB$	4	3
af1	ZA_	2	1
aF1	jp_	2	2
Af5	T55	1	1
aF7	$B7	2	2
AF7	Mp7	2	2
af8	lf8	4	4
Af8	Kf8	1	1
aF9	kp9	3	2
AF9	bm9	3	2
afH	TzH	3	3
aFH	wFH	3	3
afK	XfK	3	2
aFK	ABK	1	1
AfK	yAK	3	2
AFK	MpK	3	3
ag	hg	7	7
ag_	zF1	2	2
Ag_	LB1	2	2
AG_	LP1	2	2
ag$	eU$	2	2
aG$	t2$	2	2
Ag$	GRH	2	2
AG$	z2$	3	3
ag1	DF_	1	1
aG1	ZW_	2	2
Ag1	ZB_	1	1
AG1	IP_	2	2
Ag4	FB4	2	2
aG5	UP5	2	2
aG6	y26	1	1
Ag6	IF6	1	1
ag7	KU7	3	3
aG7	A27	1	1
AG7	JW7	3	2
AG8	$28	5	4
aG9	NW9	2	2
Ag9	bB9	2	2
agH	XgH	5	4
AgH	vUH	7	1
agK	YUK	2	2
aGK	z2K	1	1
AgK	XFK	1	1
agq	WUq	1	1
Ah	rE	6	6
ah_	Yy1	3	3
Ah_	PN1	1	1
AH_	Ps_	2	2
AH$	veH	3	3
ah1	Dy_	3	3
Ah1	ZN_	2	2
aH4	_e7	1	1
aH5	ft1	2	2
AH5	Js1	2	2
ah6	IE6	3	2
aH6	be8	4	2
Ah6	Fy6	3	3
AH6	lt8	2	2
AH7	PtK	1	1
AH8	qe$	4	4
ah9	Ny9	3	2
aH9	It4	3	3
ahA	XNA	2	2
aHH	RHH	8	8
AHH	Fe	7	5
AhK	MyK	4	2
aHq	Ze6	2	2
ai	xi	11	9
aI	uI	7	6
Ai	Bn	5	5
ai_	fl1	2	2
aI_	YE1	2	2
Ai_	Jc1	1	1
AI_	Py1	2	2
ai$	on$	3	3
AI1	Zy_	3	3
aI6	Sh6	4	3
ai7	Kn7	1	1
Ai7	wl7	2	2
AI7	jE7	2	2
Ai8	qn8	2	2
aI9	NE9	3	2
AI9	xy9	3	2
aiH	XiH	4	1
aIH	jIH	4	4
AiH	VnH	2	2
AIH	vhH	6	2
aIK	$hK	2	2
AiK	PlK	2	2
AIK	MEK	3	1
aj	Qj	11	11
Aj	sw	25	1
aj_	MD1	3	3
aJ_	zj1	1	1
Aj_	WM1	2	2
AJ_	Lw1	2	2
aj$	Dj$	1	1
Aj$	vw$	5	4
AJ$	vX$	3	1
aj1	GD_	1	1
Aj1	RM_	2	1
AJ1	hw_	2	2
aJ4	HX4	1	1
aj5	tM5	1	1
Aj5	zM5	2	2
aj6	Rw6	3	3
aJ6	yX6	1	1
AJ6	Fj6	3	3
aJ7	fX7	2	2
Aj7	JD7	3	3
aj8	lw8	2	2
aJ8	nX8	2	2
AJ8	HX8	2	2
AjH	xwH	5	4
aJK	fXK	2	2
AJK	LjK	2	2
AJq	Ejq	2	1
Ak	gV	8	8
ak_	zv1	1	1
Ak_	LT1	2	1
Ak$	YV$	3	3
AK4	j64	2	2
aK5	_65	1	1
Ak5	p05	2	2
AK5	j85	1	1
Ak6	pv6	2	2
ak7	_V7	2	2
Ak7	jv7	2	2
Ak8	KV8	4	2
AK8	_q8	3	3
ak9	Nv9	3	2
Ak9	xT9	3	2
aKf	y$z	2	2
akH	wkH	8	2
AkH	vVH	5	3
AKH	FqH	8	3
akK	$VK	1	1
AkK	MvK	3	3
AKq	E6q	3	1
aKz	X8f	1	1
al	xl	5	5
Al	dc	5	5
AL	qL	20	1
al_	fQ1	2	1
aL_	zX1	2	2
Al_	Jd1	2	2
AL_	Lj1	2	2
al$	oc$	3	3
aL$	HL$	2	2
Al$	Kc$	3	3
Al1	Zd_	2	2
AL4	OX4	2	2
aL5	tj5	2	2
AL5	zj5	1	1
al6	Zc6	2	2
aL6	yJ6	1	1
AL6	uX6	3	3
al7	Kc7	1	1
aL7	fJ7	2	2
aL8	nJ8	1	1
Al8	qc8	2	2
AL8	$J8	3	2
al9	kQ9	2	2
aLH	GLH	4	4
AlH	kcH	5	1
ALH	SJH	6	6
AlK	PQK	2	2
ALK	JXK	1	1
aM	iM	27	4
am_	zx1	2	2
Am_	Lb1	2	2
am$	eu$	2	2
aM$	OM$	5	1
AM$	PO$	4	4
Am4	cb4	1	1
aM5	H35	2	2
am6	Vu6	1	1
aM6	SO6	2	2
Am6	Cx6	3	2
AM6	F36	4	3
aM7	fO7	2	2
AM7	L37	2	2
aM8	UO8	2	1
