target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
_m9	_I9	2	1
_mq	QIq	2	2
_Mq	jsq	1	1
_MY	kjY	2	2
_n	gl	7	3
_N	FV	5	5
_N_	Wk_	2	2
_n4	ec4	2	2
_N4	qV4	2	2
_N6	LV6	5	4
_n8	wl8	1	1
_o	Br	6	6
_o_	Xi_	2	2
_o1	$r1	1	1
_O5	jz5	1	1
_O6	bY6	7	7
_O7	nz7	2	2
_oK	snK	1	1
_oY	NnY	2	2
_OY	y_Y	1	1
_oz	Enz	2	2
_p	um	6	3
_p_	Xu_	1	1
_p1	Xm1	3	3
_p4	eu4	1	1
_P5	JM5	1	1
_p6	Tm6	4	3
_p9	_u9	2	2
_pK	JuK	1	1
_PK	ZMK	2	1
_pY	yIY	2	2
_PY	VJY	2	1
_Pz	sJz	2	2
_Q	bU	5	5
_q_	_1_	1	1
_q1	w71	4	3
_Q1	AU1	2	2
_q4	z74	4	3
_q6	p76	5	5
_q7	c17	4	3
_q8	A78	6	2
_QA	VgO	1	1
_qO	k8$	2	2
_qY	L8Y	2	2
_R	Bh	14	14
_r_	Xn_	2	2
_R1	Ah1	4	2
_R4	qh4	2	2
_R5	JL5	2	2
_R6	Th6	2	2
_R7	cL7	2	2
_r8	Oi8	5	3
_R8	Xh8	2	2
_r9	_n9	1	1
_RY	yEY	2	2
_rz	Elz	2	2
_s_	Xo_	2	2
_S1	wR1	3	2
_S4	KR4	2	2
_S5	Jh5	2	2
_s6	fa6	3	2
_S6	vR6	3	3
_S7	nh7	2	2
_s8	Aa8	2	2
_Sq	Qhq	2	2
_sY	VrY	2	2
_SY	yLY	2	1
_t	ms	2	2
_T	Bv	12	1
_T4	qv4	2	2
_t6	fs6	3	3
_T6	Ev6	3	3
_t8	Os8	3	1
_T8	Dv8	2	2
_tq	laq	2	2
_tY	GoY	2	2
_tz	YP_	2	2
_U	CF	10	9
_U1	MF1	2	2
_u4	tx4	2	2
_u5	jx5	2	2
_u6	TI6	3	2
_u8	WI8	4	1
_U8	JF8	5	5
_uK	wxK	2	2
_uY	VbY	1	1
_v	UG	6	6
_V	gk	7	1
_V_	WT_	1	1
_V6	Lk6	7	4
_v7	n07	2	2
_V7	nT7	2	2
_v8	DG8	3	2
_V8	NA6	4	2
_vK	M0K	3	2
_VK	JTK	3	2
_vq	Q0q	3	2
_w	$w	27	2
_W_	_X_	3	2
_W1	wP1	2	2
_W4	qP4	4	3
_w5	jO5	1	1
_W5	JX5	1	1
_w6	mA6	4	4
_w7	cO7	3	1
_w8	WA8	2	2
_W9	jX9	1	1
_WK	fXK	3	2
_WY	VMY	1	1
_wz	XOz	2	2
_Wz	sMz	2	2
_x	xb	10	10
_X	iM	20	2
_x1	Jb1	4	3
_X4	qM4	2	1
_x5	jC5	2	1
_X5	JJ5	3	3
_x6	vb6	2	2
_x7	nC7	2	2
_X7	oJ7	2	2
_y	dN	5	5
_Y	G$	19	13
_y_	WV_	1	1
_y1	tV1	3	3
_Y1	Hz1	3	3
_Y4	qz4	1	1
_y5	JV5	2	2
_y6	hN6	3	3
_y8	fN8	4	1
_Y8	Wz8	2	2
_yK	JVK	2	2
_yY	kkY	2	2
_YY	y9Y	2	2
_z	zz	21	9
_z4	Y_4	1	1
_Z4	qf4	3	3
_Z6	hf6	4	4
_z7	c97	1	1
_ZK	DDK	1	1
_zY	y3Y	2	2
_ZY	EWY	1	1
_Zz	tWz	2	2
$_4	w94	2	2
$_6	B96	5	5
$_8	G98	4	2
$_K	h3K	2	2
$_Y	C5Y	2	2
$$K	Wsq	2	2
$$Y	LYY	1	1
$0	nZ	4	3
$0_	vf_	3	3
$01	zZ1	3	1
$04	$Z4	1	1
$07	sf7	4	4
$08	JZ8	5	2
$0K	vfK	2	2
$0q	ifq	3	2
$11	X81	1	1
$17	a67	3	3
$1Y	bez	2	2
$1z	Z6z	1	1
$2	Y2	14	14
$26	Uw6	5	4
$28	Gw8	3	3
$2K	VAK	1	1
$2Y	ROY	2	2
$2z	ZAz	2	2
$34	w54	2	2
$36	d56	4	4
$3Y	b4Y	1	1
$4_	A7_	2	2
$41	Xq1	3	3
$45	Y75	2	1
$48	Jq8	4	4
$4O	L1$	1	1
$54	wK4	3	3
$56	QK6	3	3
$57	i47	3	3
$58	WK8	4	3
$5K	n4K	3	3
$64	weq	3	3
$66	Fe	6	6
$67	at1	4	4
$6O	TsY	1	1
$6Y	xsz	2	2
$71	X11	2	2
$76	U16	4	4
$77	a87	3	3
$78	X18	1	1
$7K	_1K	3	3
$7O	L6$	2	2
$7Y	b6Y	3	3
$7z	Z8z	2	2
$84	w64	3	2
$8O	ktY	2	2
$9	K9	37	11
$91	P31	3	1
$9Y	CKY	1	1
$a	Uo	5	4
$a1	$o1	3	3
$A4	$$4	3	2
$a6	ko6	5	4
$A6	p$6	4	3
$a8	Mo8	2	2
$aj	nQj	1	1
$aY	xiY	1	1
$b	gC	12	12
$B	gp	10	8
$B_	Zm_	2	1
$B1	Zp1	4	4
$b6	EC6	5	2
$b7	sS7	2	1
$B9	Am9	2	2
$bY	RRY	2	2
$c	pd	11	4
$C	BS	11	3
$c4	Yd4	2	2
$C4	$S4	2	2
$c6	vd6	1	1
$C6	ES6	6	3
$c8	Dd8	2	2
$C8	kS8	4	4
$cz	aUz	3	2
$D_	GP_	1	1
$D5	DP5	3	2
$d6	vQ6	2	2
$d8	DQ8	1	1
$D8	JW8	2	2
$DK	kPK	3	2
$DY	SXY	1	1
$dz	aFz	2	2
$Dz	zPz	2	2
$E	oy	8	8
$E_	vN_	2	2
$e1	PE1	1	1
$E4	$y4	2	2
$E6	by6	2	2
$E7	sN7	2	1
$EK	DNK	2	2
$EY	LVY	2	1
$ez	xaz	3	3
$F1	fg1	3	3
$f4	$D4	2	2
$f5	DW5	3	2
$f6	xD6	2	2
$f7	sW7	3	2
$f8	JD8	3	3
$F8	fg8	3	3
$fK	vWK	2	2
$fz	zWz	1	1
$Fz	YBz	1	1
$g	pB	3	3
$G	c0	17	4
$g_	Zp_	2	2
$G_	vZ_	2	2
$G1	z01	2	2
$G4	$04	2	2
$g6	yB6	3	3
$G8	G08	3	3
$g9	Ap9	2	2
$GK	fZK	1	1
$gq	ipq	2	2
$Gq	iZq	1	1
$gY	hmY	2	2
$GY	SfY	2	2
$h1	ML1	4	2
$H5	f25	2	2
$h6	RL6	1	1
$h7	sE7	2	2
$h8	VL8	1	1
$H8	Gj8	1	1
$hK	fEK	1	1
$hY	xyY	1	1
$HY	SwY	2	2
$Hz	Z2z	2	2
$i1	jn1	3	3
$I1	fx1	4	4
$I4	Yx4	3	2
$I5	Pb5	2	2
$i6	Vn6	5	2
$I7	ab7	1	1
$i8	Jn8	1	1
$I8	Tx8	4	4
$i9	Al9	2	2
$IK	XbK	1	1
$iq	ilq	2	2
$iY	RcY	1	1
$IY	RCY	1	1
$J	sH	19	5
$j5	Pw5	2	2
$J6	BH6	4	4
$j8	G28	3	3
$jK	kwK	1	1
$jY	RAY	2	2
$JY	L2Y	2	2
$jz	Zwz	1	1
$k	QT	6	6
$K	IK	14	14
$k4	$T4	2	2
$k6	CT6	4	4
$K6	c46	6	1
$K7	rq7	3	1
$KK	_4K	3	3
$L	lE	11	11
$L1	AE1	4	4
$L5	Dy5	2	2
$l6	vc6	3	3
$L7	sy7	3	2
$l8	Wc8	2	1
$LK	DyK	3	3
$Lq	iyq	2	2
$lY	SQY	2	2
$LY	xNY	1	1
$lz	aQz	2	2
$m	Qu	13	2
$M	XJ	16	7
$m4	Yu4	3	3
$M4	$J4	3	2
$m5	PI5	2	2
$mY	hxY	1	1
$MY	LjY	2	2
$N_	vk_	2	2
$n4	Yl4	2	2
$N6	bV6	5	5
$N7	sk7	2	2
$n8	Xl8	4	4
$NK	DkK	2	1
$o	dr	7	3
$O	J$	17	16
$o_	Zi_	2	2
$o$	ccA	2	2
$O4	$Y4	4	3
$O5	Pz5	1	1
$o6	kr6	7	3
$O6	pY6	6	3
$OY	S_Y	2	2
$p	Fm	5	1
$P	KP	13	12
$p1	Zm1	1	1
$P4	$X4	3	2
$p6	Em6	5	4
$P7	qX7	3	2
$p8	T08	3	3
$p9	Au9	2	2
$pK	DuK	2	2
$PK	VMK	2	1
$pY	SIY	2	2
$PY	hJY	1	1
$Pz	_Mz	2	2
$q	wq	8	3
$q_	A1_	1	1
$q4	w74	2	1
$q6	U76	8	5
$Q6	NU6	3	3
$q7	o17	4	2
$Q8	DU8	2	2
$qO	L8$	2	2
$QY	SgY	1	1
$R	ch	12	1
$r_	Zn_	2	2
$R1	Mh1	3	3
$R4	Oh4	2	2
$R5	DL5	3	3
$R6	Eh6	5	5
$R8	Zh8	4	4
$r9	An9	2	2
$RK	fLK	2	2
$rY	RlY	2	2
$RY	SEY	1	1
$rz	Clz	2	2
$s	Ua	6	3
$S	gR	7	7
$s_	Zo_	2	2
$s1	_a1	1	1
$S1	XR1	1	1
$S4	OR4	2	2
$S5	Dh5	2	2
$s6	ka6	4	4
$S6	yR6	2	2
$S7	sh7	2	2
$s8	Ma8	3	3
$sK	_oK	1	1
$sY	NrY	2	2
$SY	ELY	1	1
$t	Us	3	1
$t6	Ts6	4	4
$T6	Cv6	4	4
$T7	sG7	2	2
$t8	Js8	3	2
$T8	Tv8	2	2
$tq	aaq	3	3
$tY	NoY	1	1
$tz	Coz	1	1
$U	pF	6	4
$U1	fF1	1	1
$u5	Px5	2	1
$u6	EI6	4	4
$U7	ag7	2	2
$uK	XxK	1	1
$uq	ixq	2	2
$uY	hbY	2	2
$UY	SBY	2	2
$v	nG	11	8
$V_	vT_	1	1
$v4	$G4	2	2
$V6	bk6	7	5
$v8	TG8	5	2
$VK	DTK	2	2
$vY	SZY	1	1
$W_	AX_	2	2
$w5	PO5	2	2
$W5	DX5	1	1
$w6	UA6	6	4
$W6	xP6	3	3
$w7	oO7	3	3
$W7	qP7	3	3
$w8	vA8	6	2
$WK	kXK	2	2
$Wq	lXq	2	1
$wY	h$Y	2	2
$WY	hMY	2	2
$wz	ZOz	2	2
$Wz	_Xz	3	2
$x	Bb	9	4
$X	sM	19	2
$x1	Db1	3	3
$x4	Yb4	2	2
$X4	OM4	2	2
$x5	PC5	2	1
$X5	DJ5	2	2
$x6	yb6	3	1
$x7	sC7	1	1
$xK	DCK	2	2
$y	rN	7	7
$y_	vV_	2	2
$Y1	Wz1	1	1
$y4	$N4	2	2
$y5	DV5	2	2
$y6	IN6	7	2
$Y7	t_7	2	2
$y8	kN8	4	3
$Y8	vz8	2	2
$yK	DVK	2	2
$YK	R_K	3	3
$yY	LkY	2	2
$YY	S9Y	2	2
$Z_	vD_	2	1
$Z4	$f4	3	2
$z6	p_6	6	3
$z7	o97	1	1
$z8	v_8	4	1
$zK	h9K	2	2
$Zq	lDq	2	2
$zY	S3Y	2	2
$Zz	zDz	2	2
a_	s_	27	3
A_	z_	5	4
a_1	Y_1	3	3
a_4	t94	3	2
A_4	A94	3	2
A_6	wI6	4	4
a_7	m97	1	1
A_7	l37	3	3
a_8	j_8	3	3
A_8	Z98	2	2
A_K	L3K	2	2
a_Y	G3Y	2	2
A_Y	S5Y	1	1
A$5	X$5	2	1
a$6	SA6	4	4
a$8	jA8	5	4
a$K	MOK	3	3
A$K	Psq	3	3
a$Y	f$Y	2	2
A$Y	EYY	1	1
a$z	AOz	2	2
A0	lZ	2	1
a0_	jZ_	2	1
A0_	Gf_	3	3
a01	nZ1	3	2
A01	_Z1	3	1
A04	YZ4	2	1
a08	z08	2	2
a0K	OZK	4	3
A0K	GfK	1	1
a0q	mZq	3	2
a0Y	GfY	1	1
A0z	_fz	2	2
A1	$1	90	54
a11	_11	3	3
a17	g87	3	3
A17	o67	3	3
a18	z18	5	1
A18	M88	2	2
a1K	l8K	3	2
a1O	D6$	1	1
a1Y	T6Y	1	1
A1Y	Cez	2	2
a1z	A8z	2	2
A1z	f6z	1	1
a25	zw5	2	2
a27	Fw7	2	2
A27	sA7	1	1
A28	Zw8	5	3
a2K	JwK	3	3
A2K	kAK	1	1
a2Y	ZAY	2	2
A2Y	hOY	2	2
a2z	Awz	2	2
A2z	fAz	2	2
a3	n3	23	23
A3	_3	16	5
a31	z31	3	3
a36	C36	6	2
A36	Q56	6	4
a37	m57	1	1
A38	P58	2	1
a3K	f5K	1	1
A3K	lKK	1	1
a3Y	vKY	2	2
A3Y	C4Y	2	2
A4	$4	39	1
A4_	O7_	2	2
a41	_41	3	3
a44	sq4	1	1
A45	z75	2	1
a46	C46	4	4
a47	pq7	4	3
A47	i77	3	3
A48	Hq8	2	2
A4O	E1$	2	2
a5	x5	20	20
a51	_51	3	2
A54	AK4	3	3
A56	UK6	3	3
a57	mK7	1	1
A57	n47	2	2
A58	PK8	2	2
a5K	uKK	2	2
A5K	l4K	3	3
a61	_61	4	4
A61	Me8	4	4
A64	Aeq	3	3
a65	stK	3	2
a67	ge1	3	3
A67	ot1	4	4
a68	O68	4	4
a6O	JtY	2	2
A6Y	bsz	2	2
A7	z7	71	63
a71	_71	5	2
A71	M11	2	2
a74	s14	2	2
a77	B17	2	2
A77	o87	3	2
A78	M18	2	2
A7K	K1K	3	3
A7O	E6$	2	2
a7Y	T8Y	1	1
A7Y	C6Y	2	2
A7z	f8z	2	2
A8$	RtO	1	1
A81	M61	4	4
a84	s64	2	2
A84	A64	2	2
a88	z88	3	3
A8O	TtY	2	2
A8q	oe7	1	1
a8Y	Tez	1	1
A8Y	btz	2	2
a8z	A6z	2	2
a9	r9	41	4
A91	X31	2	2
a94	s34	1	1
a96	L96	1	1
A97	l57	2	2
a9K	f3K	2	2
a9Y	v5Y	2	2
A9Y	SKY	1	1
aa	Ca	9	9
Aa	Fo	4	1
aa_	Ao_	3	2
AA4	Y$4	3	3
aA5	z$5	1	1
aa6	Ja6	1	1
aA6	LO6	4	4
Aa6	To6	4	1
aA7	p$7	4	3
AA7	rY7	4	3
aa8	Ka8	3	3
aA8	jO8	3	3
Aa8	Jo8	2	2
AA8	G$8	4	4
aaK	lrK	1	1
aaY	frY	2	1
aAY	DYY	2	2
AaY	biY	2	2
AAY	RzY	2	2
aB	EB	5	4
AB	Bp	5	4
AB_	fm_	2	1
ab1	$b1	2	1
AB1	fp1	3	3
ab4	iC4	1	1
ab5	zC5	1	1
ab6	Pb6	5	5
aB6	WB6	2	2
Ab6	yC6	1	1
AB6	yp6	5	5
ab7	FC7	2	2
Ab7	aS7	2	1
AB8	Dp8	3	3
aB9	am9	2	2
AB9	Om9	2	2
ABK	jmK	2	2
AbY	hRY	1	1
ac	Ec	11	6
aC	EC	9	6
Ac	md	5	5
AC	pS	9	9
AC4	YS4	1	1
aC5	zS5	2	2
AC5	XR5	2	2
aC6	WC6	2	2
Ac6	Gd6	5	3
aC7	FS7	3	1
AC7	aR7	1	1
acK	iQK	1	1
ACw	eNw	1	1
acY	GQY	1	1
aCY	ZRY	2	2
ACY	hhY	2	2
acz	gQz	3	2
Acz	oUz	3	2
ad	Js	3	3
aD	pD	14	5
AD_	ZP_	1	1
aD1	qD1	3	3
Ad1	JQ1	3	3
aD4	rW4	2	2
aD5	$W5	3	2
AD5	WP5	3	2
Ad6	GQ6	6	1
ad8	$d8	3	3
aD8	qD8	2	2
AD8	HW8	3	3
adK	rUK	1	1
aDK	jWK	2	2
ADK	TPK	3	2
adY	GUY	1	1
aDY	vPY	2	2
AdY	RFY	2	1
ADY	RXY	1	1
adz	gUz	3	2
aDz	nPz	2	2
Adz	oFz	3	3
ADz	_Pz	2	2
aE	IE	14	4
AE_	GN_	2	2
ae1	gt1	3	2
aE1	ay1	4	2
Ae1	XE1	3	3
aE4	ry4	2	2
Ae6	Gt6	6	2
AE6	Cy6	1	1
aE7	Fy7	3	3
ae8	_e8	3	3
aE8	XE8	4	4
aEK	$yK	3	2
AEK	WNK	2	2
aeq	stq	2	2
aEq	myq	2	2
aEY	TNY	1	1
AEY	EVY	2	1
aez	ksz	1	1
Aez	baz	3	3
Af	iD	18	18
aF1	OF1	4	2
Af1	YD1	1	1
AF1	Dg1	3	3
af4	rD4	1	1
aF4	ig4	2	2
Af5	WW5	3	2
Af6	bD6	4	4
Af7	aW7	3	3
af8	qf8	2	2
aF8	$F8	4	4
Af8	HD8	3	3
AF8	Dg8	4	1
aF9	aB9	1	1
afK	HDK	3	2
AfK	GWK	1	1
AFK	YBK	1	1
AFO	kp$	1	1
afY	vWY	2	2
aFY	GBY	2	2
AfY	SPY	2	2
afz	nWz	3	3
aFz	iBz	2	2
Afz	_Wz	1	1
AFz	zBz	2	2
ag	Eg	10	10
Ag	mB	8	5
ag1	Og1	1	1
aG1	n01	2	2
AG1	_01	3	3
Ag4	zB4	2	2
aG6	GG6	5	1
AG6	R06	4	2
ag8	Ag8	5	4
aG8	HG8	1	1
Ag8	fB8	4	4
AG8	Z08	3	3
Ag9	Op9	2	2
AGK	DZK	2	2
AGq	nZq	2	2
AgY	LmY	2	2
agz	ipz	1	1
aH	UH	6	6
Ah1	JL1	4	3
ah4	rL4	2	2
ah5	$L5	2	1
ah6	Wh6	3	3
Ah6	hL6	3	3
AH6	Bj6	5	5
ah7	pL7	2	2
Ah7	aE7	3	3
ah8	wh8	2	2
Ah8	kL8	5	2
ahK	OLK	1	1
AhK	DEK	1	1
AHK	k2K	2	2
ahY	GEY	2	1
aHY	D2Y	2	2
AhY	byY	2	2
AHY	RwY	2	2
aHz	Ajz	2	2
AHz	f2z	2	2
ai	bi	8	8
aI	RI	7	7
Ai	dn	6	6
ai_	An_	1	1
Ai1	wn1	3	3
AI1	Dx1	5	3
aI4	nx4	2	2
AI4	zx4	2	2
AI5	Xb5	2	2
ai6	Ji6	4	4
Ai6	kn6	3	3
AI7	ob7	2	2
aI8	jI8	2	2
Ai8	Hn8	6	4
AI8	vx8	4	4
ai9	al9	2	2
Ai9	Ol9	2	2
aIK	_xK	1	1
AIK	MbK	2	2
aIq	mxq	2	2
AIq	nbq	2	2
aiY	ZlY	1	1
aIY	fbY	2	2
AiY	hcY	1	1
AIY	hCY	2	1
aiz	vlz	1	1
Aj	qj	24	5
AJ	aH	12	3
aJ4	rH4	2	1
aj5	O25	2	2
aJ5	$H5	1	1
Aj5	Xw5	2	2
aj6	hj6	5	4
aJ6	yJ6	4	4
aJ7	dH7	3	2
Aj7	aw7	1	1
AjK	TwK	1	1
ajq	Q2q	1	1
aJq	vaq	2	2
ajY	GwY	1	1
aJY	DjY	2	2
AjY	hAY	2	2
AJY	E2Y	2	2
ajz	A2z	2	2
Ajz	fwz	1	1
ak	bk	4	4
AK	zK	61	5
aK$	WqA	2	2
ak1	nT1	2	2
aK1	_K1	3	2
Ak1	_T1	4	2
ak4	rT4	2	2
aK4	s44	3	2
aK5	_45	1	1
aK6	CK6	3	3
Ak6	ST6	2	2
AK6	d46	7	5
aK7	m47	2	2
AK7	iq7	4	2
ak8	Hk8	1	1
aK8	YK8	5	3
AK8	J48	4	3
aKK	u4K	1	1
AKK	K4K	3	3
al	xl	7	4
aL	IL	7	7
al1	tc1	3	3
aL1	KL1	4	3
AL1	OE1	3	3
AL5	Wy5	2	2
aL6	ZL6	5	5
Al6	Gc6	3	3
aL7	FE7	2	2
AL7	ay7	1	1
aL8	ML8	4	4
aL9	zE9	2	2
AlK	zdK	3	2
ALK	WyK	1	1
ALq	nyq	1	1
aLY	kyY	2	2
AlY	RQY	3	3
ALY	CNY	1	1
Alz	oQz	2	2
am	Rm	5	5
Am	Uu	10	5
AM	KM	13	7
am_	Au_	2	2
Am1	Du1	3	3
aM4	rJ4	3	2
Am4	zu4	3	3
AM4	YJ4	3	3
aM5	$J5	3	3
Am5	XI5	2	2
AM5	WH5	3	2
am6	Wm6	4	4
aM6	RM6	4	4
AM6	uJ6	8	4
Am8	Zu8	3	3
am9	aI9	2	2
Am9	OI9	2	1
AmK	WIK	2	1
aMq	IJq	1	1
Amq	nIq	2	2
aMY	DHY	2	2
AmY	LxY	2	2
AMY	EjY	1	1
An	dl	5	4
aN_	jV_	2	2
AN_	Gk_	2	2
an1	tl1	3	3
aN1	nV1	3	3
aN4	rV4	2	2
An4	zl4	2	2
AN4	YV4	2	2
aN5	$V5	3	2
an6	Mn6	4	3
aN6	kN6	1	1
AN6	CV6	4	4
an7	gl7	2	2
an8	qn8	1	1
aNK	$VK	1	1
anY	ZcY	1	1
aNY	DkY	2	2
anz	Tcz	2	2
ao	So	10	2
Ao	Qr	6	4
Ao_	fi_	2	2
Ao$	dcA	2	2
ao1	rr1	5	2
aO4	rY4	3	3
AO5	Xz5	1	1
ao6	Jo6	3	3
Ao6	Tr6	7	2
aO7	BY7	1	1
ao8	Ko8	3	2
aO8	j$8	4	4
AO8	GY8	4	3
aoj	uQj	2	2
AoK	KiK	1	1
aoq	mrq	2	2
aOY	GzY	2	2
AoY	hnY	2	2
AOY	R_Y	2	2
aoz	Viz	2	2
Aoz	Snz	2	2
ap	hp	9	7
Ap	gm	11	10
AP	qP	7	7
ap_	$m_	2	2
ap1	Ap1	1	1
Ap1	fm1	2	2
Ap2	NS2	1	1
ap4	im4	2	2
aP4	rX4	2	2
Ap4	zm4	3	2
aP5	$X5	1	1
AP5	WM5	1	1
aP6	kP6	7	1
Ap6	ym6	4	3
AP7	eM7	2	1
ap8	Op8	3	3
ap9	au9	2	2
Ap9	Ou9	3	3
apK	euK	1	1
aPK	JXK	2	2
APK	kMK	2	1
apY	DuY	2	2
aPY	fMY	2	2
ApY	RIY	2	2
aPz	lMz	2	2
APz	KMz	1	1
aq	sq	40	1
aQ	EQ	11	5
AQ	mU	7	5
aQ1	KQ1	2	2
Aq1	M71	5	2
aQ4	iU4	2	2
aQ6	Bl6	4	4
Aq6	F76	9	4
aq8	qq8	4	4
aQ8	$Q8	3	2
Aq8	J78	3	3
AQ8	WU8	4	4
AQK	tgK	1	1
aqO	D1$	2	2
AqO	E8$	1	1
aQY	GFY	1	1
aQz	gFz	2	2
ar	br	3	3
aR	hR	12	12
AR	dh	4	1
ar_	wi_	1	1
Ar_	fn_	2	2
ar1	ei1	4	2
aR1	_R1	1	1
AR1	Jh1	5	2
aR4	oh4	2	2
AR4	$h4	1	1
aR5	$h5	2	2
AR5	WL5	3	3
ar6	Jr6	3	3
aR6	PR6	2	2
AR6	yh6	5	4
aR7	Fh7	3	2
AR7	aL7	1	1
aR8	wR8	4	3
Ar8	Hi8	3	3
AR8	fh8	4	3
Ar9	On9	2	2
aRK	OhK	1	1
ArK	KnK	2	2
ARK	DLK	1	1
aRq	mhq	2	2
aRY	GLY	2	2
ArY	hlY	2	2
ARY	REY	1	1
arz	vnz	2	2
Arz	Slz	2	2
as	Rs	6	6
As	Fa	3	2
AS	BR	12	9
As_	fo_	2	2
as1	da1	2	2
aS1	_S1	4	3
As1	Ka1	1	1
AS1	MR1	3	1
AS4	$R4	3	2
aS5	zR5	1	1
AS5	Wh5	2	2
as6	Js6	6	2
aS6	WS6	7	5
AS6	NR6	3	2
aS7	FR7	2	2
AS7	ah7	2	2
as8	qs8	3	3
aS8	HS8	1	1
As8	Ja8	3	3
AS8	ZR8	4	1
aSK	$RK	2	2
