target_name	baseline_name	evidence_occurrences	evidence_statement_pairs
$K7	wK7	3	2
$K8	jK8	4	4
$kK	OkK	3	2
$kY	wkY	2	2
$kz	wkz	1	1
$Kz	wKz	2	2
$L	_L	14	3
$L_	wL_	2	2
$l4	Ol4	3	3
$L4	OL4	2	2
$L6	AL6	6	5
$l7	Ol7	2	2
$LK	OLK	3	3
$M	wM	12	5
$M6	zM6	8	5
$MY	wMY	1	1
$Mz	wMz	3	2
$N4	ON4	2	2
$NK	ONK	3	2
$NY	wNY	2	2
$Nz	wNz	2	2
$o1	wo1	4	3
$O6	zO6	3	3
$p1	wp1	3	3
$p5	wp5	2	2
$P6	zP6	3	1
$Pq	OPq	4	3
$pY	wpY	1	1
$PY	wPY	1	1
$Pz	wPz	1	1
$Q_	wQ_	2	2
$q1	wq1	2	2
$Q1	wQ1	3	3
$Q6	jQ6	5	4
$q7	wq7	3	3
$Q7	OQ7	2	2
$Q9	wQ9	2	2
$r	Hr	6	6
$R_	wR_	1	1
$R4	OR4	2	2
$r6	jr6	6	3
$R6	AR6	5	3
$rK	OrK	2	2
$Rq	ORq	1	1
$s	Hs	5	5
$S	YS	10	2
$s_	ws_	2	2
$S1	wS1	3	2
$S3	wS3	1	1
$sK	OsK	2	1
$SK	OSK	2	2
$sq	Osq	2	2
$Sz	wSz	2	2
$t	Ht	6	6
$t_	wt_	2	2
$T1	wT1	2	2
$t4	Ot4	2	2
$T5	wT5	3	2
$T6	AT6	6	6
$TK	OTK	2	2
$U_	wU_	2	2
$u1	wu1	3	3
$U1	wU1	4	4
$u4	Ou4	2	2
$U5	wU5	2	1
$v	Av	9	8
$V	YV	7	7
$v_	wv_	2	2
$v4	Ov4	2	2
$V4	OV4	2	2
$V6	AV6	6	2
$v7	Ov7	2	2
$V7	OV7	4	2
$vK	OvK	2	2
$VK	OVK	2	2
$W	wW	10	2
$w4	Ow4	2	2
$W5	wW5	1	1
$w6	zw6	6	6
$WY	wWY	2	2
$x	Ox	7	1
$X	wX	15	7
$x1	wx1	3	3
$x5	wx5	2	2
$X5	wX5	2	1
$x6	Ax6	5	5
$X6	zX6	6	5
$x7	Ox7	3	1
$X7	wX7	4	2
$XY	wXY	2	1
$Xz	wXz	2	2
$y	zy	11	11
$y_	wy_	1	1
$y7	Oy7	1	1
$Y7	wY7	3	3
$yK	OyK	3	3
$yY	wyY	2	2
$YY	wYY	1	1
$z	Oz	37	34
$Z_	wZ_	2	2
$Z5	wZ5	1	1
$z6	zz6	7	3
$Z6	AZ6	3	3
$ZY	wZY	2	2
$Zz	wZz	1	1
A_1	Y_1	3	2
A_5	__5	1	1
a_6	l_6	4	4
A_6	z_6	5	5
a$	t$	18	7
A$6	q$6	6	6
a$q	r$q	2	2
a$Y	o$Y	2	2
a0	o0	10	7
A0	Y0	7	6
a04	r04	2	2
a0Y	o0Y	2	2
A0Y	Y0Y	1	1
A1	Y1	134	75
a11	o11	4	4
A11	Y11	4	4
a24	r24	3	3
a25	o25	2	1
A2q	z2q	2	2
a3	s3	30	26
A3_	Y3_	2	2
A31	Y31	4	2
A34	z34	2	2
a36	r36	5	4
a37	o37	3	3
A37	Y37	4	2
a38	s38	4	4
A38	O38	3	3
a44	r44	2	1
a46	r46	6	6
a47	o47	2	2
A47	Y47	3	3
a4z	o4z	2	2
a56	r56	8	8
A56	z56	9	4
a57	o57	3	2
A57	Y57	3	3
a58	s58	4	4
a6	s6	327	115
a6Y	o6Y	2	2
a6z	o6z	2	2
A6z	Y6z	2	2
a71	o71	1	1
A71	Y71	4	4
A74	z74	1	1
A76	z76	6	5
a77	o77	1	1
A8	O8	197	67
a81	o81	4	4
a84	r84	3	3
A84	z84	3	1
A85	z85	2	2
a86	r86	7	6
A86	z86	8	5
A87	Y87	3	3
a8q	r8q	1	1
a9	o9	20	1
A9	O9	37	11
A91	Y91	4	4
a95	i95	2	2
a96	r96	7	1
A96	z96	7	4
A97	Y97	4	4
A9q	z9q	3	3
aa	ta	7	6
Aa	wa	7	3
aa_	oa_	1	1
AA4	zA4	2	1
Aa6	Oa6	4	3
AA7	YA7	2	2
Aa9	Ya9	2	2
aaK	raK	2	1
AAY	YAY	2	2
ab	rb	12	1
Ab	zb	13	3
ab1	ob1	3	3
Ab1	Yb1	2	2
Ab4	zb4	1	1
ab5	ob5	3	2
aB5	oB5	1	1
AB5	YB5	3	3
ab6	ib6	3	3
Ab6	_b6	7	3
ab7	rb7	2	2
Ab9	Yb9	2	2
aBq	rBq	2	2
ABq	zBq	3	2
aBY	oBY	1	1
AbY	YbY	3	3
ABY	YBY	2	2
Abz	Ybz	2	2
AC	zC	8	6
ac1	oc1	3	3
AC4	zC4	2	2
AC5	YC5	2	2
aC6	iC6	5	4
Ac6	Oc6	2	2
aC7	rC7	2	2
aC9	oC9	2	2
ACK	zCK	1	1
aCz	oCz	2	2
ACz	YCz	2	2
aD	oD	15	1
AD	YD	13	4
aD_	oD_	2	2
ad1	od1	4	3
AD1	YD1	2	2
aD5	oD5	1	1
AD5	YD5	2	2
aD6	iD6	8	2
AD6	_D6	5	4
ad7	rd7	2	2
ad9	od9	1	1
aDY	oDY	1	1
AdY	YdY	1	1
ADY	YDY	1	1
aDz	oDz	2	2
ADz	YDz	2	2
ae	te	8	3
Ae	we	6	3
AE	qE	8	8
ae_	oe_	3	3
aE_	oE_	2	2
Ae_	Ye_	3	2
ae1	oe1	1	1
AE1	YE1	3	3
AE4	zE4	2	2
Ae6	Oe6	3	2
AE6	_E6	5	5
aEK	rEK	2	2
aEY	oEY	2	2
AEY	YEY	2	2
AEz	YEz	2	2
af	lf	7	7
Af	zf	16	3
aF_	oF_	2	2
aF1	oF1	4	3
Af1	Yf1	1	1
Af4	zf4	2	2
af5	of5	3	2
aF5	oF5	2	2
Af5	Yf5	3	2
AF5	YF5	1	1
aF6	sF6	4	3
af7	rf7	1	1
aF7	rF7	2	2
aF9	oF9	2	1
afK	rfK	2	2
AfK	zfK	2	2
AFq	zFq	2	2
aFY	oFY	2	2
AFY	YFY	2	2
aG	rG	8	1
AG	zG	9	9
ag_	og_	1	1
Ag_	Yg_	2	2
ag1	og1	4	4
Ag1	Yg1	3	3
aG4	rG4	3	3
aG5	oG5	2	2
AG5	YG5	1	1
Ag7	zg7	2	2
ag9	og9	2	2
Ag9	Yg9	2	2
AG9	YG9	1	1
AGK	zGK	2	2
aGq	rGq	1	1
AGY	YGY	1	1
ah	nh	12	5
Ah	qh	9	7
AH	OH	18	3
Ah_	Yh_	2	2
ah1	oh1	3	3
aH1	oH1	3	3
ah4	rh4	2	2
Ah5	Yh5	2	2
AH6	qH6	6	5
Ah7	zh7	2	2
ahK	rhK	1	1
AhK	zhK	2	2
aHY	oHY	2	2
AHY	YHY	2	1
ahz	ohz	1	1
aHz	oHz	3	3
Ahz	Yhz	1	1
AHz	YHz	2	2
aI	rI	10	10
Ai	wi	9	4
AI1	YI1	3	3
aI5	oI5	2	2
ai6	si6	5	5
aI6	iI6	6	2
AI6	_I6	5	5
ai7	ri7	2	2
aI7	rI7	2	2
Ai7	zi7	2	2
aiK	riK	4	4
aIq	rIq	2	2
aj	sj	13	13
Aj	wj	24	3
AJ	YJ	11	10
aJ5	oJ5	2	1
aj6	lj6	5	5
aJ6	lJ6	4	4
aJ7	oJ7	4	2
Ajq	zjq	2	2
aJY	oJY	3	2
AjY	YjY	2	2
AJY	YJY	2	2
ajz	ojz	1	1
aJz	oJz	2	2
AJz	YJz	2	2
aK4	rK4	1	1
Ak4	zk4	2	2
AK4	zK4	2	2
aK6	rK6	8	8
Ak6	_k6	4	4
AK6	zK6	6	6
aK7	oK7	4	3
AK7	YK7	3	3
AK8	OK8	4	4
akK	rkK	2	2
akY	okY	2	2
AkY	YkY	2	1
akz	okz	2	2
AKz	YKz	2	2
AL	ey	10	1
AL_	YL_	1	1
aL1	oL1	3	3
al4	rl4	3	3
aL4	rL4	2	2
aL6	iL6	3	2
AL6	_L6	5	4
AL7	zL7	2	2
ALK	zLK	2	2
aM	oM	14	14
AM	YM	19	8
aM4	rM4	3	3
am5	om5	1	1
aM6	lM6	5	3
AM6	qM6	3	3
amK	rmK	3	3
amq	rmq	2	2
AMq	zMq	2	2
amY	omY	2	2
aMY	oMY	1	1
AMY	YMY	2	2
aMz	oMz	2	1
AMz	YMz	2	2
an	tn	10	2
aN7	rN7	2	2
aNK	rNK	3	2
aNY	oNY	1	1
ANY	YNY	2	2
aNz	oNz	2	2
ANz	YNz	2	2
ao	to	7	7
aO	sO	18	16
ao1	oo1	3	3
Ao1	Yo1	3	3
aO4	rO4	4	3
AO4	zO4	2	2
aO6	lO6	4	4
aP	oP	9	1
ap_	op_	2	2
Ap_	Yp_	2	2
ap1	op1	3	3
Ap1	Yp1	4	3
ap5	op5	3	2
Ap5	Yp5	1	1
Ap6	Op6	5	4
APK	zPK	3	3
APq	zPq	2	2
aPY	oPY	1	1
ApY	YpY	1	1
APY	YPY	2	2
aPz	oPz	1	1
APz	YPz	2	2
AQ_	YQ_	1	1
Aq1	Yq1	3	3
AQ1	YQ1	3	3
Aq6	zq6	7	6
Aq7	Yq7	3	3
AQ9	YQ9	2	2
aQY	oQY	2	2
aR	lR	9	8
aR_	oR_	2	1
AR_	YR_	3	3
ar1	or1	3	3
aR5	oR5	2	2
ar6	sr6	6	6
Ar6	Or6	2	1
AR6	_R6	4	4
ARK	zRK	1	1
as	ts	2	2
As	ws	5	1
AS	KS	7	2
as_	os_	2	2
As_	Ys_	2	1
as1	os1	3	3
AS1	YS1	3	2
aS4	rS4	3	2
aS7	rS7	3	3
aSK	rSK	1	1
AsK	zsK	3	3
aSz	oSz	2	2
ASz	YSz	2	2
aT	nT	13	7
At	wt	2	2
at_	ot_	3	2
At_	Yt_	1	1
at1	ot1	3	3
AT4	zT4	3	2
AT5	YT5	3	2
aT6	iT6	3	3
AT6	_T6	5	5
aT7	rT7	3	3
aTK	rTK	2	2
ATK	zTK	2	2
aU_	oU_	3	3
AU_	YU_	2	2
Au1	Yu1	2	2
AU1	YU1	4	3
Au4	zu4	2	2
AU5	YU5	2	2
aU6	sU6	4	4
Au6	_u6	7	7
aU9	oU9	2	2
aV	iV	6	4
AV	KV	18	10
aV4	rV4	2	2
aV6	iV6	7	4
AV6	_V6	2	2
aVK	rVK	2	2
AvK	zvK	4	4
AVK	zVK	2	2
Avq	zvq	1	1
avY	ovY	2	2
aw	tw	7	7
Aw	Ow	14	14
AW	YW	9	2
AW4	zW4	3	2
aW5	oW5	3	3
AW5	YW5	2	2
aw6	lw6	5	5
aW6	iW6	6	5
Aw6	qw6	5	5
aWq	rWq	2	1
aWY	oWY	2	2
AWY	YWY	3	3
aWz	oWz	2	2
aX	oX	22	4
AX	YX	12	11
ax1	ox1	2	2
Ax1	Yx1	4	2
ax4	rx4	3	3
Ax4	zx4	2	2
Ax5	Yx5	2	2
ax6	ix6	5	5
aX6	lX6	7	5
Ax6	_x6	7	7
AX7	YX7	3	2
ax9	ox9	2	1
AXK	zXK	3	2
aXY	oXY	2	2
AXY	YXY	2	2
aXz	oXz	2	2
AXz	YXz	2	2
ay	cy	14	3
Ay	qy	11	5
ay_	oy_	2	2
aY4	rY4	3	3
Ay4	zy4	2	2
AY4	zY4	2	2
ay6	iy6	4	3
ay7	ry7	2	2
Ay7	zy7	1	1
ayK	ryK	3	3
aYY	oYY	2	2
AyY	YyY	2	2
AYY	YYY	2	2
az	oz	19	3
AZ	YZ	17	1
AZ_	YZ_	2	2
aZ1	oZ1	3	2
az4	rz4	1	1
AZ5	YZ5	1	1
Az6	qz6	4	4
AZ6	_Z6	8	2
aZq	rZq	2	2
azY	ozY	2	2
aZY	oZY	3	2
AZY	YZY	2	2
AZz	YZz	2	1
B_	m_	40	39
b_4	S_4	2	2
B_4	u_4	2	2
b_8	I_8	3	1
B_8	F_8	5	2
b$	x$	21	20
b$6	L$6	6	4
B$6	b$6	6	6
b0	C0	15	14
b04	S04	3	2
b06	h06	7	2
b0Y	C0Y	3	3
B0Y	m0Y	2	2
b11	C11	4	4
B11	m11	4	4
B1K	u1K	2	2
B2	F2	30	30
b24	S24	4	2
b26	L26	3	3
B26	b26	7	7
b3_	C3_	2	2
B31	m31	3	3
B34	u34	2	2
b36	S36	5	5
B36	u36	3	3
b37	C37	3	3
B37	m37	3	1
b38	I38	5	5
B38	F38	3	3
b4	C4	16	7
B4	m4	47	30
b44	S44	2	2
B44	u44	2	2
b47	C47	3	3
B47	m47	4	4
b48	I48	4	3
B4z	m4z	2	2
b54	S54	1	1
b56	S56	3	3
B56	u56	5	5
b57	C57	4	2
B57	m57	4	3
B64	u64	1	1
b66	S66	7	3
B66	u66	7	4
b6K	S6K	2	2
B6Y	m6Y	2	2
b6z	C6z	2	2
B6z	m6z	2	2
b71	C71	1	1
B71	m71	1	1
b74	S74	2	2
B74	u74	2	2
b76	S76	6	5
b77	C77	3	3
B77	m77	3	3
B78	F78	6	3
b81	C81	4	4
B81	m81	4	4
b84	S84	3	2
B85	u85	3	2
b86	S86	4	4
B86	u86	9	2
b8Y	C8Y	2	2
B8Y	m8Y	2	2
b94	S94	2	2
b96	S96	7	3
Ba	pa	10	9
Ba_	ma_	1	1
Ba1	ma1	3	3
bA4	SA4	2	2
BA4	uA4	2	2
Ba6	Fa6	7	2
ba7	Sa7	1	1
ba9	Ca9	1	1
Ba9	ma9	2	1
baq	Saq	1	1
bAY	CAY	2	2
BAY	mAY	3	2
bb	Sb	13	2
bb5	Cb5	2	2
bB5	CB5	2	2
Bb5	mb5	1	1
BB5	mB5	2	2
bb6	hb6	7	3
Bb6	xb6	5	2
bb7	Sb7	2	2
bBY	CBY	2	2
BBY	mBY	2	2
bC	SC	6	6
BC4	uC4	3	3
bC6	hC6	6	6
bC7	SC7	2	1
bCz	CCz	1	1
BCz	mCz	2	2
bd1	Cd1	2	2
Bd1	md1	4	2
bD5	CD5	3	3
BD5	mD5	2	2
BD6	xD6	5	3
bDY	CDY	2	2
BDY	mDY	2	2
bDz	CDz	2	2
BDz	mDz	2	2
be	xe	5	4
BE_	mE_	1	1
BE1	mE1	3	3
BE4	uE4	2	2
be6	Ie6	4	3
Be6	Fe6	4	4
bE7	SE7	2	2
bEK	SEK	3	3
bEz	CEz	2	2
BEz	mEz	1	1
Bf	If	13	5
bF_	CF_	3	3
BF_	mF_	2	2
bF1	CF1	5	2
BF1	mF1	5	2
bf4	Sf4	3	2
Bf4	uf4	3	3
bf5	Cf5	3	2
bF5	CF5	2	2
Bf5	mf5	3	2
BF5	mF5	2	2
bF6	IF6	2	2
BF6	FF6	4	3
bf7	Sf7	1	1
BfK	ufK	3	2
bFY	CFY	1	1
BFY	mFY	2	2
bG	SG	14	3
BG	uG	9	7
bg1	Cg1	1	1
Bg1	mg1	4	3
bG4	SG4	3	2
BG4	uG4	3	3
bG5	CG5	1	1
BG5	mG5	2	2
bG7	SG7	2	2
bg9	Cg9	2	2
Bg9	mg9	2	2
BGK	uGK	2	2
bh	Rh	12	3
Bh	Ih	2	2
bh1	Ch1	2	2
bH1	CH1	3	3
Bh1	mh1	4	2
bH6	LH6	5	5
bH7	CH7	1	1
BH7	mH7	1	1
bhK	ShK	1	1
BhK	uhK	2	2
bHY	CHY	2	1
BHY	mHY	2	2
bhz	Chz	1	1
bHz	CHz	2	2
Bhz	mhz	1	1
BHz	mHz	3	3
BI	uI	7	7
bI6	hI6	2	2
Bi6	Fi6	6	4
BI6	xI6	4	4
Bi7	ui7	2	2
BI7	uI7	3	2
biK	SiK	2	2
bJ	CJ	13	13
BJ	mJ	13	8
bJ1	CJ1	2	2
BJ1	mJ1	2	2
BJ5	mJ5	3	2
bj6	Lj6	6	6
bJ6	LJ6	6	1
Bj6	bj6	2	2
BJ6	bJ6	5	4
bJY	CJY	3	2
BJY	mJY	2	1
bJz	CJz	2	2
BJz	mJz	2	2
bk	hk	7	1
bK	CK	40	40
Bk	xk	7	1
bK4	SK4	2	2
Bk4	uk4	2	2
bk6	hk6	4	4
bK6	SK6	6	6
BK6	uK6	5	5
bK7	CK7	1	1
BK7	mK7	4	2
bK8	IK8	4	4
BK8	FK8	4	4
bkK	SkK	2	1
bkz	Ckz	2	2
bKz	CKz	2	2
Bkz	mkz	2	2
BKz	mKz	2	2
bL	LL	11	11
BL	bL	12	6
bL_	CL_	2	2
bl1	Cl1	3	3
Bl1	ml1	3	3
bl4	Sl4	1	1
bL4	SL4	2	2
bL6	hL6	4	4
BL6	xL6	5	5
bLK	SLK	2	1
bLq	SLq	2	2
bM	CM	18	1
BM4	uM4	3	3
Bm5	mm5	2	1
bM6	LM6	4	4
BM6	bM6	5	4
bmK	SmK	2	2
BmK	umK	2	2
BMK	uMK	3	3
Bmq	umq	2	2
bmY	CmY	2	2
bMY	CMY	2	2
BmY	mmY	2	2
BMY	mMY	2	2
bMz	CMz	2	2
BMz	mMz	2	2
Bn	pn	9	1
bN4	SN4	2	2
bn7	Sn7	2	2
bNK	SNK	2	2
bNY	CNY	2	2
BNY	mNY	2	2
bNz	CNz	2	1
BNz	mNz	2	2
bo	xo	8	5
Bo	po	11	5
Bo1	mo1	3	3
bo4	So4	2	2
bO4	SO4	3	2
bO6	LO6	6	4
BO6	bO6	6	4
Bo7	uo7	2	2
bOq	SOq	1	1
Boq	uoq	2	2
BOq	uOq	2	2
bP	CP	14	8
BP	mP	13	13
bp_	Cp_	2	2
Bp_	mp_	2	2
BP4	uP4	2	1
bp5	Cp5	3	3
Bp5	mp5	3	2
bP6	LP6	4	1
Bp6	Fp6	6	4
BP6	bP6	6	4
BPK	uPK	2	2
bpq	Spq	2	2
bPY	CPY	2	2
BPY	mPY	2	2
bPz	CPz	2	2
BPz	mPz	2	2
bq1	Cq1	2	2
Bq1	mq1	2	2
Bq6	uq6	7	4
bq7	Cq7	3	3
BQ9	mQ9	2	1
bQY	CQY	2	2
BQY	mQY	1	1
bR	LR	6	5
BR	bR	7	7
bR_	CR_	2	2
BR_	mR_	3	3
bR1	CR1	3	1
BR1	mR1	1	1
BR5	mR5	2	2
br6	Ir6	3	3
bR6	hR6	4	4
BR6	xR6	3	3
Br7	ur7	2	2
BR7	uR7	2	2
brK	SrK	3	3
BRK	uRK	1	1
bRq	SRq	2	2
bs	xs	6	6
bS	SS	10	9
BS	uS	12	7
bs_	Cs_	2	2
Bs_	ms_	2	2
bs4	Ss4	2	2
bS4	SS4	3	3
BS4	uS4	3	3
BS6	xS6	5	5
bs7	Ss7	2	2
bS7	SS7	2	2
Bs7	us7	2	2
BS7	uS7	3	2
bsK	SsK	2	2
bSK	SSK	2	2
BSK	uSK	1	1
bSz	CSz	1	1
BSz	mSz	3	3
bT	RT	16	2
Bt	pt	10	6
bt_	Ct_	2	2
Bt_	mt_	3	2
bT4	ST4	2	2
bt6	It6	6	3
bT6	hT6	4	4
BT6	xT6	4	4
bT7	ST7	4	4
bTK	STK	2	2
BTK	uTK	2	2
Btq	utq	2	2
BTq	uTq	3	3
bU_	CU_	2	2
BU_	mU_	2	2
bU6	IU6	1	1
BU6	FU6	5	4
BU9	mU9	2	2
bv	hv	11	8
bV	RV	15	1
BV	IV	17	8
bv_	Cv_	2	2
bV_	CV_	2	2
Bv_	mv_	2	2
bv1	Cv1	3	3
bv4	Sv4	2	2
bV4	SV4	2	2
Bv4	uv4	2	2
bv6	hv6	4	3
Bv6	xv6	5	3
bv7	Sv7	2	2
bVK	SVK	3	3
BvK	uvK	3	2
BVK	uVK	2	2
Bvq	uvq	1	1
BVz	mVz	1	1
bw	xw	16	14
bW1	CW1	3	2
BW1	mW1	3	3
bW5	CW5	3	3
BW5	mW5	3	3
bw6	Lw6	5	5
Bw6	bw6	5	3
BW6	xW6	7	3
bWY	CWY	2	2
BWY	mWY	1	1
bWz	CWz	2	2
BWz	mWz	2	2
bx	Sx	8	6
bX	CX	19	8
Bx	ux	7	6
BX	mX	15	12
bx1	Cx1	3	1
Bx1	mx1	2	2
bx4	Sx4	2	2
Bx4	ux4	3	3
bx6	hx6	1	1
bX6	LX6	6	6
BX6	bX6	8	2
Bx7	ux7	2	2
bxq	Sxq	2	2
bXY	CXY	2	2
BXY	mXY	2	2
bXz	CXz	2	2
BXz	mXz	2	2
by	Ly	13	3
By	Cy	8	7
by_	Cy_	2	2
By_	my_	2	2
bY4	SY4	2	2
By4	uy4	2	2
BY4	uY4	2	2
BY5	xY5	2	2
by6	hy6	6	3
bY6	LY6	5	5
By6	xy6	3	3
BY6	bY6	7	5
bY7	CY7	3	3
